발생년,발생년월일,주야,요일,사망자수,사상자수,중상자수,경상자수,부상신고자,발생지시도,발생지시군,사고유형_,사고유형__1,사고유형,법규위반,도로형태_,도로형태,가해자_당,피해자_당,발생위치X_,발생위치Y_,경도,위도,시설종류,대상시설명,소재지도로,소재지지번,위도_2,경도_2,관리기관명,관할경찰서,CCTV설치여,CCTV설치대,보호구역도,데이터기준,제공기관코,제공기관명,옐로카펫_,보호구역_,평균기온(℃),최저기온(℃),최고기온(℃),강수량(mm),옐로카펫_설치유무,Unnamed: 0,법규위반_
2013,20130914,야간,토,1,1,0,0,0,서울,서대문구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,대형,보행자,950888.0,1954519.0,126.94371509999996,37.58875912,유치원,인왕초교(병설)유치원,서울특별시 서대문구 세무서길 33-9,서울특별시 서대문구 홍제3동 245-1,37.590337,126.945194,서울특별시 서대문구청,서울특별시 서대문경찰서,Y,1.0,13~15,2019/03/04,3120000,서울특별시 서대문구,0,95,23.1,21.5,25.3,11.5,0,,
2013,20130916,주간,월,1,1,0,0,0,서울,영등포구,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로내,건설기계,보행자,948099.0,1945278.0,126.9127797,37.50531577,어린이집,영신어린이집,서울특별시 영등포구 신길로 132,서울특별시 영등포구 신길4동 239-6,37.503962,126.9106409,영등포구청,영등포경찰서,Y,1.0,20,2020/06/30,3180000,서울특별시 영등포구,0,11,20.9,15.2,27.0,,0,,
2013,20130916,주간,월,1,1,0,0,0,서울,영등포구,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로내,건설기계,보행자,948099.0,1945278.0,126.9127797,37.50531577,어린이집,하나푸르니신길어린이집,서울특별시 영등포구 신길로40길 5,서울특별시 영등포구 신길동 232-20,37.50715227,126.91165500000001,영등포구청,영등포경찰서,Y,3.0,4,2020/06/30,3180000,서울특별시 영등포구,0,11,20.9,15.2,27.0,,0,,
2013,20130916,주간,월,1,1,0,0,0,서울,영등포구,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로내,건설기계,보행자,948099.0,1945278.0,126.9127797,37.50531577,유치원,동천유치원,서울특별시 영등포구 신길로40길 10,서울특별시 영등포구 신길동 4903-20,37.50634892,126.9121219,영등포구청,영등포경찰서,Y,1.0,5,2020/06/30,3180000,서울특별시 영등포구,0,8,20.9,15.2,27.0,,0,,
2013,20130916,주간,월,1,1,0,0,0,서울,영등포구,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로내,건설기계,보행자,948099.0,1945278.0,126.9127797,37.50531577,유치원,에덴유치원,서울특별시 영등포구 신길로38길 21,서울특별시 영등포구 신길동 4916-15,37.50561109,126.913438,영등포구청,영등포경찰서,Y,1.0,5.5~15,2020/06/30,3180000,서울특별시 영등포구,0,98,20.9,15.2,27.0,,0,,
2013,20130917,주간,화,1,1,0,0,0,서울,서대문구,차대사람,기타,기타,안전운전 의무 불이행,교차로,교차로부근,대형,보행자,950686.0,1954794.0,126.9414082,37.59129091,유치원,홍제성당유치원,서울특별시 서대문구 통일로40길 18,서울특별시 서대문구 홍제3동 301-6,37.590144,126.943955,서울특별시 서대문구청,서울특별시 서대문경찰서,Y,1.0,5~6,2019/03/04,3120000,서울특별시 서대문구,0,95,22.6,17.0,29.3,,0,,
2013,20130917,주간,화,1,1,0,0,0,서울,성북구,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,교차로,교차로내,경형,보행자,958759.0,1955937.0,127.03278600000002,37.60192636,유치원,예린유치원,서울특별시 성북구 종암로25길 17,서울특별시 성북구 종암동 79-204,37.60000168,127.0323416,서울특별시 성북구청,서울특별시 종암경찰서,Y,1.0,,2020/02/28,3070000,서울특별시 성북구,0,10,22.6,17.0,29.3,,0,,
2013,20130917,주간,화,1,1,0,0,0,서울,성북구,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,교차로,교차로내,경형,보행자,958759.0,1955937.0,127.03278600000002,37.60192636,어린이집,종암어린이집,서울특별시 성북구 종암로23길 11,서울특별시 성북구 종암동 79-236,37.5997311,127.03332639999999,서울특별시 성북구청,서울특별시 종암경찰서,Y,1.0,,2020/02/28,3070000,서울특별시 성북구,0,9,22.6,17.0,29.3,,0,,
2013,20130917,주간,화,1,1,0,0,0,서울,영등포구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,중형,보행자,947371.0,1945235.0,126.90454650000002,37.50488698,유치원,성락유치원,서울특별시 영등포구 가마산로 410,서울특별시 영등포구 신길동 355-632,37.503707,126.90246200000001,영등포구청,영등포경찰서,Y,1.0,5~18,2020/06/30,3180000,서울특별시 영등포구,0,95,22.6,17.0,29.3,,0,,
2013,20130917,주간,화,1,1,0,0,0,서울,영등포구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,중형,보행자,947371.0,1945235.0,126.90454650000002,37.50488698,초등학교,대영초등학교,서울특별시 영등포구 신길로23길 43,서울특별시 영등포구 신길5동 341-1,37.50267919,126.9063358,영등포구청,영등포경찰서,Y,3.0,5~22,2020/06/30,3180000,서울특별시 영등포구,0,95,22.6,17.0,29.3,,0,,
2013,20130918,주간,수,1,1,0,0,0,서울,도봉구,차대사람,횡단중,횡단중,보행자 보호의무 위반,단일로,횡단보도상,소형,보행자,959541.0,1961526.0,127.0413355,37.65233578,초등학교,창원,서울특별시 도봉구 해등로 103,,37.6525531,127.040553,도봉구청,도봉경찰서,Y,6.0,10~30,2019/09/05,3090000,서울특별시 도봉구,20181114,95,24.4,17.5,31.1,,0,,
2013,20130918,주간,수,1,1,0,0,0,서울,도봉구,차대사람,횡단중,횡단중,보행자 보호의무 위반,단일로,횡단보도상,소형,보행자,959541.0,1961526.0,127.0413355,37.65233578,어린이집,쌍문2동,서울특별시 도봉구 해등로12길 40,,37.6528547,127.0430751,도봉구청,도봉경찰서,Y,1.0,6,2019/09/05,3090000,서울특별시 도봉구,0,6,24.4,17.5,31.1,,0,,
2013,20130918,야간,수,1,1,0,0,0,서울,관악구,차대사람,기타,기타,안전운전 의무 불이행,기타/불명,기타/불명,중형,보행자,948530.0,1941799.0,126.9178993,37.47398294,유치원,신림유치원,서울특별시 관악구 난곡로 32길 12,,37.472093,126.9202382,서울특별시 관악구청,서울관악경찰서,Y,2.0,4~6,2020/05/31,3200000,서울특별시 관악구,0,96,24.4,17.5,31.1,,0,,
2013,20130918,야간,수,1,1,0,0,0,서울,관악구,차대사람,기타,기타,안전운전 의무 불이행,기타/불명,기타/불명,중형,보행자,948530.0,1941799.0,126.9178993,37.47398294,유치원,애동유치원,서울특별시 관악구 법원단지길 56,,37.47381393,126.920254,서울특별시 관악구청,서울관악경찰서,Y,2.0,8,2020/05/31,3200000,서울특별시 관악구,0,98,24.4,17.5,31.1,,0,,
2013,20130921,주간,토,1,1,0,0,0,서울,강서구,차대차,측면직각충돌,측면직각충돌,신호위반,교차로,교차로내,원동기장치자전거,중형,943179.0,1951781.0,126.85661340000001,37.56363777,초등학교,가양초등학교,서울특별시 강서구 허준로 186 (가양동),,37.56221656,126.85852050000001,서울특별시 강서구청,강서경찰서,Y,1.0,7,2020/01/01,3150000,서울특별시 강서구,20170622,97,23.8,19.9,27.8,,0,,
2013,20130923,주간,월,1,1,0,0,0,서울,종로구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,중형,보행자,957530.0,1952779.0,127.01904640000002,37.57340669,어린이집,한빛어린이집,서울특별시 종로구 종로65길 10,서울특별시 종로구 숭인2동 178-167,37.574807,127.019976,종로구청,혜화경찰서,Y,2.0,4~8,2019/01/14,3000000,서울특별시 종로구,0,12,23.8,18.6,29.0,,0,,
2013,20131001,주간,화,1,1,0,0,0,서울,영등포구,차대사람,횡단중,횡단중,신호위반,교차로,교차로내,대형,보행자,950102.0,1947429.0,126.93529509999999,37.52481366,초등학교,여의도초등학교,서울특별시 영등포구 여의대방로 439,서울특별시 영등포구 여의도동 40-3,37.52320626,126.93679499999999,영등포구청,영등포경찰서,Y,1.0,6~23.5,2020/06/30,3180000,서울특별시 영등포구,0,95,21.6,17.2,27.2,,0,,
2013,20131003,야간,목,1,1,0,0,0,서울,강남구,차대사람,기타,기타,중앙선 침범,단일로,기타단일로,중형,보행자,959609.0,1942571.0,127.0433058,37.48168561,어린이집,성아어린이집,서울특별시 강남구 논현로32길 16,,37.484041999999995,127.04358300000001,서울특별시 강남구청,수서경찰서,Y,1.0,6,2020/06/24,3220000,서울특별시 강남구,0,11,16.3,11.0,21.3,,0,,
2013,20131004,주간,금,1,1,0,0,0,서울,양천구,차대차,기타,기타,안전운전 의무 불이행,단일로,횡단보도부근,자전거,소형,944236.0,1947166.0,126.8689319,37.52210715,초등학교,목동초교,서울특별시 양천구 목동동로12길 12,서울특별시 양천구 신정2동 86-2,37.52280796,126.87215970000001,서울특별시 양천구청,양천경찰서,Y,5.0,5,2020/06/01,3140000,서울특별시 양천구,0,8,17.4,10.7,25.1,,0,,
2013,20131004,주간,금,1,1,0,0,0,서울,양천구,차대차,기타,기타,안전운전 의무 불이행,단일로,횡단보도부근,자전거,소형,944236.0,1947166.0,126.8689319,37.52210715,초등학교,서정초교,서울특별시 양천구 목동로8길 19,서울특별시 양천구 목1동 927-5,37.52345129,126.8672365,서울특별시 양천구청,양천경찰서,Y,4.0,7,2020/06/01,3140000,서울특별시 양천구,0,97,17.4,10.7,25.1,,0,,
2013,20131005,주간,토,1,1,0,0,0,서울,도봉구,차대차,추돌,진행중 추돌,신호위반,단일로,횡단보도상,자전거,중형,960284.0,1964505.0,127.049596,37.67921835,어린이집,북부어린이집,서울특별시 노원구 동일로245길 56,서울특별시 노원구 상계1동 1257,37.67970639,127.052415,노원구청,노원경찰서,Y,1.0,6~6.9,2020/07/14,3100000,서울특별시 노원구,0,8,20.0,12.6,28.1,,0,,
2013,20131010,야간,목,1,1,0,0,0,서울,동대문구,차대차,측면직각충돌,측면직각충돌,신호위반,교차로,교차로내,중형,소형,959239.0,1954239.0,127.0383182,37.5866433,초등학교,홍파초교,서울특별시 동대문구 고산자로 518,서울특별시 동대문구 제기동 678,37.58620351,127.0395874,서울특별시 동대문구청,동대문경찰서,Y,3.0,,2019/11/25,3050000,서울특별시 동대문구,0,98,21.1,15.9,26.4,,0,,
2013,20131010,야간,목,1,1,0,0,0,서울,동대문구,차대차,측면직각충돌,측면직각충돌,신호위반,교차로,교차로내,중형,소형,959239.0,1954239.0,127.0383182,37.5866433,유치원,홍파초교병설유치원,서울특별시 동대문구 고산자로 518,서울특별시 동대문구 제기동 678,37.58620351,127.0395874,서울특별시 동대문구청,동대문경찰서,Y,0.0,,2019/11/25,3050000,서울특별시 동대문구,0,98,21.1,15.9,26.4,,0,,
2013,20131011,야간,금,1,1,0,0,0,서울,구로구,차대사람,기타,기타,안전운전 의무 불이행,교차로,교차로내,중형,보행자,941363.0,1943434.0,126.8367185,37.48829224,초등학교,오류남초등학교,서울특별시 구로구 서해안로24길 22,,37.489606,126.8391137,서울특별시 구로구청,구로경찰서,Y,,,2019/10/28,3160000,서울특별시 구로구,20170605,96,18.1,14.1,20.7,6.5,0,,
2013,20131011,주간,금,1,1,0,0,0,서울,도봉구,차대사람,횡단중,횡단중,보행자 보호의무 위반,교차로,교차로내,소형,보행자,959591.0,1961878.0,127.0418828,37.65551061,초등학교,창동,서울특별시 도봉구 해등로16길 81,,37.6551924,127.0446861,도봉구청,도봉경찰서,Y,6.0,6~12,2019/09/05,3090000,서울특별시 도봉구,20170713,98,18.1,14.1,20.7,6.5,0,,
2013,20131011,주간,금,1,1,0,0,0,서울,도봉구,차대사람,횡단중,횡단중,보행자 보호의무 위반,교차로,교차로내,소형,보행자,959591.0,1961878.0,127.0418828,37.65551061,유치원,창동초병설,서울특별시 도봉구 해등로16길 81,,37.6551924,127.0446861,도봉구청,도봉경찰서,Y,0.0,20,2019/09/05,3090000,서울특별시 도봉구,0,98,18.1,14.1,20.7,6.5,0,,
2013,20131011,주간,금,1,1,0,0,0,서울,도봉구,차대사람,횡단중,횡단중,보행자 보호의무 위반,교차로,교차로내,소형,보행자,959591.0,1961878.0,127.0418828,37.65551061,어린이집,창2동,서울특별시 도봉구 도봉로134길 6,,37.6573644,127.0404264,도봉구청,도봉경찰서,Y,1.0,6,2019/09/05,3090000,서울특별시 도봉구,0,11,18.1,14.1,20.7,6.5,0,,
2013,20131011,주간,금,1,1,0,0,0,서울,도봉구,차대사람,횡단중,횡단중,보행자 보호의무 위반,교차로,교차로내,소형,보행자,959591.0,1961878.0,127.0418828,37.65551061,어린이집,신세인,서울특별시 도봉구 도봉로134길 5,,37.6575153,127.0405866,도봉구청,도봉경찰서,Y,1.0,6,2019/09/05,3090000,서울특별시 도봉구,0,12,18.1,14.1,20.7,6.5,0,,
2013,20131013,야간,일,1,1,0,0,0,서울,성북구,차대사람,보도통행중,보도통행중,신호위반,단일로,횡단보도상,대형,보행자,957790.0,1955534.0,127.02183190000002,37.59825007,초등학교,매원초등학교,서울특별시 성북구 북악산로 870,서울특별시 성북구 돈암동 45-88,37.59740957,127.01990159999998,서울특별시 성북구청,서울특별시 성북경찰서,Y,1.0,,2020/02/28,3070000,서울특별시 성북구,0,97,17.3,12.2,23.4,,0,,
2013,20131013,야간,일,1,1,0,0,0,서울,성북구,차대사람,보도통행중,보도통행중,신호위반,단일로,횡단보도상,대형,보행자,957790.0,1955534.0,127.02183190000002,37.59825007,유치원,희망찬유치원,서울특별시 성북구 동소문로34길 24,서울특별시 성북구 돈암동 15-3,37.59899113,127.0231416,서울특별시 성북구청,서울특별시 성북경찰서,Y,1.0,10,2020/02/28,3070000,서울특별시 성북구,0,0,17.3,12.2,23.4,,0,,
2013,20131013,주간,일,1,3,1,1,0,서울,광진구,차대차,측면직각충돌,측면직각충돌,신호위반,교차로,교차로내,중형,원동기장치자전거,961488.0,1949288.0,127.0640511,37.5421153,초등학교,성수초등학교,서울특별시 성동구 아차산로17길 21,서울특별시 성동구 성수동2가 277-32,37.54431493,127.06315729999999,서울특별시 성동구,성동경찰서,Y,3.0,5~8,2020/06/17,3030000,서울특별시 성동구,20180426,96,17.3,12.2,23.4,,0,,
2013,20131013,주간,일,1,3,1,1,0,서울,광진구,차대차,측면직각충돌,측면직각충돌,신호위반,교차로,교차로내,중형,원동기장치자전거,961488.0,1949288.0,127.0640511,37.5421153,유치원,윤진유치원,서울특별시 광진구 아차산로 21길 15 (화양동),서울특별시 광진구 화양동 42-21,37.542766,127.06271799999999,서울특별시청,광진경찰서,Y,2.0,,2019/02/20,3040000,서울특별시 광진구,0,9,17.3,12.2,23.4,,0,,
2013,20131017,야간,목,1,1,0,0,0,서울,중구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,중형,보행자,956383.0,1951225.0,127.0061501,37.559346500000004,유치원,근화유치원,서울특별시 중구 동호로20길 24,서울특별시 중구 신당동 406-4,37.55906821,127.0089638,서울특별시 중구,서울중부경찰서,Y,1.0,6,2020/07/14,3010000,서울특별시 중구,0,8,12.4,6.8,18.9,,0,,
2013,20131017,주간,목,1,1,0,0,0,서울,관악구,차대사람,기타,기타,안전운전 의무 불이행,교차로,교차로내,중형,보행자,948756.0,1941923.0,126.92044650000001,37.47511314,유치원,애동유치원,서울특별시 관악구 법원단지길 56,,37.47381393,126.920254,서울특별시 관악구청,서울관악경찰서,Y,2.0,8,2020/05/31,3200000,서울특별시 관악구,0,98,12.4,6.8,18.9,,0,,
2013,20131018,야간,금,1,2,1,0,0,서울,관악구,차대사람,횡단중,횡단중,신호위반,단일로,횡단보도상,중형,보행자,948130.0,1943246.0,126.91327379999998,37.4870027,유치원,건영유치원,서울특별시 관악구 조원로 114,,37.484844,126.91490800000001,서울특별시 관악구청,서울관악경찰서,Y,3.0,6~12,2020/05/31,3200000,서울특별시 관악구,0,97,13.6,8.1,20.2,,0,,
2013,20131018,야간,금,1,2,1,0,0,서울,관악구,차대사람,횡단중,횡단중,신호위반,단일로,횡단보도상,중형,보행자,948130.0,1943246.0,126.91327379999998,37.4870027,어린이집,구립새빛어린이집,서울특별시 관악구 신사로10길 29,,37.486319200000004,126.9151491,서울특별시 관악구청,서울관악경찰서,Y,2.0,6,2020/05/31,3200000,서울특별시 관악구,0,10,13.6,8.1,20.2,,0,,
2013,20131018,야간,금,1,1,0,0,0,서울,동작구,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로내,중형,보행자,952282.0,1943985.0,126.96018909999998,37.49388741,유치원,현대유치원,서울특별시 관악구 관악로40길 55,,37.49225405,126.9593507,서울특별시 관악구청,서울관악경찰서,Y,1.0,12,2020/05/31,3200000,서울특별시 관악구,0,97,13.6,8.1,20.2,,0,,
2013,20131019,야간,토,1,3,2,0,0,서울,강서구,차량단독,전도전복,전도전복,안전운전 의무 불이행,단일로,기타단일로,중형,0,943353.0,1950658.0,126.8586703,37.55352688,유치원,등촌제일유치원,서울특별시 강서구 화곡로66길 118 (등촌동),,37.555424,126.85933200000001,서울특별시 강서구청,강서경찰서,Y,1.0,6,2020/01/01,3150000,서울특별시 강서구,0,97,14.6,9.8,19.5,,0,,
2013,20131019,주간,토,1,1,0,0,0,서울,영등포구,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로내,대형,보행자,946638.0,1947364.0,126.89609899999999,37.52403386,어린이집,무지개영재어린이집,서울특별시 영등포구 당산로27길 23-2,서울특별시 영등포구 당산동3가 474-2,37.525209000000004,126.8936102,영등포구청,영등포경찰서,Y,1.0,8,2020/06/30,3180000,서울특별시 영등포구,0,7,14.6,9.8,19.5,,0,,
2013,20131019,주간,토,1,1,0,0,0,서울,영등포구,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로내,대형,보행자,946638.0,1947364.0,126.89609899999999,37.52403386,유치원,은하유치원,서울특별시 영등포구 당산로28길 11,서울특별시 영등포구 당산동3가 79,37.5249271,126.89803159999998,영등포구청,영등포경찰서,Y,1.0,7~7.4,2020/06/30,3180000,서울특별시 영등포구,0,9,14.6,9.8,19.5,,0,,
2013,20131019,주간,토,1,1,0,0,0,서울,은평구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,소형,보행자,948044.0,1957241.0,126.9113098,37.61313639,유치원,자인(구산초교 중복),서울특별시 은평구 갈현로 169-7,서울특별시 은평구 갈현로 169-7,37.613278,126.910725,서울특별시 은평구,은평경찰서,Y,1.0,6,2019/07/31,3110000,서울특별시 은평구,0,95,14.6,9.8,19.5,,0,,
2013,20131019,주간,토,1,1,0,0,0,서울,은평구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,소형,보행자,948044.0,1957241.0,126.9113098,37.61313639,유치원,보림유치원,서울특별시 은평구 연서로17길 35-1,서울특별시 은평구 연서로17길 35-1,37.613523,126.9135372,서울특별시 은평구,은평경찰서,Y,1.0,8,2019/07/31,3110000,서울특별시 은평구,0,99,14.6,9.8,19.5,,0,,
2013,20131019,주간,토,1,1,0,0,0,서울,은평구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,소형,보행자,948044.0,1957241.0,126.9113098,37.61313639,유치원,라라유치원,서울특별시 은평구 갈현로 170-1,서울특별시 은평구 갈현로 170-1,37.613139000000004,126.91194579999998,서울특별시 은평구,은평경찰서,Y,1.0,6,2019/07/31,3110000,서울특별시 은평구,0,7,14.6,9.8,19.5,,0,,
2013,20131019,주간,토,1,1,0,0,0,서울,은평구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,소형,보행자,948044.0,1957241.0,126.9113098,37.61313639,초등학교,구산초등,서울특별시 은평구 서오릉로15길 16,서울특별시 은평구 서오릉로15길 16,37.6124476,126.9094685,서울특별시 은평구,은평경찰서,Y,6.0,6,2019/07/31,3110000,서울특별시 은평구,20170929,95,14.6,9.8,19.5,,0,,
2013,20131019,주간,토,1,1,0,0,0,서울,은평구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,소형,보행자,948044.0,1957241.0,126.9113098,37.61313639,어린이집,다우림어린이집,서울특별시 은평구 갈현로19길 16,서울특별시 은평구 갈현로19길 16,37.615538,126.9111987,서울특별시 은평구,은평경찰서,Y,2.0,6,2019/07/31,3110000,서울특별시 은평구,0,9,14.6,9.8,19.5,,0,,
2013,20131021,야간,월,1,1,0,0,0,서울,은평구,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,중형,0,949418.0,1955973.0,126.9269649,37.60178448,초등학교,녹번초등,서울특별시 은평구 녹번로1길 1,서울특별시 은평구 녹번로1길 1,37.604290999999996,126.926111,서울특별시 은평구,서부경찰서,Y,8.0,6,2019/07/31,3110000,서울특별시 은평구,20170622,95,16.2,12.0,22.2,,0,,
2013,20131022,야간,화,1,1,0,0,0,서울,종로구,차대사람,보도통행중,보도통행중,안전운전 의무 불이행,단일로,기타단일로,중형,보행자,956461.0,1952784.0,127.0069406,37.57340182,유치원,봄샘유치원,서울특별시 종로구 율곡로264,서울특별시 종로구 종로6가 210-1,37.573321899999996,127.00660400000001,종로구청,혜화경찰서,Y,2.0,20,2019/01/14,3000000,서울특별시 종로구,0,9,15.9,11.3,21.7,,0,,
2013,20131025,야간,금,1,1,0,0,0,서울,은평구,차대차,정면충돌,정면충돌,중앙선 침범,단일로,기타단일로,불명,중형,948796.0,1954440.0,126.92002600000001,37.58793304,유치원,삼성유치원,서울특별시 서대문구 증가로20나길 12,서울특별시 서대문구 북가좌2동 5-33,37.589126,126.91951499999999,서울특별시 서대문구청,서울특별시 서대문경찰서,Y,1.0,6~7,2019/03/04,3120000,서울특별시 서대문구,0,98,9.3,5.3,14.5,,0,,
2013,20131026,야간,토,1,1,0,0,0,서울,노원구,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,소형,0,961516.0,1963050.0,127.06364409999999,37.66615676,유치원,청원유치원,서울특별시 노원구 한글비석로 470,서울특별시 노원구 상계9동 641,37.664623999999996,127.06595800000001,노원구청,노원경찰서,Y,1.0,20,2020/07/14,3100000,서울특별시 노원구,0,98,10.0,4.3,15.7,,0,,
2013,20131026,야간,토,1,1,0,0,0,서울,노원구,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,소형,0,961516.0,1963050.0,127.06364409999999,37.66615676,초등학교,청원초교,서울특별시 노원구 한글비석로 506,서울특별시 노원구 상계9동 641,37.66525335,127.06253190000001,노원구청,노원경찰서,Y,2.0,20,2020/07/14,3100000,서울특별시 노원구,0,98,10.0,4.3,15.7,,0,,
2013,20131026,야간,토,1,1,0,0,0,서울,노원구,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,소형,0,961516.0,1963050.0,127.06364409999999,37.66615676,초등학교,온곡초교,서울특별시 노원구 한글비석로52길 59,서울특별시 노원구 상계9동 638,37.66754,127.0659114,노원구청,노원경찰서,Y,3.0,10~20,2020/07/14,3100000,서울특별시 노원구,0,98,10.0,4.3,15.7,,0,,
2013,20131026,야간,토,1,2,0,1,0,서울,양천구,차대차,측면직각충돌,측면직각충돌,과속,교차로,교차로부근,중형,중형,942889.0,1946743.0,126.85372199999999,37.51821219,초등학교,남명초교,서울특별시 양천구 중앙로23길 3,서울특별시 양천구 신정3동 653-5,37.51568355,126.85408390000002,서울특별시 양천구청,양천경찰서,Y,10.0,5,2020/06/01,3140000,서울특별시 양천구,0,95,10.0,4.3,15.7,,0,,
2013,20131026,야간,토,1,2,0,1,0,서울,양천구,차대차,측면직각충돌,측면직각충돌,과속,교차로,교차로부근,중형,중형,942889.0,1946743.0,126.85372199999999,37.51821219,어린이집,해바라기어린이집,서울특별시 양천구 목동동로1길 33,서울특별시 양천구 신정1동 310-11,37.51716063,126.856553,서울특별시 양천구청,양천경찰서,Y,1.0,7,2020/06/01,3140000,서울특별시 양천구,0,10,10.0,4.3,15.7,,0,,
2013,20131028,야간,월,1,1,0,0,0,서울,종로구,차대사람,보도통행중,보도통행중,안전운전 의무 불이행,단일로,횡단보도상,대형,보행자,957509.0,1952832.0,127.0188055,37.57388342,어린이집,한빛어린이집,서울특별시 종로구 종로65길 10,서울특별시 종로구 숭인2동 178-167,37.574807,127.019976,종로구청,혜화경찰서,Y,2.0,4~8,2019/01/14,3000000,서울특별시 종로구,0,12,11.6,6.7,16.7,,0,,
2013,20131028,주간,월,1,2,0,1,0,서울,강서구,차대차,기타,기타,신호위반,교차로,교차로부근,소형,대형,944392.0,1950018.0,126.8704812,37.54782184,유치원,동연유치원,서울특별시 양천구 목동중앙북로7길 22,서울특별시 양천구 목3동 602-16,37.548809000000006,126.8677075,서울특별시 양천구청,양천경찰서,Y,3.0,6,2020/06/01,3140000,서울특별시 양천구,0,97,11.6,6.7,16.7,,0,,
2013,20131028,주간,월,1,2,0,1,0,서울,강서구,차대차,기타,기타,신호위반,교차로,교차로부근,소형,대형,944392.0,1950018.0,126.8704812,37.54782184,유치원,신목유치원,서울특별시 양천구 목동중앙북로10길 7-10,서울특별시 양천구 목2동 504-12,37.546331,126.870203,서울특별시 양천구청,양천경찰서,Y,2.0,6,2020/06/01,3140000,서울특별시 양천구,0,97,11.6,6.7,16.7,,0,,
2013,20131101,야간,금,1,19,0,17,1,서울,영등포구,차대차,기타,기타,과속,교차로,교차로부근,대형,중형,946779.0,1943314.0,126.8979878,37.48753872,유치원,영서초병설유치원,서울특별시 구로구 도림로20길 57,,37.48896046,126.89558390000002,서울특별시 구로구청,구로경찰서,Y,,,2019/10/28,3160000,서울특별시 구로구,0,96,14.8,8.6,20.7,,0,,
2013,20131101,야간,금,1,19,0,17,1,서울,영등포구,차대차,기타,기타,과속,교차로,교차로부근,대형,중형,946779.0,1943314.0,126.8979878,37.48753872,초등학교,영서초등학교,서울특별시 구로구 도림로20길 57,,37.48896046,126.89558390000002,서울특별시 구로구청,구로경찰서,Y,,,2019/10/28,3160000,서울특별시 구로구,0,96,14.8,8.6,20.7,,0,,
2013,20131101,야간,금,1,1,0,0,0,서울,성북구,차대사람,길가장자리구역통행중,길가장자리구역통행중,안전운전 의무 불이행,교차로,교차로내,대형,보행자,956666.0,1955317.0,127.0091122,37.59624194,초등학교,우촌초등학교,서울특별시 성북구 성북로4길 52-1,서울특별시 성북구 돈암동 609-1,37.59559424,127.0121206,서울특별시 성북구청,서울특별시 성북경찰서,Y,1.0,8,2020/02/28,3070000,서울특별시 성북구,0,95,14.8,8.6,20.7,,0,,
2013,20131101,야간,금,1,1,0,0,0,서울,성북구,차대사람,길가장자리구역통행중,길가장자리구역통행중,안전운전 의무 불이행,교차로,교차로내,대형,보행자,956666.0,1955317.0,127.0091122,37.59624194,유치원,우촌유치원,서울특별시 성북구 성북로4길 52-1,서울특별시 성북구 돈암동 609,37.59559424,127.0121206,서울특별시 성북구청,서울특별시 성북경찰서,Y,1.0,8,2020/02/28,3070000,서울특별시 성북구,0,95,14.8,8.6,20.7,,0,,
2013,20131106,야간,수,1,1,0,0,0,서울,강동구,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,소형,0,967974.0,1948027.0,127.137525,37.53099759,유치원,둔촌유치원,서울특별시 강동구 풍성로63길 73,서울특별시 강동구 둔촌2동 438,37.531341,127.139706,서울특별시 강동구청,강동경찰서,Y,1.0,6,2019/12/06,3240000,서울특별시 강동구,0,10,12.2,9.0,15.9,1.0,0,,
