,관리기관명,소재지도로명주소,소재지지번주소,설치목적구분,카메라대수,카메라화소수,촬영방면정보,보관일수,설치년월,관리기관전화번호,위도,경도,데이터기준일자,제공기관코드,제공기관명
14111,서울특별시 양천구청,서울특별시 양천구 은행정로7길 39,서울특별시 양천구 신정동 976-5,생활방범,3,200.0,360도 전방,30.0,200912,02-2620-4793,37.521857000000004,126.855268,2019-11-20,3140000,서울특별시 양천구
14112,서울특별시 양천구청,서울특별시 양천구 중앙로46길 57,서울특별시 양천구 신정동 957-16,생활방범,3,200.0,360도 전방,30.0,200912,02-2620-4793,37.522894,126.858471,2019-11-20,3140000,서울특별시 양천구
14113,서울특별시 양천구청,서울특별시 양천구 목동동로 100,서울특별시 양천구 신정동 1325동 앞 도로변,생활방범,1,200.0,360도 전방,30.0,200812,02-2620-4793,37.514632,126.86583600000002,2019-11-20,3140000,서울특별시 양천구
14114,서울특별시 양천구청,서울특별시 양천구 목동서로 367,서울특별시 양천구 신정동 322,생활방범,1,200.0,360도 전방,30.0,200812,02-2620-4793,37.516439,126.86334599999999,2019-11-20,3140000,서울특별시 양천구
14115,서울특별시 양천구청,서울특별시 양천구 목동남로87,"서울특별시 양천구 신정동 166-21, 우세산업 뒤(은정초교)",생활방범,1,200.0,360도 전방,30.0,200812,02-2620-4793,37.511196999999996,126.868232,2019-11-20,3140000,서울특별시 양천구
14117,서울특별시 양천구청,서울특별시 양천구 신목로5길 23-2,서울특별시 양천구 신정동 282-1,생활방범,1,200.0,360도 전방,30.0,200812,02-2620-4793,37.517109999999995,126.871672,2019-11-20,3140000,서울특별시 양천구
14119,서울특별시 양천구청,서울특별시 양천구 중앙로47길 52-2,서울특별시 양천구 신정동 1220-5,생활방범,4,130.0,360도 전방,30.0,201212,02-2620-4793,37.517236,126.8492,2019-11-20,3140000,서울특별시 양천구
14121,서울특별시 양천구청,서울특별시 양천구 신목로6길 6,서울특별시 양천구 신정동 128-90,생활방범,4,130.0,360도 전방,30.0,201212,02-2620-4793,37.519385,126.873791,2019-11-20,3140000,서울특별시 양천구
14122,서울특별시 양천구청,서울특별시 양천구 목동서로 391,서울특별시 양천구 신정동 324-2,생활방범,5,130.0,360도 전방,30.0,201112,02-2620-4793,37.515514,126.860571,2019-11-20,3140000,서울특별시 양천구
14124,서울특별시 양천구청,서울특별시 양천구 신정중앙로15길 5,서울특별시 양천구 신정동 873-16,생활방범,4,130.0,360도 전방,30.0,201112,02-2620-4793,37.527927000000005,126.85566299999999,2019-11-20,3140000,서울특별시 양천구
14126,서울특별시 양천구청,서울특별시 양천구 은행정로18길 9,서울특별시 양천구 신정동 905-6,생활방범,5,130.0,360도 전방,30.0,201112,02-2620-4793,37.526371000000005,126.859946,2019-11-20,3140000,서울특별시 양천구
14127,서울특별시 양천구청,서울특별시 양천구 오목로37길 21,서울특별시 양천구 신정동 919-9,생활방범,5,130.0,360도 전방,30.0,201112,02-2620-4793,37.526981,126.855841,2019-11-20,3140000,서울특별시 양천구
14128,서울특별시 양천구청,서울특별시 양천구 오목로29길 5,서울특별시 양천구 신정동 928-27,생활방범,4,130.0,360도 전방,30.0,201112,02-2620-4793,37.525166,126.853324,2019-11-20,3140000,서울특별시 양천구
14129,서울특별시 양천구청,서울특별시 양천구 오목로34길 9,서울특별시 양천구 신정동 950-20,생활방범,5,130.0,360도 전방,30.0,201112,02-2620-4793,37.524063,126.85576599999999,2019-11-20,3140000,서울특별시 양천구
14130,서울특별시 양천구청,서울특별시 양천구 오목로32길 8-1,서울특별시 양천구 신정동 946-16,생활방범,4,130.0,360도 전방,30.0,201112,02-2620-4793,37.523978,126.85466699999999,2019-11-20,3140000,서울특별시 양천구
14131,서울특별시 양천구청,서울특별시 양천구 신목로4길 21,서울특별시 양천구 신정동 120-24,생활방범,5,130.0,360도 전방,30.0,201112,02-2620-4793,37.51992,126.875548,2019-11-20,3140000,서울특별시 양천구
14132,서울특별시 양천구청,서울특별시 양천구 신목로14길 17,서울특별시 양천구 신정동 119-71,생활방범,4,130.0,360도 전방,30.0,201112,02-2620-4793,37.521159999999995,126.875794,2019-11-20,3140000,서울특별시 양천구
14133,서울특별시 양천구청,서울특별시 양천구 신월로36길 5,서울특별시 양천구 신정동 1025-1,생활방범,5,130.0,360도 전방,30.0,201112,02-2620-4793,37.521088,126.85846599999999,2019-11-20,3140000,서울특별시 양천구
14134,서울특별시 양천구청,서울특별시 양천구 중앙로 226-3,서울특별시 양천구 신정동 1052-9,생활방범,3,130.0,360도 전방,30.0,201112,02-2620-4793,37.517026,126.85483700000002,2019-11-20,3140000,서울특별시 양천구
14135,서울특별시 양천구청,서울특별시 양천구 중앙로 222-7,서울특별시 양천구 신정동 1052-22,생활방범,4,130.0,360도 전방,30.0,201112,02-2620-4793,37.516684999999995,126.855097,2019-11-20,3140000,서울특별시 양천구
14136,서울특별시 양천구청,서울특별시 양천구 목동남로4길 56-32,서울특별시 양천구 신정동 337-13,생활방범,3,130.0,360도 전방,30.0,201012,02-2620-4793,37.508204,126.86815700000001,2019-11-20,3140000,서울특별시 양천구
14137,서울특별시 양천구청,서울특별시 양천구 목동서로 280,서울특별시 양천구 신정동 809동 앞,생활방범,3,130.0,360도 전방,30.0,201012,02-2620-4793,37.521661,126.867653,2019-11-20,3140000,서울특별시 양천구
14139,서울특별시 양천구청,서울특별시 양천구 중앙로48길 55,서울특별시 양천구 신정동 951-12,생활방범,4,130.0,360도 전방,30.0,201012,02-2620-4793,37.524373,126.857552,2019-11-20,3140000,서울특별시 양천구
14140,서울특별시 양천구청,서울특별시 양천구 은행정로17길 55,서울특별시 양천구 신정동 931-1,생활방범,3,130.0,360도 전방,30.0,201012,02-2620-4793,37.52728,126.85275800000001,2019-11-20,3140000,서울특별시 양천구
14141,서울특별시 양천구청,서울특별시 양천구 신정중앙로12길 4,서울특별시 양천구 신정동 926-6,생활방범,4,130.0,360도 전방,30.0,201012,02-2620-4793,37.527192,126.85436899999999,2019-11-20,3140000,서울특별시 양천구
14142,서울특별시 양천구청,서울특별시 양천구 오목로37길 6,서울특별시 양천구 신정동 915-23,생활방범,4,130.0,360도 전방,30.0,201012,02-2620-4793,37.525647,126.85641100000001,2019-11-20,3140000,서울특별시 양천구
14143,서울특별시 양천구청,서울특별시 양천구 은행정로 73,서울특별시 양천구 신정동 909-14,생활방범,5,130.0,360도 전방,30.0,201012,02-2620-4793,37.526236,126.858791,2019-11-20,3140000,서울특별시 양천구
14145,서울특별시 양천구청,서울특별시 양천구 중앙로25길 48,서울특별시 양천구 신정동 1157-7,생활방범,3,130.0,360도 전방,30.0,201012,02-2620-4793,37.515402,126.848941,2019-11-20,3140000,서울특별시 양천구
14146,서울특별시 양천구청,서울특별시 양천구 신목로 66-4,서울특별시 양천구 신정동 89-81,생활방범,4,130.0,360도 전방,30.0,201012,02-2620-4793,37.520657,126.873676,2019-11-20,3140000,서울특별시 양천구
14147,서울특별시 양천구청,서울특별시 양천구 신목로14길 24-1,서울특별시 양천구 신정동 120-6,생활방범,4,130.0,360도 전방,30.0,201012,02-2620-4793,37.520641999999995,126.876058,2019-11-20,3140000,서울특별시 양천구
14149,서울특별시 양천구청,서울특별시 양천구 중앙로36길 28-1,서울특별시 양천구 신정동 1049-35,생활방범,4,130.0,360도 전방,30.0,201012,02-2620-4793,37.519514,126.857126,2019-11-20,3140000,서울특별시 양천구
14150,서울특별시 양천구청,서울특별시 양천구 중앙로34길 17,서울특별시 양천구 신정동 1032-4,생활방범,3,130.0,360도 전방,30.0,201012,02-2620-4793,37.519624,126.85371599999999,2019-11-20,3140000,서울특별시 양천구
14151,서울특별시 양천구청,서울특별시 양천구 중앙로34길 25-1,서울특별시 양천구 신정동 1031-22,생활방범,3,130.0,360도 전방,30.0,201012,02-2620-4793,37.520398,126.853572,2019-11-20,3140000,서울특별시 양천구
14156,양주시청,경기도 양주시 평화로 919,경기도 양주시 남방동 94-1,생활방범,5,200.0,양주역 2번출구,30.0,201401,031-8082-4502,37.77365562,127.04478909999999,2019-11-05,5590000,경기도 양주시
14157,양주시청,경기도 양주시 평화로1429번길 57,경기도 양주시 덕계동 668,생활방범,4,200.0,대원연립 앞,30.0,201401,031-8082-4502,37.82083026,127.04385900000001,2019-11-05,5590000,경기도 양주시
14162,양주시청,경기도 양주시 광적면 부흥로 793,경기도 양주시 광적면 가납리 684-4,어린이보호,3,200.0,가납초교 후문,30.0,201301,031-8082-4502,37.8194461377,126.983118178,2019-11-05,5590000,경기도 양주시
14168,양주시청,경기도 양주시 회정로 156,경기도 양주시 고암동 121,어린이보호,2,200.0,칠봉초교 정문 앞,30.0,201301,031-8082-4502,37.83808694,127.07033440000001,2019-11-05,5590000,경기도 양주시
14169,양주시청,경기도 양주시 백석읍 월암로170번길 107,경기도 양주시 백석읍 연곡리 13-3,어린이보호,4,200.0,연곡초 정문 앞,30.0,201301,031-8082-4502,37.80707641,126.9618178,2019-11-05,5590000,경기도 양주시
14170,양주시청,경기도 양주시 부흥로 1989,경기도 양주시 고읍동 80-2,어린이보호,5,200.0,덕현초교 정문 앞,30.0,201301,031-8082-4502,37.79963817,127.08083490000001,2019-11-05,5590000,경기도 양주시
14173,양주시청,경기도 양주시 장흥면 호국로 499,경기도 양주시 장흥면 교현리 119,어린이보호,2,200.0,송추초교 정문 앞,30.0,201301,031-8082-4502,37.71577493,126.9702304,2019-11-05,5590000,경기도 양주시
14175,양주시청,경기도 양주시 삼숭로38번길 112,경기도 양주시 삼숭동 679-2,어린이보호,3,200.0,삼숭중 앞,30.0,201301,031-8082-4502,37.79671153,127.10819040000001,2019-11-05,5590000,경기도 양주시
14179,양주시청,경기도 양주시 고읍로 17,경기도 양주시 고읍동 443,어린이보호,4,200.0,예일유치원 부근,30.0,201301,031-8082-4502,37.801015,127.0790219,2019-11-05,5590000,경기도 양주시
14182,양주시청,경기도 양주시 백석읍 꿈나무로 199,경기도 양주시 백석읍 복지리 223-8,어린이보호,4,200.0,꿈나무도서관(백석고)부근,30.0,201301,031-8082-4502,37.79236743,126.98727509999999,2019-11-05,5590000,경기도 양주시
14185,양주시청,경기도 양주시 고암길 320,경기도 양주시 덕정동 208-13,어린이보호,5,200.0,고암초교 동문,30.0,201301,031-8082-4502,37.83542873,127.06793259999999,2019-11-05,5590000,경기도 양주시
14188,양주시청,경기도 양주시 고암길 270,경기도 양주시 고암동 121-7,어린이보호,2,200.0,사랑유치원 앞,30.0,201301,031-8082-4502,37.8349279,127.07085490000001,2019-11-05,5590000,경기도 양주시
14195,양주시청,경기도 양주시 남면 개나리6길 22,경기도 양주시 남면 신산리 285-323,어린이보호,4,200.0,남면초교 후문 부근,30.0,201301,031-8082-4502,37.89487595,126.97497890000001,2019-11-05,5590000,경기도 양주시
14196,양주시청,경기도 양주시 광적면 화합로248번길 18,경기도 양주시 광적면 덕도리 755,어린이보호,3,200.0,효촌초교 정문 앞,30.0,201301,031-8082-4502,37.85812862,126.963346,2019-11-05,5590000,경기도 양주시
14205,양주시청,경기도 양주시 백석읍 양주산성로 625-3,경기도 양주시 백석읍 복지리 288-1,어린이보호,3,200.0,아이꿈사랑어린이집 앞,30.0,201301,031-8082-4502,37.78564241,126.985192,2019-11-05,5590000,경기도 양주시
14208,양주시청,경기도 양주시 백석읍 중앙로93번길 70-21,경기도 양주시 백석읍 방성리 618-2,어린이보호,4,200.0,도둔초등학교 후문,30.0,201301,031-8082-4502,37.79148878,127.0003906,2019-11-05,5590000,경기도 양주시
14210,양주시청,경기도 양주시 고암길 73,경기도 양주시 고암동 122-1,어린이보호,5,200.0,회천초교 후문,30.0,201301,031-8082-4502,37.83265642,127.06961129999999,2019-11-05,5590000,경기도 양주시
14212,서울특별시 양천구청,서울특별시 양천구 신목로2길 47-9,서울특별시 양천구 신정동 119-25,생활방범,2,200.0,120도,30.0,201512,02-2620-4793,37.522026000000004,126.87648700000001,2019-11-20,3140000,서울특별시 양천구
14213,서울특별시 양천구청,서울특별시 양천구 중앙로32길 17,서울특별시 양천구 신정동 311-11,생활방범,1,200.0,120도,30.0,201512,02-2620-4793,37.518895,126.85563400000001,2019-11-20,3140000,서울특별시 양천구
14214,서울특별시 양천구청,서울특별시 양천구 은행정로20길 5-7,서울특별시 양천구 신정동 881-11,생활방범,2,200.0,120도,30.0,201412,02-2620-4793,37.528597999999995,126.859017,2019-11-20,3140000,서울특별시 양천구
14215,서울특별시 양천구청,서울특별시 양천구 오목로32길 17-5,서울특별시 양천구 신정동 963-27,생활방범,2,200.0,120도,30.0,201412,02-2620-4793,37.523179,126.855593,2019-11-20,3140000,서울특별시 양천구
14216,서울특별시 양천구청,서울특별시 양천구 은행정로19가길 14-1,서울특별시 양천구 신정동 875-19,생활방범,1,200.0,120도,30.0,201412,02-2620-4793,37.528335,126.856944,2019-11-20,3140000,서울특별시 양천구
14217,서울특별시 양천구청,서울특별시 양천구 남부순환로 698,서울특별시 양천구 신정동 739-13 공원안쪽,생활방범,1,200.0,120도,30.0,201512,02-2620-4793,37.506923,126.84357299999999,2019-11-20,3140000,서울특별시 양천구
14218,서울특별시 양천구청,서울특별시 양천구 남부순환로 698,서울특별시 양천구 신정동 739-13,생활방범,1,200.0,120도,30.0,201412,02-2620-4793,37.506923,126.843572,2019-11-20,3140000,서울특별시 양천구
14219,서울특별시 양천구청,서울특별시 양천구 중앙로45길 38,서울특별시 양천구 신정동 1193-19,생활방범,1,200.0,120도,30.0,201412,02-2620-4793,37.521808,126.84882900000001,2019-11-20,3140000,서울특별시 양천구
14220,서울특별시 양천구청,서울특별시 양천구 은행정로6길 24,서울특별시 양천구 신정동 1016-9,생활방범,1,200.0,120도,30.0,201412,02-2620-4793,37.521469,126.86222099999999,2019-11-20,3140000,서울특별시 양천구
14221,서울특별시 양천구청,서울특별시 양천구 신목로5길 23-18,서울특별시 양천구 신정동 282-27,생활방범,3,200.0,360도 전방,30.0,201812,02-2620-4793,37.516459999999995,126.87232,2019-11-20,3140000,서울특별시 양천구
14224,서울특별시 양천구청,서울특별시 양천구 목동로25길 5,서울특별시 양천구 신정동 890-16,생활방범,5,200.0,360도 전방,30.0,201612,02-2620-4793,37.527587,126.86328400000001,2019-11-20,3140000,서울특별시 양천구
14225,서울특별시 양천구청,서울특별시 양천구 오목로24길 21,서울특별시 양천구 신정동 969-1,생활방범,4,200.0,360도 전방,30.0,201612,02-2620-4793,37.522442,126.85265600000001,2019-11-20,3140000,서울특별시 양천구
14226,서울특별시 양천구청,서울특별시 양천구 목동남로2길 60-34,서울특별시 양천구 신정동 197-2,생활방범,1,200.0,360도 전방,30.0,201412,02-2620-4793,37.506747999999995,126.862907,2019-11-20,3140000,서울특별시 양천구
14227,서울특별시 양천구청,서울특별시 양천구 오목로42길 6,서울특별시 양천구 신정동 986-11,생활방범,4,200.0,360도 전방,30.0,201412,02-2620-4793,37.524974,126.86013200000001,2019-11-20,3140000,서울특별시 양천구
14228,서울특별시 양천구청,서울특별시 양천구 은행정로19길 13,서울특별시 양천구 신정동 877-7,생활방범,4,200.0,360도 전방,30.0,201412,02-2620-4793,37.527612,126.857229,2019-11-20,3140000,서울특별시 양천구
14229,서울특별시 양천구청,서울특별시 양천구 중앙로47길 39,서울특별시 양천구 신정동 1161-1,생활방범,4,200.0,360도 전방,30.0,201412,02-2620-4793,37.518096,126.849602,2019-11-20,3140000,서울특별시 양천구
14230,서울특별시 양천구청,서울특별시 양천구 목동동로10길 12,서울특별시 양천구 신정동 294-18,생활방범,4,200.0,360도 전방,30.0,201412,02-2620-4793,37.518701,126.87108400000001,2019-11-20,3140000,서울특별시 양천구
14231,서울특별시 양천구청,서울특별시 양천구 은행정로4길 23,서울특별시 양천구 신정동 1016-10,생활방범,5,200.0,360도 전방,30.0,201412,02-2620-4793,37.521294,126.86223600000001,2019-11-20,3140000,서울특별시 양천구
14232,서울특별시 양천구청,서울특별시 양천구 목동남로 68,서울특별시 양천구 신정동 210-4,생활방범,2,200.0,360도 전방,30.0,201312,02-2620-4793,37.50965,126.86661000000001,2019-11-20,3140000,서울특별시 양천구
14234,서울특별시 양천구청,서울특별시 양천구 목동서로 301-5,서울특별시 양천구 신정동 319-20,생활방범,3,200.0,360도 전방,30.0,201312,02-2620-4793,37.52013,126.86944,2019-11-20,3140000,서울특별시 양천구
14236,서울특별시 양천구청,서울특별시 양천구 중앙로46길 11,서울특별시 양천구 신정동 969-11,생활방범,4,200.0,360도 전방,30.0,201312,02-2620-4793,37.522236,126.85338200000001,2019-11-20,3140000,서울특별시 양천구
14237,서울특별시 양천구청,서울특별시 양천구 중앙로46길 22,서울특별시 양천구 신정동 974-23,생활방범,4,200.0,360도 전방,30.0,201312,02-2620-4793,37.52217,126.85453000000001,2019-11-20,3140000,서울특별시 양천구
14238,서울특별시 양천구청,서울특별시 양천구 신정로13길 11,서울특별시 양천구 신정동 1290-3,생활방범,3,200.0,360도 전방,30.0,201312,02-2620-4793,37.510360999999996,126.84315,2019-11-20,3140000,서울특별시 양천구
14240,서울특별시 양천구청,서울특별시 양천구 신목로2길 7,서울특별시 양천구 신정동 130-1,생활방범,4,200.0,360도 전방,30.0,201312,02-2620-4793,37.51845,126.87596,2019-11-20,3140000,서울특별시 양천구
14243,서울특별시 양천구청,서울특별시 양천구 신정중앙로14길 8-1,서울특별시 양천구 신정동 924-9,생활방범,5,130.0,360도 전방,30.0,201212,02-2620-4793,37.526383,126.854647,2019-11-20,3140000,서울특별시 양천구
14244,서울특별시 양천구청,서울특별시 양천구 오목로23길 8,서울특별시 양천구 신정동 940-4,생활방범,3,130.0,360도 전방,30.0,201212,02-2620-4793,37.524953000000004,126.85130900000001,2019-11-20,3140000,서울특별시 양천구
14245,서울특별시 양천구청,서울특별시 양천구 오목로 236,서울특별시 양천구 신정동 994-1,생활방범,4,130.0,360도 전방,30.0,201212,02-2620-4793,37.525834,126.863671,2019-11-20,3140000,서울특별시 양천구
14247,서울특별시 양천구청,서울특별시 양천구 목동로 31,"서울특별시 양천구 신정동 330-10, 갈산초교 정문 앞",어린이보호,3,200.0,360도 전방,30.0,201012,02-2620-4793,37.511835,126.869978,2019-11-20,3140000,서울특별시 양천구
14249,서울특별시 양천구청,서울특별시 양천구 오목로46길 9,서울특별시 양천구 신정동 990-1,어린이보호,4,200.0,360도 전방,30.0,201012,02-2620-4793,37.524875,126.861906,2019-11-20,3140000,서울특별시 양천구
14250,서울특별시 양천구청,서울특별시 양천구 목동로19길 33,서울특별시 양천구 신정동 1000-11,어린이보호,4,200.0,360도 전방,30.0,201012,02-2620-4793,37.524591,126.860824,2019-11-20,3140000,서울특별시 양천구
14251,서울특별시 양천구청,서울특별시 양천구 오목로50길 33,서울특별시 양천구 신정동 1007-3,어린이보호,3,200.0,360도 전방,30.0,201012,02-2620-4793,37.523076,126.864622,2019-11-20,3140000,서울특별시 양천구
14253,서울특별시 양천구청,서울특별시 양천구 중앙로52길 12-1,서울특별시 양천구 신정동 940-12,어린이보호,3,200.0,360도 전방,30.0,201012,02-2620-4793,37.525471,126.85162199999999,2019-11-20,3140000,서울특별시 양천구
14255,서울특별시 양천구청,서울특별시 양천구 신정로 300,"서울특별시 양천구 신정동 1273, 신정현대5차 501동 앞 사거리",어린이보호,1,130.0,360도 전방,30.0,201012,02-2620-4793,37.512178000000006,126.854616,2019-11-20,3140000,서울특별시 양천구
14256,서울특별시 양천구청,서울특별시 양천구 신정로 293,"서울특별시 양천구 신정동 1259, 신목동1단지 103동 앞 사거리",어린이보호,1,130.0,360도 전방,30.0,201012,02-2620-4793,37.513815,126.854201,2019-11-20,3140000,서울특별시 양천구
14258,서울특별시 양천구청,서울특별시 양천구 목동남로4길 43-9,서울특별시 양천구 신정동 208-31,생활방범,2,200.0,120도,30.0,201612,02-2620-4793,37.509195,126.866428,2019-11-20,3140000,서울특별시 양천구
14259,서울특별시 양천구청,서울특별시 양천구 목동로29길 15,서울특별시 양천구 신정동 894-13,생활방범,3,200.0,120도,30.0,201612,02-2620-4793,37.528736,126.861644,2019-11-20,3140000,서울특별시 양천구
14260,서울특별시 양천구청,서울특별시 양천구 오목로40길 16-1,서울특별시 양천구 신정동 960-14,생활방범,3,200.0,120도,30.0,201612,02-2620-4793,37.523165000000006,126.8576,2019-11-20,3140000,서울특별시 양천구
14261,서울특별시 양천구청,서울특별시 양천구 목동로21길 7,서울특별시 양천구 신정동 990-16,생활방범,4,200.0,120도,30.0,201612,02-2620-4793,37.525135,126.862742,2019-11-20,3140000,서울특별시 양천구
14262,서울특별시 양천구청,서울특별시 양천구 은행정로 57,서울특별시 양천구 신정동 954-12,생활방범,4,200.0,120도,30.0,201612,02-2620-4793,37.524826000000004,126.858953,2019-11-20,3140000,서울특별시 양천구
14263,서울특별시 양천구청,서울특별시 양천구 목동로29길 1,서울특별시 양천구 신정동 896-7,생활방범,3,200.0,120도,30.0,201612,02-2620-4793,37.528889,126.863196,2019-11-20,3140000,서울특별시 양천구
14264,서울특별시 양천구청,서울특별시 양천구 오목로30길 6,서울특별시 양천구 신정동 945-6,생활방범,2,200.0,120도,30.0,201612,02-2620-4793,37.524004,126.85318999999998,2019-11-20,3140000,서울특별시 양천구
14266,서울특별시 양천구청,서울특별시 양천구 중앙로45길 31-16,서울특별시 양천구 신정동 1197-8,생활방범,1,200.0,120도,30.0,201612,02-2620-4793,37.521421999999994,126.848808,2019-11-20,3140000,서울특별시 양천구
14267,서울특별시 양천구청,서울특별시 양천구 중앙로29길 42-16,서울특별시 양천구 신정동 1159-2,생활방범,2,200.0,120도,30.0,201612,02-2620-4793,37.516698999999996,126.8495,2019-11-20,3140000,서울특별시 양천구
14268,서울특별시 양천구청,서울특별시 양천구 신월로38길 10,서울특별시 양천구 신정동 1019-19,생활방범,4,200.0,120도,30.0,201612,02-2620-4793,37.521101,126.861065,2019-11-20,3140000,서울특별시 양천구
14269,서울특별시 양천구청,서울특별시 양천구 신목로2길 25,서울특별시 양천구 신정동 127-80,생활방범,2,200.0,120도,30.0,201612,02-2620-4793,37.520067,126.87646299999999,2019-11-20,3140000,서울특별시 양천구
14271,서울특별시 양천구청,서울특별시 양천구 신정중앙로17길 15,서울특별시 양천구 신정동 882-11,생활방범,2,200.0,120도,30.0,201512,02-2620-4793,37.528265000000005,126.85992900000001,2019-11-20,3140000,서울특별시 양천구
14272,서울특별시 양천구청,서울특별시 양천구 은행정로7길 14,서울특별시 양천구 신정동 979-34,생활방범,3,200.0,120도,30.0,201512,02-2620-4793,37.522362,126.857975,2019-11-20,3140000,서울특별시 양천구
14273,서울특별시 양천구청,서울특별시 양천구 중앙로52길 40-5,서울특별시 양천구 신정동 923-35,생활방범,2,200.0,120도,30.0,201512,02-2620-4793,37.525441,126.854827,2019-11-20,3140000,서울특별시 양천구
14274,서울특별시 양천구청,서울특별시 양천구 중앙로 52길 24-12,서울특별시 양천구 신정동 928-11,생활방범,2,200.0,120도,30.0,201512,02-2620-4793,37.524893,126.853021,2019-11-20,3140000,서울특별시 양천구
14275,서울특별시 양천구청,서울특별시 양천구 은행정로15길 10,서울특별시 양천구 신정동 909-24,생활방범,2,200.0,120도,30.0,201512,02-2620-4793,37.525890999999994,126.858048,2019-11-20,3140000,서울특별시 양천구
14276,서울특별시 양천구청,서울특별시 양천구 남부순환로88길 5-16,서울특별시 양천구 신정동 754-5,생활방범,2,200.0,120도,30.0,201512,02-2620-4793,37.51036,126.841315,2019-11-20,3140000,서울특별시 양천구
14278,서울특별시 양천구청,서울특별시 양천구 남부순환로 700,서울특별시 양천구 신정동 739-15,생활방범,2,200.0,120도,30.0,201512,02-2620-4793,37.5067,126.843668,2019-11-20,3140000,서울특별시 양천구
14280,서울특별시 양천구청,서울특별시 양천구 목동동로 100,"서울특별시 양천구 신정동 328, 목동13단지 1332동 삼거리",어린이보호,4,200.0,360도 전방,30.0,201712,02-2620-4793,37.514632,126.86583600000002,2019-11-20,3140000,서울특별시 양천구
14281,서울특별시 양천구청,서울특별시 양천구 목동동로 156,서울특별시 양천구 신정동 329-8,어린이보호,3,130.0,360도 전방,30.0,201112,02-2620-4793,37.519411,126.870645,2019-11-20,3140000,서울특별시 양천구
14282,서울특별시 양천구청,서울특별시 양천구 신정로11길 63,"서울특별시 양천구 신정동 1283, 푸른마을305동",어린이보호,5,200.0,360도 전방,30.0,201612,02-2620-4793,37.511361,126.83691699999999,2019-11-20,3140000,서울특별시 양천구
14283,서울특별시 양천구청,서울특별시 양천구 신목로 79,서울특별시 양천구 신정동 86-27,어린이보호,4,200.0,360도 전방,30.0,201612,02-2620-4793,37.521997,126.873947,2019-11-20,3140000,서울특별시 양천구
14284,서울특별시 양천구청,서울특별시 양천구 신정로 213,"서울특별시 양천구 신정동 739-21, 금옥중학교 육교",어린이보호,5,200.0,360도 전방,30.0,201612,02-2620-4793,37.510622,126.84426100000002,2019-11-20,3140000,서울특별시 양천구
14285,서울특별시 양천구청,서울특별시 양천구 신월로 371,서울특별시 양천구 신정동 1010-15,어린이보호,5,200.0,360도 전방,30.0,201612,02-2620-4793,37.522358000000004,126.862229,2019-11-20,3140000,서울특별시 양천구
14286,서울특별시 양천구청,서울특별시 양천구 신정로 300,"서울특별시 양천구 신정동 1273, 현대501동 놀이터",어린이보호,5,200.0,360도 전방,30.0,201612,02-2620-4793,37.512178000000006,126.854616,2019-11-20,3140000,서울특별시 양천구
14287,서울특별시 양천구청,서울특별시 양천구 신정로7길 81-4,"서울특별시 양천구 신정동 1319-3, 신정유치원",어린이보호,5,200.0,360도 전방,30.0,201612,02-2620-4793,37.512927000000005,126.83878999999999,2019-11-20,3140000,서울특별시 양천구
14288,서울특별시 양천구청,서울특별시 양천구 신목로 50,"서울특별시 양천구 신정동 296-93, 사거리",어린이보호,5,200.0,360도 전방,30.0,201612,02-2620-4793,37.519684999999996,126.87278,2019-11-20,3140000,서울특별시 양천구
14289,서울특별시 양천구청,서울특별시 양천구 목동남로 72,서울특별시 양천구 신정동 212-1,어린이보호,3,200.0,360도 전방,30.0,201512,02-2620-4793,37.509831,126.867019,2019-11-20,3140000,서울특별시 양천구
14290,서울특별시 양천구청,서울특별시 양천구 목동동로 130,"서울특별시 양천구 신정동 329, A상가 삼거리",어린이보호,3,200.0,360도 전방,30.0,201512,02-2620-4793,37.514998999999996,126.87253999999999,2019-11-20,3140000,서울특별시 양천구
14292,서울특별시 양천구청,서울특별시 양천구 지양로11길 16-16,"서울특별시 양천구 신월동 936, 양지근린공원",기타,2,200.0,360도 전방,30.0,201312,02-2620-4793,37.52178,126.83075,2019-11-20,3140000,서울특별시 양천구
14293,서울특별시 양천구청,서울특별시 양천구 지양로7길 27-5,"서울특별시 양천구 신월동 956, 한울근린공원",기타,2,200.0,360도 전방,30.0,201312,02-2620-4793,37.51982,126.83226,2019-11-20,3140000,서울특별시 양천구
14296,서울특별시 양천구청,서울특별시 양천구 가로공원로56길 30,"서울특별시 양천구 신월동 156, 남부어린이공원",기타,2,200.0,360도 전방,30.0,201312,02-2620-4793,37.53484,126.82596000000001,2019-11-20,3140000,서울특별시 양천구
14297,서울특별시 양천구청,서울특별시 양천구 곰달래로3길 13,"서울특별시 양천구 신월동 129-6, 복합문화공원(마을마당)",기타,2,200.0,360도 전방,30.0,201312,02-2620-4793,37.53054,126.83328999999999,2019-11-20,3140000,서울특별시 양천구
14300,서울특별시 양천구청,"서울특별시 양천구 목동중앙북로24길 1-31, 목동근린공원","서울특별시 양천구 목동 517-21, 놀이터",기타,1,200.0,120도,30.0,201312,02-2620-4793,37.54616,126.87973999999998,2019-11-20,3140000,서울특별시 양천구
14301,서울특별시 양천구청,"서울특별시 양천구 목동서로 159-2, 오목근린공원",서울특별시 양천구 목동 921,기타,3,200.0,360도 전방,30.0,201312,02-2620-4793,37.52751,126.87361000000001,2019-11-20,3140000,서울특별시 양천구
