발생년,발생년월일,주야,요일,사망자수,사상자수,중상자수,경상자수,부상신고자,발생지시도,발생지시군,사고유형_,사고유형__1,사고유형,법규위반,도로형태_,도로형태,가해자_당,피해자_당,발생위치X_,발생위치Y_,경도,위도,field_1,관리기관명,소재지도로,소재지지번,설치목적구,카메라대수,카메라화소,촬영방면정,보관일수,설치년월,관리기관전,위도_2,경도_2,데이터기준,제공기관코,제공기관명,시설종류,대상시설명,소재지도_1,소재지지_1,위도_2_2,경도_2_2,관리기관_1,관할경찰서,CCTV설치여,CCTV설치대,보호구역도,데이터기_1,제공기관_1,제공기관_2,옐로카펫_,보호구역_,옐로카펫_설치유무,평균기온(℃),최저기온(℃),최고기온(℃),강수량(mm)
2017,20170120,주간,금,1,2,1,0,0,서울,광진구,차대차,측면충돌,측면충돌,중앙선 침범,단일로,기타단일로,승용차,이륜차,962129.0,1950299.0,127.0712547,37.55125436,47172,서울특별시 성동구청,서울특별시 성동구 송정12가길 50,서울특별시 성동구 송정동 73-898,생활방범,3,300.0,360도 전방면,30.0,201311,02-2286-5879,37.551853,127.06739,2020/06/08,3030000,서울특별시 성동구,유치원,동심유치원,서울특별시 광진구 군자로12길 46 (군자동 일성아파트단지내),서울특별시 광진구 군자동 99,37.55132,127.070383,서울특별시청,광진경찰서,Y,1.0,,2019/02/20,3040000,서울특별시 광진구,0,10,0,-4.4,-7.8,-1.4,4.0
2017,20170202,주간,목,1,1,0,0,0,서울,양천구,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,없음,944651.0,1947090.0,126.8736338,37.52144716,13042,서울특별시 양천구청,서울특별시 양천구 오목로54길 8-7,서울특별시 양천구 목동 405-72,생활방범,5,130.0,360도 전방,30.0,201112,02-2620-4793,37.523845,126.8727,2019/11/20,3140000,서울특별시 양천구,초등학교,목동초교,서울특별시 양천구 목동동로12길 12,서울특별시 양천구 신정2동 86-2,37.52280796,126.8721597,서울특별시 양천구청,양천경찰서,Y,5.0,5,2020/06/01,3140000,서울특별시 양천구,0,8,0,-2.7,-9.2,3.3,
2017,20170203,야간,금,1,1,0,0,0,서울,양천구,차량단독,전도,전도,안전운전 의무 불이행,단일로,기타단일로,이륜차,없음,944521.0,1948172.0,126.872081,37.5311915,13061,서울특별시 양천구청,서울특별시 양천구 목동중앙서로11길 11,서울특별시 양천구 목동 774-12,생활방범,3,200.0,360도 전방,30.0,201012,02-2620-4793,37.533461,126.86877700000002,2019/11/20,3140000,서울특별시 양천구,어린이집,목동어린이집,서울특별시 양천구 목동서로8길 32,서울특별시 양천구 목5동 903-3,37.5329094,126.8716045,서울특별시 양천구청,양천경찰서,Y,1.0,6,2020/06/01,3140000,서울특별시 양천구,0,8,0,1.5,-2.3,6.7,
2017,20170205,야간,일,1,2,1,0,0,서울,노원구,차량단독,전도,전도,안전운전 의무 불이행,단일로,기타단일로,승용차,없음,960334.0,1963973.0,127.050192,37.67442554,14368,서울특별시 노원구청,서울특별시 노원구 동일로241나길11,서울특별시 노원구 상계동 1113-36,생활방범,1,200.0,회전,30.0,201512,02-2116-4917,37.67702931,127.0541971,2019/04/08,3100000,서울특별시 노원구,어린이집,노원어린이집,서울특별시 노원구 동일로239다길 23,서울특별시 노원구 상계1동 1096-1,37.67622100000001,127.051145,노원구청,노원경찰서,Y,1.0,4.8~10,2020/07/14,3100000,서울특별시 노원구,0,8,0,1.2,-1.5,2.3,0.5
2017,20170211,야간,토,1,1,0,0,0,서울,종로구,차대사람,차도통행중,차도통행중,신호위반,교차로,교차로내,승용차,보행자,953830.0,1952480.0,126.977166,37.57053361,19149,서울특별시 중구청,서울특별시 중구 덕수궁길 140 (정동),서울특별시 중구 정동 1-68,생활방범,1,130.0,회전형,30.0,201010,02-3396-4744,37.56921,126.974368,2019/11/21,3010000,서울특별시 중구,초등학교,덕수초등학교,서울특별시 중구 덕수궁길 140,서울특별시 중구 정동 1-76,37.56908852,126.97465810000001,서울특별시 중구,서울남대문경찰서,Y,2.0,8,2020/07/14,3010000,서울특별시 중구,2015-09-14,95,1,-4.8,-9.2,0.8,
2017,20170218,야간,토,1,1,0,0,0,서울,성동구,차량단독,전도전복,전도전복,안전운전 의무 불이행,단일로,기타단일로,이륜차,없음,958955.0,1952565.0,127.0351954,37.5715425,47015,서울특별시 성동구청,서울특별시 성동구 청계천로10나길 34,서울특별시 성동구 마장동 458-1,생활방범,4,200.0,360도 전방면,30.0,201712,02-2286-5879,37.57003,127.034904,2020/06/08,3030000,서울특별시 성동구,어린이집,구립성모어린이집,서울특별시 성동구 청계천로 506,서울특별시 성동구 마장동 527-2,37.57022175,127.0334425,서울특별시 성동구,성동경찰서,Y,1.0,6~14,2020/06/17,3030000,서울특별시 성동구,0,11,0,-2.6,-7.0,2.9,
2017,20170305,주간,일,1,1,0,0,0,서울,강서구,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,없음,941903.0,1947741.0,126.842486,37.52714563,12977,서울특별시 양천구청,서울특별시 양천구 중앙로57길 54,서울특별시 양천구 신월동 451-7,어린이보호,4,200.0,360도 전방,30.0,201012,02-2620-4793,37.526247,126.843028,2019/11/20,3140000,서울특별시 양천구,초등학교,신강초교,서울특별시 양천구 목동중앙로55길 72,서울특별시 양천구 신월2동 448-5,37.525717,126.841556,서울특별시 양천구청,양천경찰서,Y,3.0,6,2020/06/01,3140000,서울특별시 양천구,0,98,0,5.2,1.2,10.4,0.5
2017,20170312,야간,일,1,1,0,0,0,서울,성동구,차대차,기타,기타,안전운전 의무 불이행,교차로,교차로내,이륜차,화물차,959708.0,1952047.0,127.0437508,37.56690688,38694,서울특별시 성동구청,서울특별시 성동구 마조로14가길 28 (마장동),서울특별시 성동구 마장동 361-2,쓰레기단속,1,200.0,하단부,30.0,201601,02-2286-5879,37.564552,127.043816,2020/06/08,3030000,서울특별시 성동구,어린이집,마장어린이집,서울특별시 성동구 마장로44길 10,서울특별시 성동구 마장동 780,37.566426,127.0455793,서울특별시 성동구,성동경찰서,Y,1.0,24,2020/06/17,3030000,서울특별시 성동구,0,97,0,8.2,4.4,14.0,0.0
2017,20170317,야간,금,1,2,0,1,0,서울,성동구,차대차,정면충돌,정면충돌,안전운전 의무 불이행,교차로,교차로내,승용차,이륜차,958132.0,1952121.0,127.0259012,37.56750355,38732,서울특별시 성동구청,서울특별시 성동구 청계천로 448 (상왕십리동),서울특별시 성동구 상왕십리동 2-19,교통단속,4,300.0,360도 전방면,30.0,201510,02-2286-5879,37.570282,127.026497,2020/06/08,3030000,서울특별시 성동구,어린이집,구립홍익어린이집,서울특별시 성동구 마장로 141,서울특별시 성동구 상왕십리동 130-20,37.56787393,127.025528,서울특별시 성동구,성동경찰서,Y,1.0,7,2020/06/17,3030000,서울특별시 성동구,0,11,0,7.7,1.2,15.7,
2017,20170430,주간,일,1,2,1,0,0,서울,강북구,차대차,기타,기타,신호위반,단일로,기타단일로,승용차,승용차,959625.0,1959044.0,127.0424249,37.62996881,14469,서울특별시 노원구청,서울특별시 노원구 우이천로2나길 7,서울특별시 노원구 월계동 907-15,생활방범,1,200.0,회전,30.0,201512,02-2116-4917,37.63201068,127.0434869,2019/04/08,3100000,서울특별시 노원구,유치원,초안유치원,서울특별시 노원구 우이천로 102,서울특별시 노원구 월계2동 초안@단지,37.63067857,127.04345249999999,노원구청,노원경찰서,Y,2.0,5.5~8,2020/07/14,3100000,서울특별시 노원구,0,10,0,19.3,13.7,27.8,
2017,20170504,주간,목,1,1,0,0,0,서울,양천구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,942093.0,1946746.0,126.8447146,37.5181896,13178,서울특별시 양천구청,서울특별시 양천구 신월로20길 26,서울특별시 양천구 신월동 595-1,생활방범,4,200.0,360도 전방,30.0,200812,02-2620-4793,37.517838,126.84571100000002,2019/11/20,3140000,서울특별시 양천구,초등학교,신남초교,서울특별시 양천구 절골8길 33,서울특별시 양천구 신월6동 590-1,37.51652947,126.8447978,서울특별시 양천구청,양천경찰서,Y,0.0,5,2020/06/01,3140000,서울특별시 양천구,0,98,0,21.0,14.8,27.5,
2017,20170506,야간,토,1,1,0,0,0,서울,성북구,차량단독,전도,전도,안전운전 의무 불이행,단일로,기타단일로,이륜차,없음,956953.0,1954761.0,127.0123959,37.59124408,22020,서울특별시 성북구청,서울특별시 성북구 동소문로15길 12,서울특별시 성북구 동소문동6가 71-3,생활방범,3,200.0,360,30.0,200612,02-2241-4562,37.59280981,127.0137653,2020/03/31,3070000,서울특별시 성북구,초등학교,돈암초등학교,서울특별시 성북구 동소문로13길 38,서울특별시 성북구 동소문동6가 27-1,37.5937453,127.0131031,서울특별시 성북구청,서울특별시 성북경찰서,Y,1.0,,2020/02/28,3070000,서울특별시 성북구,0,95,0,14.9,10.0,19.3,
2017,20170507,주간,일,1,1,0,0,0,서울,성동구,차대사람,기타,기타,안전운전 의무 불이행,교차로,교차로내,승용차,보행자,957966.0,1951934.0,127.0240322,37.56581051,19282,서울특별시 중구청,서울특별시 중구 퇴계로88가길 48-11(신당5동),서울특별시 중구 신당5동 166-5,쓰레기단속,1,200.0,고정형,30.0,201709,02-3396-4744,37.562863,127.022966,2019/11/21,3010000,서울특별시 중구,초등학교,신당초등학교,서울특별시 중구 난계로 141,서울특별시 중구 신당동 161-2,37.56362522,127.0236739,서울특별시 중구,서울중부경찰서,Y,4.0,25,2020/07/14,3010000,서울특별시 중구,2015-09-14,7,1,16.6,10.9,22.8,
2017,20170529,주간,월,1,1,0,0,0,서울,성북구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,957945.0,1956683.0,127.0235217,37.60861334,4145,서울특별시 성북구청,서울특별시 성북구 삼양로 61-1,서울특별시 성북구 길음동 1222,생활방범,3,200.0,360,30.0,201012,02-2241-4562,37.60861418,127.0230472,2020/03/31,3070000,서울특별시 성북구,초등학교,미아초등학교,서울특별시 성북구 삼양로 77,서울특별시 성북구 길음동 1168,37.6105142,127.0216457,서울특별시 성북구청,서울특별시 성북경찰서,Y,1.0,,2020/02/28,3070000,서울특별시 성북구,2018-04-07,96,0,22.9,18.1,29.3,
2017,20170531,주간,수,1,1,0,0,0,서울,양천구,차대사람,기타,기타,안전운전 의무 불이행,교차로,교차로내,승합차,보행자,943039.0,1946237.0,126.8554585,37.51366086,14054,서울특별시 양천구청,서울특별시 양천구 중앙로25길 30,서울특별시 양천구 신정동 1156-20,생활방범,1,200.0,360도 전방,30.0,200612,02-2620-4793,37.515546,126.850796,2019/11/20,3140000,서울특별시 양천구,초등학교,남명초교,서울특별시 양천구 중앙로23길 3,서울특별시 양천구 신정3동 653-5,37.51568355,126.85408390000002,서울특별시 양천구청,양천경찰서,Y,10.0,5,2020/06/01,3140000,서울특별시 양천구,0,95,0,23.3,17.7,29.6,
2017,20170626,주간,월,1,4,1,2,0,서울,중구,차대차,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승합차,자전거,956705.0,1950843.0,127.0098183,37.55591863,19289,서울특별시 중구청,서울특별시 중구 다산로8길 16-14 (신당동),서울특별시 중구 약수동 366-72,쓰레기단속,1,200.0,고정형,30.0,201709,02-3396-4744,37.552214,127.010174,2019/11/21,3010000,서울특별시 중구,어린이집,성심어린이집,서울특별시 중구 동호로15길 50,서울특별시 중구 신당동 432-24,37.554302,127.008224,서울특별시 중구,서울중부경찰서,N,4.0,6,2020/07/14,3010000,서울특별시 중구,0,7,0,23.1,20.1,29.9,29.0
2017,20170703,주간,월,1,1,0,0,0,서울,종로구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,953362.0,1953332.0,126.9718123,37.57818924,29707,서울특별시 종로구청,서울특별시 종로구 자하문로8길 9,서울특별시 종로구 통의동 98,생활방범,2,200.0,360도전방면,30.0,201312,02-2148-4301,37.5787299,126.9720862,2019/09/18,3000000,서울특별시 종로구,어린이집,서울청사한빛어린이집,서울특별시 종로구 효자로39,서울특별시 종로구 창성동 117-6,37.5797195,126.973221,종로구청,종로경찰서,Y,1.0,12,2019/01/14,3000000,서울특별시 종로구,0,12,0,24.7,21.9,27.4,67.5
2017,20170712,주간,수,1,1,0,0,0,서울,강동구,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,966582.0,1949741.0,127.1216924,37.54639717,33668,서울특별시 강동구청,서울특별시 강동구 천중로5길 17 (천호동),서울특별시 강동구 천호동 325,생활방범,3,200.0,360도전방면,30.0,201309,02-3425-7090,37.54618454,127.1243057,2020/05/20,3240000,서울특별시 강동구,어린이집,자연어린이집,서울특별시 강동구 상암로4길 98,서울특별시 강동구 천호2동 321-63,37.5465048,127.124518,서울특별시 강동구청,강동경찰서,Y,1.0,5.5,2019/12/06,3240000,서울특별시 강동구,0,10,0,27.1,24.9,31.1,0.0
2017,20170712,야간,수,1,2,1,0,0,서울,노원구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,961281.0,1963894.0,127.0609348,37.67375396,14418,서울특별시 노원구청,서울특별시 노원구 동일로242라길15,서울특별시 노원구 상계동 1116-63,생활방범,1,200.0,회전,30.0,201512,02-2116-4917,37.67609656,127.0573851,2019/04/08,3100000,서울특별시 노원구,초등학교,노원초교,서울특별시 노원구 동일로230나길 32,서울특별시 노원구 상계1동 1014,37.67359491,127.05845359999998,노원구청,노원경찰서,Y,4.0,10,2020/07/14,3100000,서울특별시 노원구,0,8,0,27.1,24.9,31.1,0.0
2017,20170713,주간,목,1,1,0,0,0,서울,성동구,차대차,측면충돌,측면충돌,안전운전 의무 불이행,교차로,교차로내,자전거,승용차,961297.0,1949361.0,127.0618852,37.54276527,38724,서울특별시 성동구청,서울특별시 성동구 아차산로17길 26,서울특별시 성동구 성수동2가 279-46,교통단속,4,200.0,360도 전방면,30.0,201311,02-2286-5879,37.544498,127.06436900000001,2020/06/08,3030000,서울특별시 성동구,초등학교,성수초등학교,서울특별시 성동구 아차산로17길 21,서울특별시 성동구 성수동2가 277-32,37.54431493,127.06315729999999,서울특별시 성동구,성동경찰서,Y,3.0,5~8,2020/06/17,3030000,서울특별시 성동구,2018-04-26,96,0,27.6,23.1,32.1,
2017,20170715,주간,토,1,1,0,0,0,서울,양천구,차대사람,기타,기타,안전운전 의무 불이행,교차로,교차로내,화물차,보행자,943819.0,1949560.0,126.8640299,37.54365911,13200,서울특별시 양천구청,서울특별시 양천구 목동중앙남로16라길 1,서울특별시 양천구 목동 324-51,생활방범,4,200.0,120도,30.0,201812,02-2620-4793,37.54361,126.862868,2019/11/20,3140000,서울특별시 양천구,유치원,등마초등학교,서울특별시 강서구 등촌로35길 12 (등촌동),,37.5420258,126.8616338,서울특별시 강서구청,강서경찰서,Y,1.0,8,2020/01/01,3150000,서울특별시 강서구,0,9,0,25.0,23.4,27.3,42.5
2017,20170725,주간,화,1,1,0,0,0,서울,양천구,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,942847.0,1946209.0,126.8532883,37.51339661,14054,서울특별시 양천구청,서울특별시 양천구 중앙로25길 30,서울특별시 양천구 신정동 1156-20,생활방범,1,200.0,360도 전방,30.0,200612,02-2620-4793,37.515546,126.850796,2019/11/20,3140000,서울특별시 양천구,초등학교,남명초교,서울특별시 양천구 중앙로23길 3,서울특별시 양천구 신정3동 653-5,37.51568355,126.85408390000002,서울특별시 양천구청,양천경찰서,Y,10.0,5,2020/06/01,3140000,서울특별시 양천구,0,95,0,29.4,24.6,35.4,
2017,20170726,야간,수,1,1,0,0,0,서울,성북구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,957811.0,1955829.0,127.0220528,37.60090993,22018,서울특별시 성북구청,서울특별시 성북구 동소문로34길 29,서울특별시 성북구 돈암동 13-102,생활방범,3,200.0,360,30.0,201012,02-2241-4562,37.59937466,127.0223252,2020/03/31,3070000,서울특별시 성북구,유치원,희망찬유치원,서울특별시 성북구 동소문로34길 24,서울특별시 성북구 돈암동 15-3,37.59899113,127.0231416,서울특별시 성북구청,서울특별시 성북경찰서,Y,1.0,10,2020/02/28,3070000,서울특별시 성북구,0,0,0,28.7,24.2,32.8,
2017,20170825,야간,금,1,1,0,0,0,서울,노원구,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,962730.0,1959930.0,127.0775682,37.63808573,14435,서울특별시 노원구청,서울특별시 노원구 공릉로58길144,서울특별시 노원구 하계동 71,생활방범,1,200.0,고정,30.0,201512,02-2116-4917,37.63674034,127.07607040000002,2019/04/08,3100000,서울특별시 노원구,어린이집,하계어린이집,서울특별시 노원구 공릉로58마길 1,서울특별시 노원구 하계1동 252-13,37.636955,127.076531,노원구청,노원경찰서,Y,3.0,6.6~7,2020/07/14,3100000,서울특별시 노원구,0,8,0,25.3,22.2,30.6,
2017,20170826,주간,토,1,1,0,0,0,서울,동대문구,차량단독,기타,기타,안전운전 의무 불이행,단일로,기타단일로,이륜차,없음,958673.0,1952444.0,127.0320089,37.57043928,47015,서울특별시 성동구청,서울특별시 성동구 청계천로10나길 34,서울특별시 성동구 마장동 458-1,생활방범,4,200.0,360도 전방면,30.0,201712,02-2286-5879,37.57003,127.034904,2020/06/08,3030000,서울특별시 성동구,어린이집,구립성모어린이집,서울특별시 성동구 청계천로 506,서울특별시 성동구 마장동 527-2,37.57022175,127.0334425,서울특별시 성동구,성동경찰서,Y,1.0,6~14,2020/06/17,3030000,서울특별시 성동구,0,11,0,24.2,19.0,29.2,
2017,20170830,야간,수,1,1,0,0,0,서울,양천구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,943764.0,1947600.0,126.86355750000001,37.52599016,12999,서울특별시 양천구청,서울특별시 양천구 오목로46길 21,서울특별시 양천구 신정동 1002-15,어린이보호,3,200.0,360도 전방,30.0,201012,02-2620-4793,37.523727,126.862006,2019/11/20,3140000,서울특별시 양천구,초등학교,양목초교,서울특별시 양천구 목동로11길 30,서울특별시 양천구 신정4동 1001,37.5239168,126.8614708,서울특별시 양천구청,양천경찰서,Y,8.0,5,2020/06/01,3140000,서울특별시 양천구,0,97,0,19.8,16.1,23.9,
2017,20170903,주간,일,1,1,0,0,0,서울,성북구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,957807.0,1954211.0,127.0221007,37.58632638,22030,서울특별시 성북구청,서울특별시 성북구 보문로30다길 11,서울특별시 성북구 동선동2가 261,생활방범,3,200.0,360,30.0,200612,02-2241-4562,37.58963476,127.02164461,2020/03/31,3070000,서울특별시 성북구,초등학교,안암초등학교,서울특별시 성북구 고려대로7가길 39,,37.58715951,127.0221008,서울특별시 성북구청,서울특별시 성북경찰서,Y,1.0,2020-02-28,2020/02/28,3070000,서울특별시 성북구,2016-09-21,9,1,23.7,19.0,29.2,
2017,20170905,주간,화,1,1,0,0,0,서울,중랑구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,965204.0,1955758.0,127.1058074,37.60057944,18070,서울특별시 중랑구청,서울특별시 중랑구 망우로 484,서울특별시 중랑구 망우본동 149-1,생활방범,3,200.0,0,30.0,201912,02-2094-0284,37.60048953,127.1059314,2020/05/06,3060000,서울특별시 중랑구,초등학교,서울망우초등학교,서울특별시 중랑구 망우로 72길 49,서울특별시 중랑구 망우본동 153-1,37.59873869,127.10384010000001,서울특별시 중랑구청,중랑경찰서,Y,,,2020/03/04,3060000,서울특별시 중랑구,0,95,0,21.9,20.4,23.7,0.0
2017,20170922,주간,금,1,1,0,0,0,서울,성동구,차량단독,기타,기타,안전운전 의무 불이행,단일로,기타단일로,화물차,없음,961193.0,1949572.0,127.0606968,37.54466271,38724,서울특별시 성동구청,서울특별시 성동구 아차산로17길 26,서울특별시 성동구 성수동2가 279-46,교통단속,4,200.0,360도 전방면,30.0,201311,02-2286-5879,37.544498,127.06436900000001,2020/06/08,3030000,서울특별시 성동구,초등학교,성수초등학교,서울특별시 성동구 아차산로17길 21,서울특별시 성동구 성수동2가 277-32,37.54431493,127.06315729999999,서울특별시 성동구,성동경찰서,Y,3.0,5~8,2020/06/17,3030000,서울특별시 성동구,2018-04-26,96,0,20.6,15.4,26.8,
2017,20170923,주간,토,1,5,2,2,0,서울,금천구,차대사람,기타,기타,안전운전 의무 불이행,교차로,교차로내,승용차,보행자,946981.0,1940878.0,126.9004481,37.46559416,17828,서울특별시 금천구,서울특별시 금천구 시흥대로94길 20,서울특별시 금천구 독산동 1060-31,다목적,5,200.0,360도전방면,30.0,201211,02-2627-1903,37.465061,126.89909100000001,2020/02/20,3170000,서울특별시 금천구,유치원,독산유치원,서울특별시 금천구 시흥대로 98길 45,서울특별시 금천구 독산동 1051-20,37.46434175,126.900288,서울특별시 금천구청,금천경찰서,Y,1.0,6~8,2020/02/20,3170000,서울특별시 금천구,0,95,0,21.8,17.6,27.3,0.0
2017,20170924,주간,일,1,1,0,0,0,서울,노원구,차대사람,기타,기타,안전운전 의무 불이행,교차로,교차로내,승용차,보행자,963856.0,1958353.0,127.0904084,37.62391687,14684,서울특별시 노원구청,서울특별시 노원구 화랑로51가길 67-1 배꽃어린이공원,서울특별시 노원구 공릉2동 122-32,생활방범,1,130.0,회전,30.0,201307,02-2116-4917,37.62549109,127.0930712,2019/04/08,3100000,서울특별시 노원구,유치원,태랑병설유치원,서울특별시 노원구 화랑로51나길 31,서울특별시 노원구 공릉2동 116,37.62625137,127.0906018,노원구청,노원경찰서,Y,4.0,7~32,2020/07/14,3100000,서울특별시 노원구,0,1,0,22.4,18.8,27.9,0.0
2017,20170925,주간,월,1,1,0,0,0,서울,성북구,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내,원동기장치자전거,승용차,957949.0,1954216.0,127.0237088,37.58637794,22030,서울특별시 성북구청,서울특별시 성북구 보문로30다길 11,서울특별시 성북구 동선동2가 261,생활방범,3,200.0,360,30.0,200612,02-2241-4562,37.58963476,127.02164461,2020/03/31,3070000,서울특별시 성북구,초등학교,안암초등학교,서울특별시 성북구 고려대로7가길 39,,37.58715951,127.0221008,서울특별시 성북구청,서울특별시 성북경찰서,Y,1.0,2020-02-28,2020/02/28,3070000,서울특별시 성북구,2016-09-21,9,1,23.4,17.4,30.1,
2017,20171009,야간,월,1,1,0,0,0,서울,도봉구,차량단독,기타,기타,안전운전 의무 불이행,단일로,기타단일로,이륜차,없음,960407.0,1965213.0,127.0509524,37.68560495,15667,서울특별시 노원구청,서울특별시 노원구 누원로 16,서울특별시 노원구 상계동 1313-3,생활방범,1,200.0,회전,30.0,201709,02-2116-4917,37.6867482,127.0519969,2019/04/08,3100000,서울특별시 노원구,초등학교,누원초등학교,서울특별시 도봉구 마들로 859-44,,37.6869304,127.0490694,도봉구청,도봉경찰서,Y,2.0,6~20,2019/09/05,3090000,서울특별시 도봉구,2017-10-20,96,1,22.5,19.8,27.6,0.0
2017,20171011,야간,수,1,1,0,0,0,서울,양천구,차대차,측면충돌,측면충돌,안전운전 의무 불이행,교차로,교차로부근,승용차,자전거,941373.0,1947211.0,126.8365304,37.52233518,12985,서울특별시 양천구청,서울특별시 양천구 남부순환로67길 15,서울특별시 양천구 신월동 416-4 보라쉬움 아파트 102동 앞,어린이보호,3,200.0,360도 전방,30.0,201012,02-2620-4793,37.524555,126.837581,2019/11/20,3140000,서울특별시 양천구,유치원,다솜유치원,서울특별시 양천구 월정로9길 23-4,서울특별시 양천구 신월4동 422-2,37.52423757,126.8387504,서울특별시 양천구청,양천경찰서,Y,2.0,6,2020/06/01,3140000,서울특별시 양천구,0,97,0,15.5,12.2,21.7,20.0
2017,20171013,주간,금,1,1,0,0,0,서울,양천구,차대사람,횡단중,횡단중,보행자 보호의무 위반,단일로,기타단일로,승용차,보행자,944431.0,1946407.0,126.871196,37.51527798,12998,서울특별시 양천구청,서울특별시 양천구 목동동로8길 33,"서울특별시 양천구 신정동 282-58, 어린이집 앞",어린이보호,3,200.0,360도 전방,30.0,201012,02-2620-4793,37.515956,126.87185400000001,2019/11/20,3140000,서울특별시 양천구,초등학교,신목초교,서울특별시 양천구 신목로5길 11-6,서울특별시 양천구 신정2동 281-1,37.51660963,126.87268460000001,서울특별시 양천구청,양천경찰서,Y,6.0,6,2020/06/01,3140000,서울특별시 양천구,0,97,0,12.8,6.1,18.9,
2017,20171020,야간,금,1,2,0,1,0,서울,노원구,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,이륜차,승용차,960910.0,1963366.0,127.0567561,37.66897929,14578,서울특별시 노원구청,서울특별시 노원구 상계로9나길 8 햇빛어린이공원,서울특별시 노원구 상계동 644 (햇빛어린이공원),시설물관리,1,200.0,회전,30.0,201509,02-2116-3952,37.66660849,127.06087279999998,2019/04/08,3100000,서울특별시 노원구,초등학교,상원초교,서울특별시 노원구 한글비석로54길 119,서울특별시 노원구 상계9동 645,37.66767304,127.0597184,노원구청,노원경찰서,Y,2.0,12~20,2020/07/14,3100000,서울특별시 노원구,0,96,0,17.0,11.1,24.2,
2017,20171025,야간,수,1,6,3,1,1,서울,서대문구,차대사람,기타,기타,안전운전 의무 불이행,교차로,교차로내,화물차,보행자,952966.0,1951496.0,126.967258,37.56171471,23815,서울특별시 중구청,서울특별시 중구 통일로 102 옆,서울특별시 중구 의주로1가 44-2,생활방범,2,200.0,회전형,30.0,201401,02-3396-4744,37.563955,126.96867900000002,2019/11/21,3010000,서울특별시 중구,초등학교,미동초등학교,서울특별시 서대문구 충정로 52,서울특별시 서대문구 미근동 36,37.563179,126.965787,서울특별시 서대문구청,서울특별시 서대문경찰서,Y,2.0,9~12,2019/03/04,3120000,서울특별시 서대문구,0,97,0,14.4,9.5,20.6,
2017,20171102,주간,목,1,1,0,0,0,서울,중랑구,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,963644.0,1956073.0,127.0881194,37.60335827,18063,서울특별시 중랑구청,서울특별시 중랑구 상봉중앙로 60,서울특별시 중랑구 상봉1동 225-1,생활방범,3,200.0,0,30.0,201912,02-2094-0284,37.60268183,127.08729440000002,2020/05/06,3060000,서울특별시 중랑구,어린이집,상봉어린이집,서울특별시 중랑구 상봉중앙로6길 57,서울특별시 중랑구 상봉1동 287-1,37.60202594,127.0901512,서울특별시 중랑구청,중랑경찰서,Y,,,2020/03/04,3060000,서울특별시 중랑구,0,96,0,15.5,14.0,18.0,1.0
2017,20171103,야간,금,1,1,0,0,0,서울,노원구,차대차,기타,기타,안전운전 의무 불이행,단일로,지하차도(도로)내,승용차,이륜차,962137.0,1959011.0,127.0708947,37.62977834,15088,서울특별시 노원구청,서울특별시 노원구 공릉동489-1,서울특별시 노원구 공릉동489-1,생활방범,1,200.0,회전,30.0,201512,02-2116-4917,37.63035023,127.0729934,2019/04/08,3100000,서울특별시 노원구,유치원,꽃동산유치원,서울특별시 노원구 공릉로 257,서울특별시 노원구 공릉동 481-3,37.6307787,127.0739994,노원구청,노원경찰서,Y,1.0,8,2020/07/14,3100000,서울특별시 노원구,0,10,0,12.3,6.1,16.6,1.5
