관리기관명,소재지도로명주소,소재지지번주소,설치목적구분,카메라대수,카메라화소수,촬영방면정보,보관일수,설치년월,관리기관전화번호,위도,경도,데이터기준일자,제공기관코드,제공기관명
서울특별시 양천구청,서울특별시 양천구 지양로7길 28-16,서울특별시 양천구 신월동 947-3,생활방범,3,200,360도 전방,30,13-Dec,02-2620-4793,37.5209,126.8306,2019-11-20,3140000,서울특별시 양천구
서울특별시 양천구청,서울특별시 양천구 지양로10길 12,서울특별시 양천구 신월동 927-1,생활방범,3,200,360도 전방,30,13-Dec,02-2620-4793,37.5233,126.8341,2019-11-20,3140000,서울특별시 양천구
서울특별시 양천구청,서울특별시 양천구 지양로 131,서울특별시 양천구 신월동 331-86,생활방범,4,200,360도 전방,30,13-Dec,02-2620-4793,37.5238,126.8284,2019-11-20,3140000,서울특별시 양천구
서울특별시 양천구청,서울특별시 양천구 신월로16길 7,서울특별시 양천구 신월동 575-8,생활방범,4,200,360도 전방,30,13-Dec,02-2620-4793,37.5177,126.8427,2019-11-20,3140000,서울특별시 양천구
서울특별시 양천구청,서울특별시 양천구 화곡로8길 5,서울특별시 양천구 신월동 59-17,생활방범,4,200,360도 전방,30,13-Dec,02-2620-4793,37.5389,126.8294,2019-11-20,3140000,서울특별시 양천구
서울특별시 양천구청,서울특별시 양천구 신월로15길 2,서울특별시 양천구 신월동 537-6,생활방범,3,200,360도 전방,30,13-Dec,02-2620-4793,37.5189,126.8422,2019-11-20,3140000,서울특별시 양천구
서울특별시 양천구청,서울특별시 양천구 남부순환로56가길 11,서울특별시 양천구 신월동 198-23,생활방범,5,200,360도 전방,30,13-Dec,02-2620-4793,37.5314,126.8302,2019-11-20,3140000,서울특별시 양천구
서울특별시 양천구청,서울특별시 양천구 중앙로 282,서울특별시 양천구 신정동 972-4,생활방범,4,200,360도 전방,30,13-Dec,02-2620-4793,37.5215,126.8526,2019-11-20,3140000,서울특별시 양천구
서울특별시 양천구청,,서울특별시 양천구 신월동 103-23,생활방범,3,200,360도 전방,30,13-Dec,02-2620-4793,37.5346,126.8345,2019-11-20,3140000,서울특별시 양천구
서울특별시동작구청,남부순환로257가길 48,,생활방범,3,,,,,02-820-2906,37.48,126.9765,2019-11-22,3190000,서울특별시 동작구
서울특별시 양천구청,서울특별시 양천구 남부순환로55길 9,서울특별시 양천구 신월동 141-9,생활방범,4,200,360도 전방,30,13-Dec,02-2620-4793,37.5337,126.831,2019-11-20,3140000,서울특별시 양천구
서울특별시 양천구청,서울특별시 양천구 지양로7길 21,서울특별시 양천구 신월동 955-7,생활방범,3,130,360도 전방,30,12-Dec,02-2620-4793,37.5206,126.8322,2019-11-20,3140000,서울특별시 양천구
서울특별시 양천구청,서울특별시 양천구 지양로7길 27-8,서울특별시 양천구 신월동 957-17,생활방범,3,130,360도 전방,30,12-Dec,02-2620-4793,37.5197,126.8318,2019-11-20,3140000,서울특별시 양천구
서울특별시 양천구청,,서울특별시 양천구 신월동 561-1,생활방범,5,130,360도 전방,30,12-Dec,02-2620-4793,37.5145,126.8416,2019-11-20,3140000,서울특별시 양천구
서울특별시 양천구청,서울특별시 양천구 월정로 303,"서울특별시 양천구 신월동 1036, 수명산롯데캐슬103동 끝",생활방범,3,130,360도 전방,30,12-Dec,02-2620-4793,37.5444,126.8285,2019-11-20,3140000,서울특별시 양천구
서울특별시 양천구청,서울특별시 양천구 월정로40길 10-1,서울특별시 양천구 신월동 66-8,생활방범,4,130,360도 전방,30,12-Dec,02-2620-4793,37.5392,126.834,2019-11-20,3140000,서울특별시 양천구
서울특별시 양천구청,서울특별시 양천구 월정로 21,서울특별시 양천구 신월동 514-12,생활방범,4,130,360도 전방,30,12-Dec,02-2620-4793,37.5216,126.8431,2019-11-20,3140000,서울특별시 양천구
서울특별시 양천구청,서울특별시 양천구 남부순환로69길 9,서울특별시 양천구 신월동 419-15,생활방범,5,130,360도 전방,30,12-Dec,02-2620-4793,37.5231,126.8377,2019-11-20,3140000,서울특별시 양천구
서울특별시 양천구청,서울특별시 양천구 남부순환로36길 3,서울특별시 양천구 신월동 49-22,생활방범,3,130,360도 전방,30,12-Dec,02-2620-4793,37.5363,126.8273,2019-11-20,3140000,서울특별시 양천구
서울특별시 양천구청,서울특별시 양천구 오목로 76,서울특별시 양천구 신월동 507-1,생활방범,3,130,360도 전방,30,12-Dec,02-2620-4793,37.5227,126.8462,2019-11-20,3140000,서울특별시 양천구
서울특별시 양천구청,서울특별시 양천구 남부순환로63길 7,서울특별시 양천구 신월동 224-10,생활방범,5,130,360도 전방,30,12-Dec,02-2620-4793,37.5289,126.834,2019-11-20,3140000,서울특별시 양천구
서울특별시 양천구청,서울특별시 양천구 지양로2길 16,서울특별시 양천구 신월동 995-24,생활방범,5,130,360도 전방,30,11-Dec,02-2620-4793,37.5183,126.8382,2019-11-20,3140000,서울특별시 양천구
서울특별시 양천구청,서울특별시 양천구 남부순환로70길 19-19,서울특별시 양천구 신월동 973-14,생활방범,3,200,120도,30,15-Dec,02-2620-4793,37.5204,126.8356,2019-11-20,3140000,서울특별시 양천구
서울특별시 양천구청,서울특별시 양천구 화곡로4길 22,서울특별시 양천구 신월동 51-1,생활방범,2,200,120도,30,15-Dec,02-2620-4793,37.5375,126.8279,2019-11-20,3140000,서울특별시 양천구
서울특별시 양천구청,서울특별시 양천구 남부순환로 33길 26,서울특별시 양천구 신월동 77-4,생활방범,3,200,120도,30,15-Dec,02-2620-4793,37.5381,126.8302,2019-11-20,3140000,서울특별시 양천구
서울특별시 양천구청,서울특별시 양천구 남부순환로 497,서울특별시 양천구 신월동 410-26,생활방범,2,200,120도,30,15-Dec,02-2620-4793,37.5242,126.8362,2019-11-20,3140000,서울특별시 양천구
서울특별시 양천구청,서울특별시 양천구 남부순환로 577,서울특별시 양천구 신월동 547-10,생활방범,2,200,120도,30,15-Dec,02-2620-4793,37.5174,126.8397,2019-11-20,3140000,서울특별시 양천구
서울특별시 양천구청,서울특별시 양천구 남부순환로64길 13,서울특별시 양천구 신월동 207-1,생활방범,3,200,120도,30,15-Dec,02-2620-4793,37.5277,126.8329,2019-11-20,3140000,서울특별시 양천구
서울특별시 양천구청,서울특별시 양천구 남부순환로36길 19,서울특별시 양천구 신월동 48-15,생활방범,2,200,120도,30,15-Dec,02-2620-4793,37.5359,126.8256,2019-11-20,3140000,서울특별시 양천구
서울특별시 양천구청,서울특별시 양천구 가로공원로58길 1,서울특별시 양천구 신월동 153-1,생활방범,3,200,120도,30,15-Dec,02-2620-4793,37.5346,126.8245,2019-11-20,3140000,서울특별시 양천구
서울특별시동작구청,흑석로5길 92,,생활방범,2,,,,,02-820-2906,37.5091,126.9587,2019-11-22,3190000,서울특별시 동작구
서울특별시 양천구청,서울특별시 양천구 오목로11길 22,서울특별시 양천구 신월동 482-1,생활방범,2,200,120도,30,15-Dec,02-2620-4793,37.5246,126.8446,2019-11-20,3140000,서울특별시 양천구
서울특별시 양천구청,서울특별시 양천구 월정로13길 2,서울특별시 양천구 신월동 237-10,생활방범,2,200,120도,30,15-Dec,02-2620-4793,37.5272,126.8397,2019-11-20,3140000,서울특별시 양천구
서울특별시 양천구청,서울특별시 양천구 가로공원로66길 17,서울특별시 양천구 신월동 95-19,생활방범,1,200,120도,30,15-Dec,02-2620-4793,37.5356,126.8315,2019-11-20,3140000,서울특별시 양천구
서울특별시 양천구청,서울특별시 양천구 곰달래로5길 79,서울특별시 양천구 신월동 144-1,생활방범,3,200,120도,30,15-Dec,02-2620-4793,37.5352,126.8298,2019-11-20,3140000,서울특별시 양천구
서울특별시 양천구청,서울특별시 양천구 곰달래로9길 29,서울특별시 양천구 신월동 111-25,생활방범,2,200,120도,30,15-Dec,02-2620-4793,37.5322,126.8346,2019-11-20,3140000,서울특별시 양천구
서울특별시 양천구청,서울특별시 양천구 신월로7길 12-1,서울특별시 양천구 신월동 984-3,생활방범,1,200,120도,30,14-Dec,02-2620-4793,37.5171,126.8371,2019-11-20,3140000,서울특별시 양천구
서울특별시 양천구청,서울특별시 양천구 지양로16길 15,서울특별시 양천구 신월동 916-6,생활방범,2,200,120도,30,14-Dec,02-2620-4793,37.5246,126.8329,2019-11-20,3140000,서울특별시 양천구
서울특별시 양천구청,서울특별시 양천구 오목로 46-2,서울특별시 양천구 신월동 517-5,생활방범,2,200,120도,30,14-Dec,02-2620-4793,37.5217,126.8426,2019-11-20,3140000,서울특별시 양천구
서울특별시 양천구청,서울특별시 양천구 남부순환로 430,서울특별시 양천구 신월동 205-48,생활방범,1,200,120도,30,14-Dec,02-2620-4793,37.5293,126.8321,2019-11-20,3140000,서울특별시 양천구
서울특별시 양천구청,서울특별시 양천구 가로공원로58길 16-3,서울특별시 양천구 신월동 152-27,생활방범,2,200,120도,30,14-Dec,02-2620-4793,37.5333,126.8243,2019-11-20,3140000,서울특별시 양천구
서울특별시 양천구청,서울특별시 양천구 신월로22길 11-2,서울특별시 양천구 신월동 606-16,생활방범,2,200,120도,30,14-Dec,02-2620-4793,37.5203,126.8463,2019-11-20,3140000,서울특별시 양천구
서울특별시 양천구청,,서울특별시 양천구 신월동 474-10,생활방범,1,200,120도,30,14-Dec,02-2620-4793,37.525,126.8498,2019-11-20,3140000,서울특별시 양천구
서울특별시 양천구청,서울특별시 양천구 오목로15길 32-7,서울특별시 양천구 신월동 467-5,생활방범,2,200,120도,30,14-Dec,02-2620-4793,37.5259,126.8462,2019-11-20,3140000,서울특별시 양천구
서울특별시 양천구청,서울특별시 양천구 곰달래로 12,서울특별시 양천구 신월동 224-27,생활방범,1,200,120도,30,14-Dec,02-2620-4793,37.5296,126.834,2019-11-20,3140000,서울특별시 양천구
서울특별시 양천구청,서울특별시 양천구 곰달래로3길 7,서울특별시 양천구 신월동 126-28,생활방범,3,200,120도,30,14-Dec,02-2620-4793,37.5304,126.8337,2019-11-20,3140000,서울특별시 양천구
서울특별시 양천구청,서울특별시 양천구 곰달래로14길 22,서울특별시 양천구 신월동 234-21,생활방범,4,200,360도 전방,30,18-Dec,02-2620-4793,37.5281,126.8384,2019-11-20,3140000,서울특별시 양천구
서울특별시 양천구청,서울특별시 양천구 곰달래로6길 23,서울특별시 양천구 신월동 231-14,생활방범,5,200,360도 전방,30,18-Dec,02-2620-4793,37.528,126.8361,2019-11-20,3140000,서울특별시 양천구
서울특별시 양천구청,서울특별시 양천구 곰달래로10길 16-1,서울특별시 양천구 신월동 232-13,생활방범,4,200,360도 전방,30,18-Dec,02-2620-4793,37.5286,126.8369,2019-11-20,3140000,서울특별시 양천구
서울특별시 양천구청,서울특별시 양천구 월정로17길 24-20,서울특별시 양천구 신월동 232-33,생활방범,4,200,360도 전방,30,18-Dec,02-2620-4793,37.5287,126.8364,2019-11-20,3140000,서울특별시 양천구
서울특별시 양천구청,서울특별시 양천구 곰달래로14길 6-15,서울특별시 양천구 신월동 229-7,생활방범,5,200,360도 전방,30,18-Dec,02-2620-4793,37.5294,126.8368,2019-11-20,3140000,서울특별시 양천구
서울특별시 양천구청,서울특별시 양천구 곰달래로6길 5-16,서울특별시 양천구 신월동 230-3,생활방범,4,200,360도 전방,30,18-Dec,02-2620-4793,37.5294,126.8359,2019-11-20,3140000,서울특별시 양천구
서울특별시 양천구청,서울특별시 양천구 지양로7길 28-27,서울특별시 양천구 신월동 946-1,생활방범,4,200,360도 전방,30,17-Dec,02-2620-4793,37.5217,126.8303,2019-11-20,3140000,서울특별시 양천구
서울특별시 양천구청,서울특별시 양천구 화곡로5길 11,서울특별시 양천구 신월동 16-31,생활방범,4,200,360도 전방,30,16-Dec,02-2620-4793,37.5405,126.8281,2019-11-20,3140000,서울특별시 양천구
서울특별시 양천구청,서울특별시 양천구 오목로9길 13,서울특별시 양천구 신월동 445-23,생활방범,4,200,360도 전방,30,16-Dec,02-2620-4793,37.5232,126.8429,2019-11-20,3140000,서울특별시 양천구
서울특별시 양천구청,서울특별시 양천구 신월로 261,서울특별시 양천구 신월동 503-36,생활방범,5,200,360도 전방,30,16-Dec,02-2620-4793,37.5226,126.8506,2019-11-20,3140000,서울특별시 양천구
서울특별시동작구청,성대로2길 11 상도3동주민센터,,생활방범,3,,,,,02-820-2906,37.4992,126.9312,2019-11-22,3190000,서울특별시 동작구
서울특별시동작구청,상도로15다길 7-12,,생활방범,3,,,,,02-820-2906,37.5023,126.9329,2019-11-22,3190000,서울특별시 동작구
서울특별시동작구청,국사봉10길 81-3,,생활방범,3,,,,,02-820-2906,37.4932,126.9329,2019-11-22,3190000,서울특별시 동작구
서울특별시동작구청,상도로34길 36,,생활방범,3,,,,,02-820-2906,37.5032,126.9449,2019-11-22,3190000,서울특별시 동작구
서울특별시동작구청,상도로15길 104,,생활방범,3,,,,,02-820-2906,37.5043,126.936,2019-11-22,3190000,서울특별시 동작구
서울특별시동작구청,장승배기로9길 41,,생활방범,3,,,,,02-820-2906,37.5031,126.9377,2019-11-22,3190000,서울특별시 동작구
서울특별시동작구청,노량진로8다길 2,,생활방범,3,,,,,02-820-2906,37.5109,126.9371,2019-11-22,3190000,서울특별시 동작구
서울특별시동작구청,노량진로8나길 111,,생활방범,4,,,,,02-820-2906,37.5078,126.936,2019-11-22,3190000,서울특별시 동작구
서울특별시동작구청,장승배기로16길 65,,생활방범,3,,,,,02-820-2906,37.5077,126.943,2019-11-22,3190000,서울특별시 동작구
서울특별시동작구청,만양로13길 28,,생활방범,3,,,,,02-820-2906,37.5093,126.9448,2019-11-22,3190000,서울특별시 동작구
서울특별시동작구청,매봉로134 신동아APT앞,,생활방범,3,,,,,02-820-2906,37.5105,126.9511,2019-11-22,3190000,서울특별시 동작구
서울특별시동작구청,노량진로16길 10,,생활방범,3,,,,,02-820-2906,37.513,126.9438,2019-11-22,3190000,서울특별시 동작구
서울특별시동작구청,현충로22길 23,,생활방범,3,,,,,02-820-2906,37.5044,126.9705,2019-11-22,3190000,서울특별시 동작구
서울특별시동작구청,신대방2가길 12,,생활방범,3,,,,,02-820-2906,37.4884,126.9127,2019-11-22,3190000,서울특별시 동작구
서울특별시동작구청,사당로16다길 57 제일아파트 앞 사거리,,생활방범,3,,,,,02-820-2906,37.4833,126.9699,2019-11-22,3190000,서울특별시 동작구
서울특별시동작구청,장승배기로26길 65,,생활방범,3,,,,,02-820-2906,37.5111,126.9431,2019-11-22,3190000,서울특별시 동작구
서울특별시동작구청,장승배기로 20다길 10 정호아트빌라 삼거리,,생활방범,3,,,,,02-820-2906,37.5099,126.9413,2019-11-22,3190000,서울특별시 동작구
서울특별시동작구청,보라매로13길 13,,생활방범,3,,,,,02-820-2906,37.4962,126.9268,2019-11-22,3190000,서울특별시 동작구
서울특별시동작구청,흑석로13마길 12,,생활방범,2,,,,,02-820-2906,37.5093,126.9595,2019-11-22,3190000,서울특별시 동작구
서울특별시동작구청,흑석로13길 27,,생활방범,2,,,,,02-820-2906,37.51,126.9589,2019-11-22,3190000,서울특별시 동작구
서울특별시동작구청,흑석로3길 60,,생활방범,3,,,,,02-820-2906,37.5096,126.9581,2019-11-22,3190000,서울특별시 동작구
서울특별시동작구청,흑석로3길 47,,생활방범,3,,,,,02-820-2906,37.5093,126.957,2019-11-22,3190000,서울특별시 동작구
서울특별시동작구청,여의대방로22나길 23,,생활방범,3,,,,,02-820-2906,37.4968,126.9213,2019-11-22,3190000,서울특별시 동작구
서울특별시동작구청,여의대방로62길 8,,생활방범,3,,,,,02-820-2906,37.5135,126.9271,2019-11-22,3190000,서울특별시 동작구
서울특별시동작구청,사당로16나길 22,,생활방범,3,,,,,02-820-2906,37.483,126.9721,2019-11-22,3190000,서울특별시 동작구
서울특별시동작구청,동작대로길27길 5,,생활방범,3,,,,,02-820-2906,37.4872,126.9816,2019-11-22,3190000,서울특별시 동작구
서울특별시동작구청,동작대로31길 46-6,,생활방범,4,,,,,02-820-2906,37.4894,126.9799,2019-11-22,3190000,서울특별시 동작구
서울특별시동작구청,사당로16바길 16,,생활방범,1,,,,,02-820-2906,37.4814,126.9716,2019-11-22,3190000,서울특별시 동작구
서울특별시동작구청,사당로16가길 12,,생활방범,3,,,,,02-820-2906,37.483,126.9727,2019-11-22,3190000,서울특별시 동작구
서울특별시동작구청,사당로20나길 114,,생활방범,1,,,,,02-820-2906,37.4788,126.9715,2019-11-22,3190000,서울특별시 동작구
서울특별시동작구청,사당로13길 8,,생활방범,3,,,,,02-820-2906,37.4844,126.9728,2019-11-22,3190000,서울특별시 동작구
서울특별시동작구청,사당로27길 247,,생활방범,3,,,,,02-820-2906,37.4926,126.9693,2019-11-22,3190000,서울특별시 동작구
서울특별시동작구청,사당로23길 181,,생활방범,3,,,,,02-820-2906,37.4902,126.9709,2019-11-22,3190000,서울특별시 동작구
서울특별시동작구청,만양로14아길 7,,생활방범,4,,,,,02-820-2906,37.512,126.9475,2019-11-22,3190000,서울특별시 동작구
서울특별시동작구청,여의대방로22바길 36,,생활방범,3,,,,,02-820-2906,37.4963,126.9236,2019-11-22,3190000,서울특별시 동작구
서울특별시동작구청,여의대방로22가길 25-1,,생활방범,3,,,,,02-820-2906,37.4968,126.9208,2019-11-22,3190000,서울특별시 동작구
서울특별시동작구청,사당로2차길 15-9,,생활방범,4,,,,,02-820-2906,37.4878,126.9659,2019-11-22,3190000,서울특별시 동작구
서울특별시동작구청,사당로10길 93,,생활방범,3,,,,,02-820-2906,37.4821,126.9675,2019-11-22,3190000,서울특별시 동작구
서울특별시동작구청,사당로2길 40 장은해그린아파트,,생활방범,3,,,,,02-820-2906,37.4915,126.9634,2019-11-22,3190000,서울특별시 동작구
서울특별시동작구청,사당로16아길 59,,생활방범,4,,,,,02-820-2906,37.481,126.9686,2019-11-22,3190000,서울특별시 동작구
서울특별시동작구청,남부순환로257길 42 남성중학교,,생활방범,3,,,,,02-820-2906,37.4782,126.9725,2019-11-22,3190000,서울특별시 동작구
서울특별시동작구청,사당로18길 9,,생활방범,3,,,,,02-820-2906,37.4827,126.9746,2019-11-22,3190000,서울특별시 동작구
서울특별시동작구청,사당로23길 278,,생활방범,3,,,,,02-820-2906,37.4928,126.9675,2019-11-22,3190000,서울특별시 동작구
서울특별시동작구청,사당로9가길 58 경남아그네스빌,,생활방범,3,,,,,02-820-2906,37.4874,126.9682,2019-11-22,3190000,서울특별시 동작구
서울특별시동작구청,사당로27길 225,,생활방범,3,,,,,02-820-2906,37.4918,126.9705,2019-11-22,3190000,서울특별시 동작구
서울특별시동작구청,동작대로27라길 12,,생활방범,3,,,,,02-820-2906,37.4861,126.9795,2019-11-22,3190000,서울특별시 동작구
서울특별시동작구청,동작대로35가길 3,,생활방범,3,,,,,02-820-2906,37.4906,126.981,2019-11-22,3190000,서울특별시 동작구
서울특별시동작구청,동작대로41길 7,,생활방범,3,,,,,02-820-2906,37.4958,126.9819,2019-11-22,3190000,서울특별시 동작구
서울특별시동작구청,남부순환로267길 13,,생활방범,4,,,,,02-820-2906,37.4776,126.9761,2019-11-22,3190000,서울특별시 동작구
서울특별시동작구청,남부순환로271가길 7,,생활방범,3,,,,,02-820-2906,37.4778,126.9795,2019-11-22,3190000,서울특별시 동작구
서울특별시동작구청,남부순환로269길 87,,생활방범,4,,,,,02-820-2906,37.4791,126.9749,2019-11-22,3190000,서울특별시 동작구
서울특별시동작구청,동작대로11길104,,생활방범,5,,,,,02-820-2906,37.4815,126.9757,2019-11-22,3190000,서울특별시 동작구
서울특별시동작구청,남부순환로271길 65,,생활방범,5,,,,,02-820-2906,37.4795,126.9794,2019-11-22,3190000,서울특별시 동작구
서울특별시동작구청,흑석로10길 12,,생활방범,3,,,,,02-820-2906,37.5067,126.9601,2019-11-22,3190000,서울특별시 동작구
서울특별시동작구청,서달로10라길 17,,생활방범,4,,,,,02-820-2906,37.5034,126.9642,2019-11-22,3190000,서울특별시 동작구
서울특별시동작구청,서달로13길 11-1 연흥여인숙 골목,,생활방범,3,,,,,02-820-2906,37.5082,126.9622,2019-11-22,3190000,서울특별시 동작구
서울특별시동작구청,흑석로6길 16-1,,생활방범,4,,,,,02-820-2906,37.5057,126.9567,2019-11-22,3190000,서울특별시 동작구
서울특별시동작구청,성대로19길 23,,생활방범,3,,,,,02-820-2906,37.4991,126.9364,2019-11-22,3190000,서울특별시 동작구
서울특별시동작구청,상도로13가길 6-2,,생활방범,3,,,,,02-820-2906,37.5005,126.9312,2019-11-22,3190000,서울특별시 동작구
서울특별시동작구청,만양로2길 46,,생활방범,3,,,,,02-820-2906,37.5066,126.9497,2019-11-22,3190000,서울특별시 동작구
서울특별시동작구청,상도로61길 44,,생활방범,4,,,,,02-820-2906,37.4947,126.9576,2019-11-22,3190000,서울특별시 동작구
서울특별시동작구청,상도로45길 81,,생활방범,3,,,,,02-820-2906,37.5026,126.953,2019-11-22,3190000,서울특별시 동작구
서울특별시동작구청,상도로68길 10,,생활방범,3,,,,,02-820-2906,37.4937,126.9553,2019-11-22,3190000,서울특별시 동작구
서울특별시동작구청,상도로47바길41,,생활방범,3,,,,,02-820-2906,37.5037,126.9536,2019-11-22,3190000,서울특별시 동작구
서울특별시동작구청,여의대방로22길 78,,생활방범,3,,,,,02-820-2906,37.4977,126.9238,2019-11-22,3190000,서울특별시 동작구
서울특별시동작구청,보라매로9라길 10,,생활방범,3,,,,,02-820-2906,37.4947,126.9257,2019-11-22,3190000,서울특별시 동작구
서울특별시동작구청,여의대방로22길 44 보라매어린이집,,생활방범,3,,,,,02-820-2906,37.4977,126.9223,2019-11-22,3190000,서울특별시 동작구
서울특별시동작구청,신대방14가길 23 대천교회 앞,,생활방범,3,,,,,02-820-2906,37.4901,126.9129,2019-11-22,3190000,서울특별시 동작구
서울특별시동작구청,신대방18길 1 장시회관 앞,,생활방범,4,,,,,02-820-2906,37.4901,126.9088,2019-11-22,3190000,서울특별시 동작구
서울특별시동작구청,신대방16가길 18 향나무빌라앞,,생활방범,3,,,,,02-820-2906,37.4903,126.9108,2019-11-22,3190000,서울특별시 동작구
서울특별시동작구청,신대방길 88 새마을금고앞,,생활방범,3,,,,,02-820-2906,37.4896,126.9095,2019-11-22,3190000,서울특별시 동작구
서울특별시동작구청,여의대방로24사길 8 앞,,생활방범,3,,,,,02-820-2906,37.4991,126.9253,2019-11-22,3190000,서울특별시 동작구
서울특별시동작구청,등용로8가길 11 골목길,,생활방범,3,,,,,02-820-2906,37.5063,126.9341,2019-11-22,3190000,서울특별시 동작구
서울특별시동작구청,대방동길 77 앞 삼거리,,생활방범,3,,,,,02-820-2906,37.505,126.9248,2019-11-22,3190000,서울특별시 동작구
서울특별시동작구청,성대로10나길 6 성대경로당 인근,,생활방범,3,,,,,02-820-2906,37.4971,126.9349,2019-11-22,3190000,서울특별시 동작구
서울특별시동작구청,성대로25길 10-8 구립샛별어린이집,,생활방범,3,,,,,02-820-2906,37.4992,126.939,2019-11-22,3190000,서울특별시 동작구
서울특별시동작구청,상도로22나길 17,,생활방범,3,,,,,02-820-2906,37.5018,126.9365,2019-11-22,3190000,서울특별시 동작구
서울특별시동작구청,성대로 21다길 34,,생활방범,3,,,,,02-820-2906,37.5007,126.9349,2019-11-22,3190000,서울특별시 동작구
서울특별시동작구청,성대로 1길 26,,생활방범,4,,,,,02-820-2906,37.5016,126.9345,2019-11-22,3190000,서울특별시 동작구
서울특별시동작구청,신대방길62,,생활방범,4,,,,,02-820-2906,37.4887,126.9097,2019-11-22,3190000,서울특별시 동작구
서울특별시동작구청,여의대방로26길54,,생활방범,4,,,,,02-820-2906,37.4992,126.9238,2019-11-22,3190000,서울특별시 동작구
서울특별시동작구청,동작대로33가길 5,,생활방범,5,,,,,02-820-2906,37.4895,126.9817,2019-11-22,3190000,서울특별시 동작구
서울특별시동작구청,남부순환로255길 7,,생활방범,4,,,,,02-820-2906,37.4763,126.9711,2019-11-22,3190000,서울특별시 동작구
서울특별시동작구청,장승배기로17길 31,,생활방범,4,,,,,02-820-2906,37.5065,126.9382,2019-11-22,3190000,서울특별시 동작구
서울특별시동작구청,서달로13길5-30,,생활방범,3,,,,,02-820-2906,37.5077,126.9617,2019-11-22,3190000,서울특별시 동작구
서울특별시동작구청,성대로12길57,,생활방범,5,,,,,02-820-2906,37.4954,126.9375,2019-11-22,3190000,서울특별시 동작구
서울특별시동작구청,상도로15길54,,생활방범,4,,,,,02-820-2906,37.5028,126.9346,2019-11-22,3190000,서울특별시 동작구
서울특별시동작구청,상도로13라길22,,생활방범,3,,,,,02-820-2906,37.5029,126.9302,2019-11-22,3190000,서울특별시 동작구
서울특별시동작구청,상도로37길 7,,생활방범,4,,,,,02-820-2906,37.5027,126.9487,2019-11-22,3190000,서울특별시 동작구
서울특별시동작구청,장승배기로27길27,,생활방범,4,,,,,02-820-2906,37.5112,126.9393,2019-11-22,3190000,서울특별시 동작구
서울특별시동작구청,장승배기로94,,생활방범,4,,,,,02-820-2906,37.5061,126.9404,2019-11-22,3190000,서울특별시 동작구
서울특별시동작구청,신대방길 32,,생활방범,4,,,,,02-820-2906,37.4881,126.9108,2019-11-22,3190000,서울특별시 동작구
서울특별시동작구청,성대로5길 12,,생활방범,4,,,,,02-820-2906,37.4997,126.9338,2019-11-22,3190000,서울특별시 동작구
서울특별시동작구청,대방동길 15-1,,생활방범,4,,,,,02-820-2906,37.501,126.9275,2019-11-22,3190000,서울특별시 동작구
서울특별시동작구청,사당로16다길 92,,생활방범,4,,,,,02-820-2906,37.4843,126.9685,2019-11-22,3190000,서울특별시 동작구
서울특별시동작구청,사당로16가길 56,,생활방범,5,,,,,02-820-2906,37.4838,126.9705,2019-11-22,3190000,서울특별시 동작구
서울특별시동작구청,사당로17나길 8,,생활방범,4,,,,,02-820-2906,37.4842,126.9732,2019-11-22,3190000,서울특별시 동작구
서울특별시동작구청,동작대로27가길 45,,생활방범,4,,,,,02-820-2906,37.4855,126.9811,2019-11-22,3190000,서울특별시 동작구
서울특별시동작구청,남부순환로269길 48,,생활방범,5,,,,,02-820-2906,37.4783,126.9766,2019-11-22,3190000,서울특별시 동작구
서울특별시동작구청,서달로14나길 24-5,,생활방범,4,,,,,02-820-2906,37.5073,126.9628,2019-11-22,3190000,서울특별시 동작구
서울특별시동작구청,상도로12길 5,,생활방범,4,,,,,02-820-2906,37.4994,126.93,2019-11-22,3190000,서울특별시 동작구
서울특별시동작구청,상도로 162,,생활방범,4,,,,,02-820-2906,37.5037,126.9373,2019-11-22,3190000,서울특별시 동작구
서울특별시동작구청,상도로47사길 4,,생활방범,4,,,,,02-820-2906,37.5033,126.9534,2019-11-22,3190000,서울특별시 동작구
서울특별시동작구청,노량진로8나길 15,,생활방범,3,,,,,02-820-2906,37.5118,126.937,2019-11-22,3190000,서울특별시 동작구
서울특별시동작구청,노량진로14길 8,,생활방범,4,,,,,02-820-2906,37.5131,126.9421,2019-11-22,3190000,서울특별시 동작구
서울특별시동작구청,성대로16길 16,,생활방범,4,,,,,02-820-2906,37.4975,126.9369,2019-11-22,3190000,서울특별시 동작구
서울특별시동작구청,성대로6가길 71,,생활방범,3,,,,,02-820-2906,37.4962,126.9342,2019-11-22,3190000,서울특별시 동작구
서울특별시동작구청,보라매로15길 16,,생활방범,3,,,,,02-820-2906,37.4972,126.9268,2019-11-22,3190000,서울특별시 동작구
서울특별시동작구청,사당로10가길 22,,생활방범,3,,,,,02-820-2906,37.4826,126.9679,2019-11-22,3190000,서울특별시 동작구
서울특별시동작구청,사당로16길 30,,생활방범,4,,,,,02-820-2906,37.4822,126.9729,2019-11-22,3190000,서울특별시 동작구
서울특별시동작구청,사당로29가길 31-1,,생활방범,4,,,,,02-820-2906,37.4865,126.9792,2019-11-22,3190000,서울특별시 동작구
서울특별시동작구청,동작대로33바길 41,,생활방범,4,,,,,02-820-2906,37.4919,126.9771,2019-11-22,3190000,서울특별시 동작구
