발생년,발생년월일,주야,요일,사망자수,사상자수,중상자수,경상자수,부상신고자수,발생지시도,발생지시군구,사고유형_대분류,사고유형_중분류,사고유형,법규위반,도로형태_대분류,도로형태,가해자_당사자종별_대분류,가해자_당사자종별,피해자_당사자종별_대분류,피해자_당사자종별,발생위치X_UTMK,발생위치Y_UTMK,경도,위도
2018,20180428,야,토,1,1,0,0,0,서울,성북구,차대차,기타,기타,신호위반,교차로,교차로부근,이륜차,이륜차,이륜차,이륜차,958854,1955803.8,127.0338697,37.60073006
2018,20180213,야,화,1,1,0,0,0,서울,성북구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,보행자,보행자,959121,1956399,127.0368611,37.60610663
2018,20180310,야,토,1,1,0,0,0,서울,성북구,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,959009,1955220,127.0356583,37.59547506
2018,20180821,주,화,1,1,0,0,0,서울,구로구,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내,승용차,승용차,자전거,자전거,946176,1942533,126.8912244,37.48046447
2018,20180324,야,토,1,1,0,0,0,서울,서초구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,956552,1943581,127.0085157,37.49045686
2018,20180223,주,금,1,1,0,0,0,서울,양천구,차대차,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,건설기계,건설기계,940550,1946385,126.8272841,37.51483774
2018,20181114,주,수,1,1,0,0,0,서울,노원구,차대차,측면충돌,측면충돌,직진 및 우회전차의 통행방해,교차로,교차로내,이륜차,이륜차,승용차,승용차,963839,1958244,127.0902211,37.62293375
2018,20180601,야,금,1,2,0,1,0,서울,노원구,차량단독,공작물충돌,공작물충돌,과속,단일로,기타단일로,이륜차,이륜차,없음,없음,962616,1962794,127.0761294,37.66389487
2018,20180313,야,화,1,2,1,0,0,서울,은평구,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내,원동기장치자전거,원동기장치자전거,승용차,승용차,948085,1957300,126.9117701,37.61367048
2018,20180901,야,토,1,1,0,0,0,서울,서초구,차대사람,기타,기타,안전운전 의무 불이행,기타,기타,승용차,승용차,보행자,보행자,955147,1943257,126.9926427,37.48746935
2018,20180928,야,금,1,1,0,0,0,서울,서초구,차대사람,횡단중,횡단중,안전운전 의무 불이행,불명,불명,승용차,승용차,보행자,보행자,955814,1942162,127.0002529,37.47763189
2018,20180110,야,수,1,2,0,0,1,서울,중구,차대사람,보도통행중,보도통행중,기타(운전자법규위반),단일로,기타단일로,승용차,승용차,보행자,보행자,956090,1951798,127.0027984,37.56449716
2018,20180821,야,화,1,1,0,0,0,서울,중구,차대사람,기타,기타,안전운전 의무 불이행,교차로,교차로부근,승합차,승합차,보행자,보행자,954376,1951967,126.9833806,37.56593706
2018,20180402,야,월,1,1,0,0,0,서울,서대문구,차대차,정면충돌,정면충돌,중앙선 침범,단일로,기타단일로,이륜차,이륜차,승용차,승용차,950673,1954890,126.941255,37.59209148
2018,20180630,야,토,1,1,0,0,0,서울,용산구,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,이륜차,이륜차,없음,없음,956761,1947988,127.0106206,37.53018837
2018,20180223,야,금,1,6,0,5,0,서울,강북구,차대차,정면충돌,정면충돌,중앙선 침범,단일로,기타단일로,승용차,승용차,승합차,승합차,958023,1959206,127.0242605,37.63135713
2018,20180224,야,토,1,1,0,0,0,서울,동대문구,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로횡단보도내,승용차,승용차,보행자,보행자,960672,1951888,127.054675,37.56551545
2018,20180307,주,수,1,1,0,0,0,서울,동대문구,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로횡단보도내,화물차,화물차,보행자,보행자,962041,1953347,127.0701006,37.57872331
2018,20181206,주,목,1,1,0,0,0,서울,광진구,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로횡단보도내,승합차,승합차,보행자,보행자,964208,1948640,127.0948719,37.53638429
2018,20181009,주,화,1,1,0,0,0,서울,마포구,차대사람,횡단중,횡단중,신호위반,단일로,기타단일로,건설기계,건설기계,보행자,보행자,951870,1951044,126.9550659,37.55749033
2018,20180204,주,일,1,1,0,0,0,서울,마포구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승합차,승합차,보행자,보행자,950602,1950921,126.9407184,37.55631458
2018,20181101,주,목,1,1,0,0,0,서울,영등포구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,보행자,보행자,946256,1945919,126.8918818,37.5109877
2018,20180720,주,금,1,1,0,0,0,서울,영등포구,차대차,측면충돌,측면충돌,안전운전 의무 불이행,단일로,기타단일로,건설기계,건설기계,자전거,자전거,947506,1946469,126.9059857,37.51601691
2018,20180829,주,수,1,1,0,0,0,서울,영등포구,차대사람,횡단중,횡단중,신호위반,교차로,교차로부근,화물차,화물차,보행자,보행자,949967,1946752,126.9338134,37.51870441
2018,20180903,주,월,1,3,2,0,0,서울,영등포구,차대사람,보도통행중,보도통행중,기타(운전자법규위반),단일로,기타단일로,승용차,승용차,보행자,보행자,947447,1947089,126.9052737,37.5216017
2018,20180617,야,일,1,1,0,0,0,서울,영등포구,차대차,측면충돌,측면충돌,안전운전 의무 불이행,교차로,교차로내,자전거,자전거,승용차,승용차,947126,1944265,126.9018444,37.49613019
2018,20180809,야,목,1,1,0,0,0,서울,영등포구,차대사람,기타,기타,안전운전 의무 불이행,교차로,교차로내,승용차,승용차,보행자,보행자,947067,1944315,126.9011733,37.49657747
2018,20180316,주,금,1,1,0,0,0,서울,영등포구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승합차,승합차,보행자,보행자,946481,1946557,126.8943811,37.51675117
2018,20180311,야,일,1,2,0,1,0,서울,성동구,차대차,정면충돌,정면충돌,중앙선 침범,단일로,기타단일로,이륜차,이륜차,승용차,승용차,958101,1951844,127.025566,37.56500547
2018,20180115,야,월,1,1,0,0,0,서울,성동구,차대사람,횡단중,횡단중,안전운전 의무 불이행,기타,기타,승용차,승용차,보행자,보행자,958632,1951659,127.0315889,37.56336202
2018,20180712,주,목,1,1,0,0,0,서울,동작구,차대사람,차도통행중,차도통행중,기타(운전자법규위반),단일로,기타단일로,화물차,화물차,보행자,보행자,949015,1944677,126.9231848,37.4999499
2018,20180104,주,목,1,1,0,0,0,서울,중랑구,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,교차로,교차로부근,승용차,승용차,보행자,보행자,962641,1957216,127.0766982,37.61362022
2018,20180227,야,화,1,1,0,0,0,서울,강남구,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내,승용차,승용차,승용차,승용차,958528,1946177,127.0307211,37.51394641
2018,20180530,주,수,1,1,0,0,0,서울,강서구,차대차,측면충돌,측면충돌,안전거리 미확보,단일로,기타단일로,자전거,자전거,승용차,승용차,944606,1950281,126.8728838,37.55020516
2018,20180322,주,목,1,2,1,0,0,서울,강동구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,966878,1949043,127.1250747,37.5401165
2018,20180310,주,토,1,1,0,0,0,서울,송파구,차대사람,기타,기타,안전운전 의무 불이행,교차로,교차로부근,승용차,승용차,보행자,보행자,963866,1945672,127.0911469,37.50961917
2018,20180718,야,수,1,2,0,1,0,서울,송파구,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,교차로,교차로부근,승용차,승용차,보행자,보행자,964380,1945037,127.0969934,37.50391563
2018,20180920,주,목,1,1,0,0,0,서울,성북구,차대사람,횡단중,횡단중,보행자 보호의무 위반,교차로,교차로횡단보도내,건설기계,건설기계,보행자,보행자,960194,1957235,127.0489718,37.61368876
2018,20180924,야,월,1,2,0,1,0,서울,서초구,차대차,측면충돌,측면충돌,중앙선 침범,단일로,기타단일로,승용차,승용차,승용차,승용차,957817,1944239,127.0227872,37.49644631
2018,20180706,야,금,1,1,0,0,0,서울,도봉구,차대사람,기타,기타,안전운전 의무 불이행,교차로,교차로내,건설기계,건설기계,보행자,보행자,959199,1960300,127.037527,37.64127052
2018,20181009,주,화,1,1,0,0,0,서울,은평구,차대차,기타,기타,신호위반,교차로,교차로내,이륜차,이륜차,승합차,승합차,949066,1957684,126.9228582,37.61718636
2018,20181218,야,화,1,1,0,0,0,서울,은평구,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,947755,1960927,126.9077718,37.64634188
2018,20181029,주,월,1,1,0,0,0,서울,강남구,차대차,기타,기타,안전거리 미확보,단일로,기타단일로,승합차,승합차,승용차,승용차,961227,1943892,127.0613815,37.49346819
2018,20181114,야,수,1,1,0,0,0,서울,강남구,차대차,기타,기타,신호위반,교차로,교차로내,이륜차,이륜차,화물차,화물차,959935,1943965,127.0467622,37.494071
2018,20180119,야,금,1,2,0,1,0,서울,금천구,차대사람,차도통행중,차도통행중,과속,단일로,기타단일로,승용차,승용차,보행자,보행자,946692,1938836,126.8973279,37.44717251
2018,20180518,야,금,1,1,0,0,0,서울,서대문구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,948336,1952410,126.9149591,37.56961078
2018,20180811,야,토,1,1,0,0,0,서울,용산구,차대사람,횡단중,횡단중,보행자 보호의무 위반,단일로,기타단일로,승용차,승용차,보행자,보행자,955810,1948639,126.9998183,37.53601092
2018,20181017,야,수,1,1,0,0,0,서울,성북구,차대사람,횡단중,횡단중,신호위반,교차로,교차로내,화물차,화물차,보행자,보행자,956678,1957451,127.0091217,37.61547662
2018,20180722,야,일,1,1,0,0,0,서울,강북구,차대사람,횡단중,횡단중,보행자 보호의무 위반,교차로,교차로내,승합차,승합차,보행자,보행자,957079,1959504,127.0135447,37.63399943
2018,20180326,주,월,1,1,0,0,0,서울,동대문구,차대차,측면충돌,측면충돌,교차로 통행방법 위반,교차로,교차로내,화물차,화물차,자전거,자전거,961933,1954537,127.0688157,37.58944466
2018,20181119,주,월,1,1,0,0,0,서울,동대문구,차대차,기타,기타,안전운전 의무 불이행,교차로,교차로내,화물차,화물차,자전거,자전거,961188.5,1955305.2,127.0603422,37.59633754
2018,20181009,주,화,1,1,0,0,0,서울,동대문구,차대차,기타,기타,안전거리 미확보,교차로,교차로횡단보도내,자전거,자전거,화물차,화물차,958590,1952836,127.0310469,37.57396874
2018,20181211,주,화,1,1,0,0,0,서울,동대문구,차대사람,기타,기타,보행자 보호의무 위반,교차로,교차로부근,이륜차,이륜차,보행자,보행자,959962,1952954,127.0465774,37.57509301
2018,20180711,야,수,1,1,0,0,0,서울,광진구,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,기타,기타,승용차,승용차,보행자,보행자,961461,1948201,127.0638025,37.53231667
2018,20180303,주,토,1,1,0,0,0,서울,광진구,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,교량위,승용차,승용차,없음,없음,965454.9,1949710.3,127.1089348,37.5460789
2018,20181026,야,금,1,1,0,0,0,서울,마포구,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,없음,없음,946642,1951330,126.8958559,37.55978005
2018,20180827,야,월,1,1,0,0,0,서울,마포구,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,없음,없음,946689,1951370,126.8963851,37.56014329
2018,20180519,야,토,1,1,0,0,0,서울,영등포구,차대차,기타,기타,중앙선 침범,단일로,교량위,승용차,승용차,원동기장치자전거,원동기장치자전거,945392,1947321,126.8820019,37.52357336
2018,20180107,야,일,1,1,0,0,0,서울,영등포구,차대사람,횡단중,횡단중,과속,단일로,기타단일로,승용차,승용차,보행자,보행자,948462,1946568,126.9167962,37.51696312
2018,20180827,야,월,1,1,0,0,0,서울,관악구,차량단독,기타,기타,안전운전 의무 불이행,단일로,기타단일로,자전거,자전거,없음,없음,947812,1942891,126.9097021,37.48378509
2018,20180826,야,일,1,1,0,0,0,서울,관악구,차대사람,횡단중,횡단중,신호위반,교차로,교차로내,이륜차,이륜차,보행자,보행자,947823,1942588,126.909848,37.48105471
2018,20181101,야,목,1,1,0,0,0,서울,금천구,차대사람,횡단중,횡단중,신호위반,교차로,교차로횡단보도내,승용차,승용차,보행자,보행자,946765,1941301,126.897975,37.46939434
2018,20180414,야,토,1,1,0,0,0,서울,동작구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,이륜차,이륜차,보행자,보행자,952659,1945575,126.9643514,37.50823792
2018,20180303,야,토,1,2,0,1,0,서울,중랑구,차대사람,횡단중,횡단중,과속,교차로,교차로횡단보도내,승용차,승용차,보행자,보행자,962906,1952859,127.0799215,37.57436009
2018,20181123,주,금,1,2,0,1,0,서울,중랑구,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내,이륜차,이륜차,승용차,승용차,964432,1955676,127.0970658,37.59981081
2018,20180813,주,월,1,1,0,0,0,서울,중랑구,차대사람,횡단중,횡단중,중앙선 침범,단일로,기타단일로,화물차,화물차,보행자,보행자,964105,1954840,127.0934024,37.592263
2018,20180322,야,목,1,1,0,0,0,서울,중랑구,차대사람,횡단중,횡단중,보행자 보호의무 위반,단일로,기타단일로,특수차,특수차,보행자,보행자,964088,1956382,127.0931342,37.60616082
2018,20180930,주,일,1,1,0,0,0,서울,강남구,차대차,측면충돌,측면충돌,안전운전 의무 불이행,단일로,기타단일로,승합차,승합차,자전거,자전거,958821,1948046,127.0339317,37.53080546
2018,20181114,야,수,1,1,0,0,0,서울,강동구,차대사람,길가장자리구역통행중,길가장자리구역통행중,안전운전 의무 불이행,단일로,지하차도(도로)내,건설기계,건설기계,보행자,보행자,966773,1950260,127.123831,37.55108203
2018,20180408,주,일,1,1,0,0,0,서울,강동구,차대사람,길가장자리구역통행중,길가장자리구역통행중,안전운전 의무 불이행,단일로,지하차도(도로)내,승용차,승용차,보행자,보행자,967868,1947946,127.1363288,37.53026382
2018,20180127,주,토,1,1,0,0,0,서울,송파구,차대사람,횡단중,횡단중,신호위반,단일로,기타단일로,승용차,승용차,보행자,보행자,966388.6,1946238.3,127.1196634,37.51481883
2018,20180721,주,토,1,3,0,2,0,서울,송파구,차대차,측면충돌,측면충돌,신호위반,교차로,교차로부근,승용차,승용차,승합차,승합차,964926,1945678,127.1031401,37.50971415
2018,20181115,야,목,1,4,0,3,0,서울,구로구,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,교차로,교차로부근,승용차,승용차,없음,없음,941821,1944702,126.8417986,37.4997498
2018,20180110,야,수,1,1,0,0,0,서울,구로구,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로내,승합차,승합차,보행자,보행자,941837,1944718,126.8419783,37.49989502
2018,20180126,주,금,1,2,1,0,0,서울,구로구,차대사람,횡단중,횡단중,보행자 보호의무 위반,교차로,교차로횡단보도내,건설기계,건설기계,보행자,보행자,946296,1942580,126.8925782,37.48089507
2018,20181121,주,수,1,1,0,0,0,서울,서초구,차대사람,기타,기타,안전운전 의무 불이행,교차로,교차로횡단보도내,건설기계,건설기계,보행자,보행자,958161,1943306,127.0267318,37.48805249
2018,20180726,야,목,1,1,0,0,0,서울,양천구,차대차,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,화물차,화물차,941251,1948001,126.8350866,37.5294477
2018,20180126,야,금,1,1,0,0,0,서울,노원구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,960789,1964243,127.055337,37.67687864
2018,20180609,야,토,1,1,0,0,0,서울,노원구,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,없음,없음,961183,1959465,127.0600591,37.63383052
2018,20180613,야,수,1,2,0,0,1,서울,노원구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,지하차도(도로)내,승용차,승용차,보행자,보행자,961985,1959488,127.0691473,37.63407136
2018,20180227,주,화,1,1,0,0,0,서울,노원구,차대차,측면충돌,측면충돌,안전거리 미확보,단일로,지하차도(도로)내,자전거,자전거,건설기계,건설기계,961887,1962117,127.0678994,37.65776297
2018,20180226,야,월,1,1,0,0,0,서울,동작구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승합차,승합차,보행자,보행자,954195.2,1942744.9,126.9819086,37.48280691
2018,20181229,주,토,1,3,2,0,0,서울,중구,차대차,추돌,추돌,과속,단일로,터널안,승용차,승용차,건설기계,건설기계,955681,1949858,126.9982846,37.54699189
2018,20180712,야,목,1,1,0,0,0,서울,용산구,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,터널안,이륜차,이륜차,없음,없음,954743,1949755,126.9876727,37.54601793
2018,20180215,야,목,1,1,0,0,0,서울,중구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승합차,승합차,보행자,보행자,953428,1950841,126.972718,37.55574075
2018,20181024,주,수,1,1,0,0,0,서울,용산구,차대차,기타,기타,신호위반,교차로,교차로횡단보도내,승용차,승용차,자전거,자전거,955065,1947423,126.9914605,37.52501478
2018,20180531,야,목,1,1,0,0,0,서울,용산구,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,기타단일로,이륜차,이륜차,보행자,보행자,951856,1947699,126.9551269,37.52734047
2018,20180619,주,화,1,1,0,0,0,서울,성북구,차대차,측면충돌,측면충돌,안전운전 의무 불이행,교차로,교차로내,승용차,승용차,이륜차,이륜차,957808,1953542,127.0221506,37.58029657
2018,20180410,야,화,1,1,0,0,0,서울,강북구,차대사람,기타,기타,안전운전 의무 불이행,교차로,교차로부근,승용차,승용차,보행자,보행자,956819,1960804,127.0105211,37.6457043
2018,20181117,야,토,1,1,0,0,0,서울,동대문구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,959631,1953693,127.0427882,37.58173935
2018,20180307,야,수,1,1,0,0,0,서울,동대문구,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로횡단보도내,승용차,승용차,보행자,보행자,959825,1953487,127.0449967,37.57989111
2018,20181105,주,월,1,2,1,0,0,서울,마포구,차대차,정면충돌,정면충돌,신호위반,교차로,교차로부근,이륜차,이륜차,건설기계,건설기계,949324,1949955,126.9263163,37.54753847
2018,20180514,야,월,1,1,0,0,0,서울,마포구,차대차,측면충돌,측면충돌,중앙선 침범,교차로,교차로부근,승용차,승용차,이륜차,이륜차,948802,1949988,126.9204049,37.54780705
2018,20181029,주,월,1,2,0,1,0,서울,영등포구,차대차,정면충돌,정면충돌,신호위반,교차로,교차로내,이륜차,이륜차,승합차,승합차,947466,1947515,126.9054582,37.52544239
2018,20180315,야,목,1,1,0,0,0,서울,영등포구,차대사람,횡단중,횡단중,과속,단일로,기타단일로,화물차,화물차,보행자,보행자,946973,1945371,126.9000338,37.50608998
2018,20180703,주,화,1,1,0,0,0,서울,금천구,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,교차로,교차로내,건설기계,건설기계,보행자,보행자,946899,1940771,126.8995285,37.46462504
2018,20180726,야,목,1,1,0,0,0,서울,성동구,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,이륜차,이륜차,없음,없음,959131,1952237,127.0372067,37.56859398
2018,20180913,주,목,1,1,0,0,0,서울,성동구,차대사람,횡단중,횡단중,보행자 보호의무 위반,교차로,교차로내,화물차,화물차,보행자,보행자,960632,1948791,127.0543883,37.53759951
2018,20180417,주,화,1,1,0,0,0,서울,동작구,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,기타단일로,승합차,승합차,보행자,보행자,951475,1945423,126.9509654,37.5068064
2018,20181221,주,금,1,1,0,0,0,서울,강남구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,보행자,보행자,959992,1945399,127.047329,37.50699867
2018,20181223,야,일,1,1,0,0,0,서울,강남구,차대사람,횡단중,횡단중,신호위반,단일로,기타단일로,승용차,승용차,보행자,보행자,960781,1947051,127.0561677,37.52192263
2018,20180320,야,화,1,1,0,0,0,서울,강남구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,959059,1945762,127.0367526,37.51022959
2018,20180112,야,금,1,1,0,0,0,서울,강서구,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,교차로,교차로부근,승용차,승용차,보행자,보행자,938157,1953582,126.7996008,37.57954641
2018,20180723,야,월,1,1,0,0,0,서울,강동구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,967145,1948700,127.1281123,37.53703446
2018,20180122,주,월,1,1,0,0,0,서울,강동구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,966981,1949761,127.1262083,37.54659183
2018,20180530,주,수,1,1,0,0,0,서울,송파구,차대차,측면충돌,측면충돌,안전거리 미확보,단일로,기타단일로,건설기계,건설기계,이륜차,이륜차,968808,1943785,127.1471442,37.49279102
2018,20180730,야,월,1,2,1,0,0,서울,송파구,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내,승용차,승용차,원동기장치자전거,원동기장치자전거,967129,1945906,127.1280562,37.51185034
2018,20181029,주,월,1,1,0,0,0,서울,성북구,차대사람,차도통행중,차도통행중,과속,기타,기타,승용차,승용차,보행자,보행자,959003,1955243,127.035589,37.5956821
2018,20180604,주,월,1,1,0,0,0,서울,성북구,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로내,승합차,승합차,보행자,보행자,960042,1956595,127.0472846,37.60791371
2018,20181220,주,목,1,1,0,0,0,서울,구로구,차대사람,기타,기타,안전운전 의무 불이행,교차로,교차로내,건설기계,건설기계,보행자,보행자,942490,1944647,126.8493711,37.49929601
2018,20181126,야,월,1,3,0,1,1,서울,양천구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,943790,1948794,126.8637603,37.53675334
2018,20180807,야,화,1,1,0,0,0,서울,노원구,차대사람,횡단중,횡단중,안전운전 의무 불이행,기타,기타,승용차,승용차,보행자,보행자,962415,1958597,127.0740665,37.62605828
2018,20180719,야,목,1,1,0,0,0,서울,노원구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,962250,1958729,127.0721899,37.62724126
2018,20180718,주,수,1,1,0,0,0,서울,노원구,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,기타단일로,승합차,승합차,보행자,보행자,961472,1957617,127.0634319,37.61718627
2018,20180425,야,수,1,1,0,0,0,서울,노원구,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로내,승용차,승용차,보행자,보행자,962790,1963101,127.0780865,37.66666899
2018,20180715,야,일,1,1,0,0,0,서울,서초구,차대차,정면충돌,정면충돌,중앙선 침범,단일로,기타단일로,이륜차,이륜차,승합차,승합차,954275,1944096,126.9827272,37.49498875
2018,20180813,주,월,1,1,0,0,0,서울,강남구,차대사람,보도통행중,보도통행중,기타(운전자법규위반),단일로,기타단일로,화물차,화물차,보행자,보행자,962385,1943233,127.0745147,37.48757625
2018,20181208,야,토,1,1,0,0,0,서울,강남구,차대차,기타,기타,안전운전 의무 불이행,단일로,기타단일로,자전거,자전거,화물차,화물차,964678,1943323,127.1004472,37.48847802
2018,20180421,주,토,1,1,0,0,0,서울,중구,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,956045,1951940,127.0022804,37.56577489
2018,20181224,야,월,1,1,0,0,0,서울,종로구,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,기타단일로,승합차,승합차,보행자,보행자,953300.5,1952399.8,126.9711752,37.56978405
2018,20180413,야,금,1,1,0,0,0,서울,서대문구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,951633,1955275,126.9521033,37.5956125
2018,20181231,야,월,1,1,0,0,0,서울,용산구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,951972,1948328,126.9563985,37.53301583
2018,20180103,주,수,2,2,0,0,0,서울,용산구,차대사람,보도통행중,보도통행중,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,보행자,보행자,952818,1948859,126.9659394,37.53784554
2018,20180209,야,금,1,1,0,0,0,서울,용산구,차량단독,전도,전도,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,없음,없음,951107,1948480,126.9465984,37.53434037
2018,20181101,주,목,1,1,0,0,0,서울,강북구,차대사람,기타,기타,신호위반,교차로,교차로내,승용차,승용차,보행자,보행자,956835,1960802,127.0107026,37.64568703
2018,20180401,야,일,1,1,0,0,0,서울,동대문구,차대사람,기타,기타,안전운전 의무 불이행,교차로,교차로부근,승용차,승용차,보행자,보행자,962100,1952641,127.0708053,37.57236236
2018,20180406,주,금,1,1,0,0,0,서울,동대문구,차대차,측면충돌,측면충돌,서행 및 일시정지위반,교차로,교차로내,승용차,승용차,이륜차,이륜차,960377,1953845,127.0512288,37.58314179
2018,20180622,야,금,1,1,0,0,0,서울,동대문구,차대차,측면충돌,측면충돌,중앙선 침범,단일로,기타단일로,화물차,화물차,이륜차,이륜차,959504,1953394,127.0413664,37.5790388
2018,20181114,주,수,1,1,0,0,0,서울,광진구,차대차,측면충돌,측면충돌,안전운전 의무 불이행,단일로,교량위,자전거,자전거,승용차,승용차,964133,1946935,127.0941063,37.52101353
2018,20180814,야,화,1,1,0,0,0,서울,마포구,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,기타,기타,이륜차,이륜차,없음,없음,950925,1950959,126.9443726,37.55667435
2018,20180113,야,토,1,3,0,2,0,서울,영등포구,차대사람,기타,기타,과속,교차로,교차로내,승용차,승용차,보행자,보행자,948903,1947385,126.9217294,37.52435142
2018,20181128,야,수,1,1,0,0,0,서울,금천구,차량단독,전복,전복,안전운전 의무 불이행,교차로,교차로내,승용차,승용차,없음,없음,945561,1940798,126.8843971,37.46479055
2018,20180605,야,화,1,2,0,1,0,서울,동작구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승합차,승합차,보행자,보행자,954058,1944863,126.9802245,37.50189118
2018,20180503,주,목,1,1,0,0,0,서울,동작구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승합차,승합차,보행자,보행자,952743,1945157,126.9653286,37.50447468
2018,20180308,야,목,1,1,0,0,0,서울,중랑구,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,보행자,보행자,962590,1955259,127.0762204,37.59597919
2018,20180307,야,수,1,1,0,0,0,서울,관악구,차대사람,횡단중,횡단중,보행자 보호의무 위반,교차로,교차로횡단보도내,승합차,승합차,보행자,보행자,948172,1942190,126.9138232,37.47748709
2018,20180120,야,토,1,1,0,0,0,서울,관악구,차대사람,보도통행중,보도통행중,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,951350,1942723,126.9497297,37.48246402
2018,20180702,야,월,1,1,0,0,0,서울,강남구,차대차,기타,기타,안전운전 의무 불이행,기타,기타,화물차,화물차,승용차,승용차,960483,1947734,127.0527586,37.52806603
2018,20180406,야,금,1,1,0,0,0,서울,강남구,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로부근,승용차,승용차,보행자,보행자,958084,1946742,127.0256649,37.51901888
2018,20180318,주,일,1,3,1,1,0,서울,강남구,차대차,정면충돌,정면충돌,신호위반,교차로,교차로내,이륜차,이륜차,승합차,승합차,960629,1947422,127.0544277,37.52526011
