발생년,발생년월일시,주야,요일,사망자수,사상자수,중상자수,경상자수,부상신고자수,발생지시도,발생지시군구,사고유형_대분류,사고유형_중분류,사고유형,법규위반_대분류,법규위반,도로형태_대분류,도로형태,가해자_당사자종별_대분류,가해자_당사자종별,피해자_당사자종별_대분류,피해자_당사자종별,발생위치X_UTMK,발생위치Y_UTMK,경도,위도
2015,2015-05-06 18:30,야,수,1,1,0,0,0,제주,제주시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,없음,없음,922355,1500581,126.664144,33.49426565
2015,2015-05-06 19:45,야,수,1,1,0,0,0,서울,성북구,차대차,측면충돌,측면충돌,운전자법규위반,신호위반,교차로,교차로내,이륜차,소형,자전거,자전거,955948,1956615,127.0009008,37.60790692
2015,2015-05-06 19:50,야,수,1,1,0,0,0,충남,천안시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,대형,보행자,보행자,973816,1863720,127.2065956,36.77123204
2015,2015-05-06 19:45,야,수,1,1,0,0,0,전남,여수시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,소형,보행자,보행자,1013513,1640722,127.6476567,34.76088905
2015,2015-05-06 20:20,야,수,1,1,0,0,0,전남,해남군,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,소형,보행자,보행자,905692,1595789,126.4745513,34.35147353
2015,2015-05-06 23:15,야,수,1,3,2,0,0,경기,안산시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,없음,없음,942257,1922919,126.8484331,37.30344196
2015,2015-05-07 0:05,야,목,1,1,0,0,0,경기,용인시,차대사람,차도통행중,차도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,중형,보행자,보행자,969939,1921007,127.1608644,37.28751503
2015,2015-05-07 0:57,야,목,1,8,0,7,0,충남,서산시,차량단독,공작물충돌,공작물충돌,정비불량,정비불량 제차의 운전금지위반,단일로,기타단일로,승합차,소형,없음,없음,915934,1855781,126.5589259,36.69630575
2015,2015-05-07 6:07,주,목,1,4,2,1,0,충남,천안시,차대차,추돌,진행중 추돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,화물차,소형,승용차,중형,967265,1883420,127.1323401,36.94861317
2015,2015-05-07 10:55,주,목,1,1,0,0,0,전남,곡성군,차대사람,길가장자리구역통행중,길가장자리구역통행중,운전자법규위반,보행자 보호의무 위반,단일로,횡단보도상,화물차,소형,보행자,보행자,977551,1681876,127.2535924,35.13183515
2015,2015-05-07 11:35,주,목,1,1,0,0,0,대전,동구,차대사람,횡단중,횡단중,운전자법규위반,보행자 보호의무 위반,단일로,횡단보도상,승용차,중형,보행자,보행자,994255,1815911,127.4359807,36.34057358
2015,2015-05-07 12:45,주,목,1,1,0,0,0,경기,시흥시,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,기타/불명,기타/불명,승용차,소형,보행자,보행자,931066,1929137,126.7215866,37.35872282
2015,2015-05-07 15:15,주,목,1,5,0,4,0,전남,해남군,차대차,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,소형,승용차,대형,919569,1627203,126.6224619,34.63590865
2015,2015-05-07 15:40,주,목,1,1,0,0,0,울산,동구,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승합차,대형,보행자,보행자,1173090,1727697,129.4091222,35.53013715
2015,2015-05-07 16:06,주,목,1,1,0,0,0,경남,사천시,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,이륜차,사발이,없음,없음,1049524,1672152,128.0430016,35.04318622
2015,2015-05-07 17:41,주,목,1,1,0,0,0,서울,광진구,차대사람,기타,기타,운전자법규위반,신호위반,단일로,횡단보도부근,승용차,대형,보행자,보행자,963455,1952327,127.0861652,37.56958696
2015,2015-05-07 18:53,야,목,1,4,2,0,1,경북,성주군,차대차,기타,기타,운전자법규위반,중앙선 침범,단일로,기타단일로,특수차,대형,승용차,대형,1074654,1760512,128.3266208,35.83828105
2015,2015-05-07 19:00,야,목,1,1,0,0,0,전남,영암군,차량단독,도로이탈,도로이탈 추락,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,이륜차,사발이,없음,없음,916242,1652174,126.5836835,34.86079716
2015,2015-05-07 19:05,야,목,1,2,0,1,0,경북,상주시,차대차,측면충돌,측면충돌,운전자법규위반,교차로 통행방법 위반,단일로,기타단일로,원동기장치자전거,원동기장치자전거,화물차,소형,1063036,1839676,128.2043512,36.55275823
2015,2015-05-07 20:00,야,목,1,1,0,0,0,서울,용산구,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,건설기계,건설기계,보행자,보행자,952976.4,1947971.6,126.9677891,37.5298553
2015,2015-05-08 8:20,주,금,1,1,0,0,0,서울,성북구,차대차,측면충돌,측면충돌,운전자법규위반,안전거리 미확보,단일로,기타단일로,원동기장치자전거,원동기장치자전거,승용차,중형,958978,1955332,127.0353008,37.59648316
2015,2015-05-08 8:20,주,금,1,1,0,0,0,전북,정읍시,차대차,측면충돌,측면충돌,운전자법규위반,차로위반(진로변경 위반),단일로,기타단일로,자전거,자전거,승용차,소형,942570,1729894,126.8662714,35.56339459
2015,2015-05-08 8:20,주,금,1,1,0,0,0,대구,달성군,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,보행자,보행자,1090081,1757454,128.4970732,35.80941742
2015,2015-05-08 10:10,주,금,1,1,0,0,0,충북,제천시,차량단독,도로이탈,도로이탈 추락,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,농기계,농기계,없음,없음,1059569,1878986,128.1686797,36.90733003
2015,2015-05-08 16:00,주,금,1,1,0,0,0,경남,고성군,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,소형,보행자,보행자,1067817,1673401,128.2436627,35.05338459
2015,2015-05-08 17:45,주,금,1,1,0,0,0,대구,북구,차대차,측면충돌,측면충돌,운전자법규위반,신호위반,단일로,기타단일로,자전거,자전거,승합차,대형,1094452,1767966,128.5466921,35.90376848
2015,2015-05-08 20:50,야,금,1,1,0,0,0,경기,안산시,차대차,기타,기타,운전자법규위반,부당한 회전,교차로,교차로내,자전거,자전거,승용차,소형,938442,1922526,126.8054204,37.29965491
2015,2015-05-08 20:29,야,금,1,1,0,0,0,충북,괴산군,차대사람,길가장자리구역통행중,길가장자리구역통행중,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,승합차,대형,보행자,보행자,1025547,1853913,127.7859386,36.68284195
2015,2015-05-09 4:20,야,토,1,3,1,1,0,전남,순천시,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승합차,소형,없음,없음,997591,1654874,127.4736362,34.88859424
2015,2015-05-09 9:15,주,토,1,1,0,0,0,경기,용인시,차대차,추돌,진행중 추돌,운전자법규위반,교차로 통행방법 위반,교차로,교차로내,화물차,경형,이륜차,소형,988810,1907423,127.3739622,37.16548652
2015,2015-05-09 11:00,주,토,1,2,0,1,0,부산,서구,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,승합차,소형,보행자,보행자,1138654,1680660,129.0214755,35.11157125
2015,2015-05-09 11:05,주,토,2,2,0,0,0,경기,용인시,차대사람,차도통행중,차도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,대형,보행자,보행자,965171,1917424,127.1072427,37.25505224
2015,2015-05-09 12:00,주,토,1,1,0,0,0,충남,논산시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,승용차,소형,보행자,보행자,962527,1801140,127.0831335,36.20669633
2015,2015-05-09 13:10,주,토,3,12,9,0,0,경남,창녕군,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승합차,소형,없음,없음,1102150,1715372,128.625311,35.42887599
2015,2015-05-09 15:30,주,토,1,1,0,0,0,서울,강서구,차대사람,횡단중,횡단중,운전자법규위반,보행자 보호의무 위반,교차로,교차로부근,승용차,중형,보행자,보행자,942027,1951298,126.8436082,37.5592127
2015,2015-05-09 16:57,주,토,1,2,0,1,0,경북,영천시,차대차,정면충돌,정면충돌,운전자법규위반,중앙선 침범,단일로,기타단일로,이륜차,대형,승용차,중형,1137920,1788096,129.0317673,36.08003122
2015,2015-05-09 17:20,주,토,1,1,0,0,0,서울,중랑구,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,터널안,승용차,소형,없음,없음,964169,1953531,127.0941914,37.58046707
2015,2015-05-09 18:03,야,토,1,1,0,0,0,강원,양양군,차량단독,공작물충돌,공작물충돌,운전자법규위반,과속,단일로,기타단일로,이륜차,중형,없음,없음,1095417,2008360,128.5878107,38.07031307
2015,2015-05-09 18:05,야,토,1,1,0,0,0,경남,통영시,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,경형,없음,없음,1065670,1650457,128.218314,34.84664509
2015,2015-05-09 21:29,야,토,1,1,0,0,0,인천,계양구,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,승용차,중형,보행자,보행자,931299,1948108,126.72245,37.52972424
2015,2015-05-09 22:10,야,토,1,1,0,0,0,경기,포천시,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,이륜차,소형,없음,없음,975393,1985354,127.2202318,37.8676632
2015,2015-05-10 0:50,야,일,1,2,1,0,0,전북,전주시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,소형,없음,없음,967407,1757342,127.1392235,35.8120013
2015,2015-05-10 1:45,야,일,1,2,1,0,0,경북,포항시,차대차,추돌,주정차중 추돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,화물차,소형,화물차,소형,1167107,1804968,129.359371,36.2274839
2015,2015-05-10 4:24,야,일,1,1,0,0,0,경기,시흥시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,소형,없음,없음,943009,1931384,126.8562672,37.37978629
2015,2015-05-10 6:40,주,일,1,1,0,0,0,서울,구로구,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승합차,대형,보행자,보행자,946372,1942334,126.8934557,37.47868225
2015,2015-05-10 8:00,주,일,1,1,0,0,0,서울,노원구,차량단독,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,지하차도(도로)내,자전거,자전거,없음,없음,961392,1957405,127.0625366,37.61527211
2015,2015-05-10 13:45,주,일,1,1,0,0,0,경남,밀양시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,보행자,보행자,1124428,1725238,128.8721845,35.51527347
2015,2015-05-10 21:55,야,일,1,1,0,0,0,대구,달서구,차대차,측면충돌,측면충돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,승용차,중형,이륜차,중형,1092580,1758008,128.5247939,35.81417903
2015,2015-05-10 23:40,야,일,1,3,2,0,0,경기,김포시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,승용차,중형,보행자,보행자,921850,1965406,126.6136702,37.68486867
2015,2015-05-10 23:03,야,일,1,1,0,0,0,대구,서구,차대사람,기타,기타,운전자법규위반,신호위반,교차로,교차로내,승합차,중형,보행자,보행자,1095234,1764265,128.5549141,35.87032968
2015,2015-05-11 0:40,야,월,1,1,0,0,0,경기,고양시,차대사람,횡단중,횡단중,운전자법규위반,신호위반,교차로,교차로내,승용차,경형,보행자,보행자,941683,1966612,126.8384914,37.69721406
2015,2015-05-11 1:20,야,월,1,1,0,0,0,전북,익산시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,없음,없음,948740,1768713,126.9318721,35.91372125
2015,2015-05-11 10:08,주,월,1,1,0,0,0,전남,광양시,차대차,측면충돌,측면충돌,운전자법규위반,신호위반,교차로,교차로내,건설기계,건설기계,승용차,경형,1017276,1660527,127.6891832,34.93942612
2015,2015-05-11 13:50,주,월,1,3,0,2,0,광주,동구,차대차,측면충돌,측면충돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,승용차,대형,승용차,중형,947551,1684222,126.9241642,35.15187172
2015,2015-05-11 14:30,주,월,1,3,1,1,0,강원,횡성군,차대차,추돌,진행중 추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,소형,화물차,대형,1066072.2,1946361.6,128.2476428,37.51417631
2015,2015-05-11 15:30,주,월,1,2,1,0,0,충남,당진시,차대차,측면충돌,측면충돌,운전자법규위반,교차로 통행방법 위반,교차로,교차로내,승용차,중형,화물차,소형,933813,1867539,126.7580347,36.80370669
2015,2015-05-11 17:12,주,월,1,1,0,0,0,서울,도봉구,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,승용차,중형,보행자,보행자,958444,1962708,127.0288323,37.66294028
2015,2015-05-11 17:35,주,월,1,1,0,0,0,경북,안동시,차대사람,횡단중,횡단중,운전자법규위반,신호위반,단일로,기타단일로,원동기장치자전거,원동기장치자전거,보행자,보행자,1111634,1841129,128.7474945,36.56141059
2015,2015-05-11 20:55,야,월,1,1,0,0,0,경기,남양주시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,보행자,보행자,976848,1961218,127.2375439,37.65015935
2015,2015-05-11 21:25,야,월,1,1,0,0,0,제주,제주시,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,소형,없음,없음,888429.4,1495365.1,126.2996396,33.44422884
2015,2015-05-11 22:50,야,월,1,1,0,0,0,경기,김포시,차대차,추돌,주정차중 추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,소형,승합차,대형,923890,1964168,126.6369335,37.67388297
2015,2015-05-12 3:15,야,화,1,2,0,1,0,서울,마포구,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,대형,없음,없음,948960,1949506,126.922227,37.54347148
2015,2015-05-12 4:17,야,화,1,2,1,0,0,경기,화성시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,없음,없음,939857,1910939,126.8223212,37.19530904
2015,2015-05-12 8:58,주,화,1,5,1,3,0,광주,북구,차대차,정면충돌,정면충돌,운전자법규위반,중앙선 침범,단일로,기타단일로,승용차,중형,승용차,중형,943773,1686741,126.8825161,35.1743805
2015,2015-05-12 10:20,주,화,1,1,0,0,0,충북,제천시,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,중형,보행자,보행자,1063188,1904814,128.2114691,37.13990027
2015,2015-05-12 11:00,주,화,1,1,0,0,0,부산,사하구,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,이륜차,중형,없음,없음,1132940.7,1680891.5,128.9588381,35.11442865
2015,2015-05-12 11:30,주,화,2,3,1,0,0,전북,완주군,차대차,측면충돌,측면충돌,운전자법규위반,신호위반,교차로,교차로내,건설기계,건설기계,승합차,소형,958098,1758737,127.0361103,35.82422512
2015,2015-05-12 13:20,주,화,1,1,0,0,0,충남,논산시,차대차,측면충돌,측면충돌,운전자법규위반,교차로 통행방법 위반,교차로,교차로내,화물차,소형,이륜차,소형,963058,1800505,127.0890704,36.20099198
2015,2015-05-12 20:37,야,화,1,1,0,0,0,전남,강진군,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,소형,없음,없음,934613,1630955,126.7862962,34.6708119
2015,2015-05-12 23:06,야,화,1,1,0,0,0,서울,금천구,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,보행자,보행자,947188,1937481,126.9030321,37.434988
2015,2015-05-12 23:25,야,화,1,1,0,0,0,경기,안산시,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,보행자,보행자,943079,1922958,126.857705,37.30384419
2015,2015-05-13 2:24,야,수,1,1,0,0,0,서울,관악구,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,대형,보행자,보행자,951489,1943167,126.9512726,37.48647322
2015,2015-05-13 3:28,야,수,1,1,0,0,0,울산,울주군,차대사람,길가장자리구역통행중,길가장자리구역통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,보행자,보행자,1159247,1730527,129.2570621,35.55796216
2015,2015-05-13 5:50,야,수,1,2,1,0,0,전남,목포시,차대사람,보도통행중,보도통행중,운전자법규위반,기타(운전자법규위반),단일로,기타단일로,승용차,중형,보행자,보행자,900089,1646275,126.4076978,34.80615171
2015,2015-05-13 6:00,주,수,1,1,0,0,0,충남,보령시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,대형,없음,없음,919483,1815671,126.602834,36.33505952
2015,2015-05-13 14:40,주,수,1,1,0,0,0,전남,보성군,차대차,측면충돌,측면충돌,운전자법규위반,과속,교차로,교차로내,승용차,중형,이륜차,중형,984418,1649222,127.3295778,34.83750999
2015,2015-05-13 18:20,야,수,1,1,0,0,0,전남,해남군,차량단독,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,자전거,자전거,없음,없음,920022,1612329,126.6288039,34.50182475
2015,2015-05-13 20:30,야,수,1,1,0,0,0,충남,논산시,차량단독,전도전복,전도전복,운전자법규위반,기타(운전자법규위반),단일로,기타단일로,원동기장치자전거,원동기장치자전거,없음,없음,969709,1803093,127.1629524,36.22455515
2015,2015-05-13 20:30,야,수,1,1,0,0,0,전남,여수시,차대사람,횡단중,횡단중,운전자법규위반,과속,단일로,기타단일로,승용차,대형,보행자,보행자,1013603,1642763,127.6486731,34.77929309
2015,2015-05-13 21:50,야,수,1,1,0,0,0,경북,청송군,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,소형,없음,없음,1137610,1809473,129.0320725,36.27273439
2015,2015-05-13 22:30,야,수,1,1,0,0,0,전북,전주시,차대차,측면충돌,측면충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,소형,자전거,자전거,970709,1759286,127.1757019,35.82963267
2015,2015-05-14 2:20,야,목,1,2,1,0,0,충북,청주시,차대차,측면충돌,측면충돌,운전자법규위반,신호위반,교차로,교차로내,승용차,중형,승용차,중형,996247,1859952,127.4579641,36.73761863
2015,2015-05-14 6:30,주,목,1,1,0,0,0,충북,청주시,차대차,기타,기타,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,승용차,소형,자전거,자전거,999587,1847087.7,127.4953811,36.62165537
2015,2015-05-14 7:50,주,목,1,1,0,0,0,광주,북구,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,경형,보행자,보행자,942037,1691205,126.8631383,35.21453189
2015,2015-05-14 9:35,주,목,1,1,0,0,0,경기,구리시,차대사람,기타,기타,운전자법규위반,중앙선 침범,단일로,기타단일로,승용차,경형,보행자,보행자,967606,1956685,127.1329772,37.60902253
2015,2015-05-14 12:45,주,목,1,1,0,0,0,대전,동구,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,보행자,보행자,994347,1815993,127.4370053,36.34131339
2015,2015-05-14 16:08,주,목,1,1,0,0,0,전남,순천시,차대차,기타,기타,운전자법규위반,교차로 통행방법 위반,교차로,교차로내,원동기장치자전거,원동기장치자전거,승합차,소형,1001316,1661115,127.514412,34.94487487
2015,2015-05-14 18:20,야,목,1,1,0,0,0,경기,평택시,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,자전거,자전거,없음,없음,961883,1891649,127.0714782,37.0225885
2015,2015-05-14 19:50,야,목,1,1,0,0,0,경기,고양시,차대차,측면충돌,측면충돌,운전자법규위반,신호위반,교차로,교차로내,승합차,대형,이륜차,소형,937174,1960644,126.787862,37.64312821
2015,2015-05-14 20:50,야,목,1,7,1,4,1,경북,칠곡군,차대차,측면충돌,측면충돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,승용차,소형,승용차,중형,1081982,1787756,128.4105679,36.08329657
2015,2015-05-14 22:50,야,목,1,1,0,0,0,전북,전주시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,보행자,보행자,965921,1758956,127.1227062,35.82650267
2015,2015-05-15 2:55,야,금,1,1,0,0,0,전북,익산시,차대사람,차도통행중,차도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,보행자,보행자,951609,1774071,126.9633422,35.96217329
2015,2015-05-15 5:25,야,금,1,1,0,0,0,경기,안산시,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,승용차,중형,보행자,보행자,942404,1923714,126.8500301,37.31061672
2015,2015-05-15 11:40,주,금,1,2,0,1,0,충북,충주시,차대차,기타,기타,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,화물차,소형,화물차,소형,1038249,1894897,127.9301709,37.05186099
2015,2015-05-15 11:00,주,금,1,1,0,0,0,충남,예산군,차대차,측면충돌,측면충돌,운전자법규위반,직진 및 우회전차의 통행방해,교차로,교차로내,승용차,경형,이륜차,소형,934188,1858256,126.7630392,36.72005548
2015,2015-05-15 11:20,주,금,2,3,1,0,0,전북,진안군,차량단독,도로이탈,도로이탈 기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,없음,없음,993509,1750915,127.4282017,35.75457367
2015,2015-05-15 15:30,주,금,1,1,0,0,0,부산,강서구,차대차,측면충돌,측면충돌,운전자법규위반,차로위반(진로변경 위반),단일로,기타단일로,승용차,중형,이륜차,소형,1130627.1,1680583.2,128.933408,35.11195236
2015,2015-05-15 15:00,주,금,1,1,0,0,0,경북,칠곡군,차대차,측면충돌,측면충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,대형,자전거,자전거,1080635,1776548,128.3944654,35.98237152
2015,2015-05-15 20:13,야,금,1,1,0,0,0,경북,포항시,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,없음,없음,1168569,1772778,129.3687513,35.93716615
2015,2015-05-15 21:22,야,금,1,4,2,1,0,충남,금산군,차대차,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,대형,승용차,중형,1004844,1784498,127.553785,36.05737024
2015,2015-05-15 22:04,야,금,1,2,0,1,0,충북,청주시,차대차,기타,기타,운전자법규위반,교차로 통행방법 위반,교차로,교차로내,승용차,중형,이륜차,소형,998059,1846404,127.478294,36.61548992
2015,2015-05-15 23:50,야,금,1,1,0,0,0,경기,파주시,차대사람,횡단중,횡단중,운전자법규위반,과속,단일로,기타단일로,승용차,소형,보행자,보행자,940424,1971020,126.8238501,37.73686109
2015,2015-05-16 0:45,야,토,1,3,2,0,0,대구,달성군,차대차,측면충돌,측면충돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,화물차,소형,승용차,대형,1086234,1748586,128.4535427,35.72981768
2015,2015-05-16 1:50,야,토,1,4,1,2,0,경기,화성시,차대차,측면충돌,측면충돌,운전자법규위반,신호위반,교차로,교차로내,이륜차,소형,승용차,중형,961898,1912404,127.0705916,37.20967467
2015,2015-05-16 2:40,야,토,1,1,0,0,0,서울,광진구,차대사람,횡단중,횡단중,운전자법규위반,보행자 보호의무 위반,교차로,교차로부근,승용차,중형,보행자,보행자,963521,1951636,127.0869469,37.56336137
2015,2015-05-16 2:15,야,토,1,1,0,0,0,부산,부산진구,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,보행자,보행자,1141816,1685808,129.0570448,35.15753443
2015,2015-05-16 2:00,야,토,1,1,0,0,0,경기,화성시,차대차,정면충돌,정면충돌,운전자법규위반,중앙선 침범,단일로,기타단일로,승용차,중형,승용차,소형,948437,1903826,126.9194845,37.13170804
2015,2015-05-16 5:18,야,토,1,1,0,0,0,경북,칠곡군,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,없음,없음,1092774,1783517,128.5299193,36.04411399
2015,2015-05-16 10:43,주,토,1,1,0,0,0,강원,영월군,차대사람,횡단중,횡단중,운전자법규위반,보행자 보호의무 위반,단일로,횡단보도상,승용차,중형,보행자,보행자,1085735,1909859,128.4658883,37.18357487
2015,2015-05-16 10:10,주,토,2,2,0,0,0,경북,구미시,차대차,기타,기타,운전자법규위반,중앙선 침범,단일로,기타단일로,원동기장치자전거,원동기장치자전거,승용차,중형,1076727,1792136,128.3526336,36.12321058
2015,2015-05-16 10:15,주,토,1,1,0,0,0,제주,제주시,차량단독,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,없음,없음,896523,1500211,126.3861429,33.48874141
2015,2015-05-16 10:10,주,토,1,3,2,0,0,광주,광산구,차대차,측면충돌,측면충돌,운전자법규위반,교차로 통행방법 위반,교차로,교차로내,화물차,중형,화물차,소형,935323,1689158,126.7895346,35.19566474
2015,2015-05-16 12:35,주,토,1,1,0,0,0,경기,이천시,차대차,기타,기타,운전자법규위반,부당한 회전,교차로,교차로내,원동기장치자전거,원동기장치자전거,승용차,소형,996307,1917881,127.4583523,37.25981573
2015,2015-05-16 14:22,주,토,1,1,0,0,0,경기,성남시,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,화물차,소형,보행자,보행자,965473,1926687,127.1102177,37.33855802
2015,2015-05-16 16:30,주,토,1,1,0,0,0,서울,중랑구,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,원동기장치자전거,원동기장치자전거,없음,없음,964157,1953940,127.0940355,37.58415305
2015,2015-05-16 16:00,주,토,2,2,0,0,0,충남,당진시,차대차,정면충돌,정면충돌,운전자법규위반,중앙선 침범,단일로,기타단일로,이륜차,대형,화물차,중형,920908,1890582,126.6109755,37.01041403
2015,2015-05-16 18:15,야,토,2,4,2,0,0,경기,의정부시,차대차,측면충돌,측면충돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,승용차,중형,승용차,중형,959044,1970455,127.0351993,37.73279148
2015,2015-05-16 18:00,야,토,1,1,0,0,0,경기,포천시,차대차,측면충돌,측면충돌,운전자법규위반,직진 및 우회전차의 통행방해,교차로,교차로내,화물차,중형,원동기장치자전거,원동기장치자전거,983110,1989953,127.3078616,37.90928987
2015,2015-05-16 19:46,야,토,1,1,0,0,0,경북,울진군,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,없음,없음,1166411,1899474,129.3721393,37.07912038
2015,2015-05-16 21:00,야,토,1,1,0,0,0,경북,포항시,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,소형,없음,없음,1156208,1786201,129.2344236,36.06018653
2015,2015-05-16 22:25,야,토,1,1,0,0,0,대전,유성구,차대사람,횡단중,횡단중,운전자법규위반,과속,단일로,기타단일로,승용차,중형,보행자,보행자,982316,1815554,127.3029471,36.33720977
