사고번호,사고일시,요일,시군구,X,Y,사고내용,사망자수,중상자수,경상자수,부상신고자수,사고유형,법규위반,노면상태,기상상태,도로형태,가해운전자 차종,가해운전자 성별,가해운전자 연령,가해운전자 상해정도,피해운전자 차종,피해운전자 성별,피해운전자 연령,피해운전자 상해정도
2.01E+15,2013년 10월 25일 19시,금요일,서울특별시 도봉구 창동,127.044061,37.647747,경상사고,0,0,1,0,차대사람 - 횡단중,미분류,포장 - 건조,맑음,교차로 - 교차로안,승용,남,37세,상해없음,보행자,여,3세,경상
2.01E+15,2013년 10월 28일 12시,월요일,서울특별시 광진구 구의동,127.092967,37.544415,부상신고사고,0,0,0,1,차대사람 - 횡단중,미분류,포장 - 건조,맑음,단일로 - 기타,승용,남,56세,상해없음,보행자,남,8세,부상신고
2.01E+15,2013년 10월 28일 15시,월요일,서울특별시 광진구 중곡동,127.088785,37.563521,중상사고,0,1,0,0,차대사람 - 길가장자리구역통행중,미분류,포장 - 건조,맑음,단일로 - 기타,승용,남,55세,상해없음,보행자,남,9세,중상
2.01E+15,2013년 11월 6일 18시,수요일,서울특별시 양천구 목동,126.87452,37.536047,경상사고,0,0,2,0,차대사람 - 횡단중,신호위반,포장 - 습기,흐림,교차로 - 교차로안,승용,남,72세,상해없음,보행자,여,32세,경상
2.01E+15,2013년 11월 11일 15시,월요일,서울특별시 성북구 정릉동,126.997772,37.615521,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,기타불명,기타불명,기타불명,보행자,남,9세,경상
2.01E+15,2013년 12월 2일 14시,월요일,서울특별시 은평구 역촌동,126.914622,37.604586,부상신고사고,0,0,0,1,차대사람 - 횡단중,미분류,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,59세,상해없음,보행자,남,9세,부상신고
2.01E+15,2013년 12월 10일 08시,화요일,서울특별시 구로구 개봉동,126.851943,37.494229,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,단일로 - 기타,승용,남,46세,상해없음,보행자,남,9세,중상
2.01E+15,2013년 12월 23일 16시,월요일,서울특별시 은평구 응암동,126.923123,37.593842,경상사고,0,0,1,0,차대사람 - 횡단중,미분류,포장 - 건조,맑음,단일로 - 기타,승용,남,37세,기타불명,보행자,남,10세,경상
2.01E+15,2014년 1월 14일 16시,화요일,서울특별시 동대문구 이문동,127.063251,37.599462,중상사고,0,1,0,0,차대사람 - 횡단중,미분류,포장 - 건조,맑음,단일로 - 기타,승용,남,58세,상해없음,보행자,여,9세,중상
2.01E+15,2014년 1월 23일 16시,목요일,서울특별시 강동구 고덕동,127.157468,37.563661,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,단일로 - 기타,승용,남,57세,상해없음,보행자,남,7세,중상
2.01E+15,2014년 2월 6일 20시,목요일,서울특별시 송파구 잠실동,127.083383,37.511966,경상사고,0,0,1,0,차대사람 - 기타,보행자보호의무위반,포장 - 건조,흐림,교차로 - 교차로부근,승용,남,48세,상해없음,보행자,여,12세,경상
2.01E+15,2014년 2월 13일 14시,목요일,서울특별시 강동구 명일동,127.150808,37.549062,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,단일로 - 기타,승용,여,38세,상해없음,보행자,남,7세,중상
2.01E+15,2014년 2월 14일 16시,금요일,서울특별시 구로구 항동,126.824591,37.481039,경상사고,0,0,1,0,차대사람 - 길가장자리구역통행중,미분류,포장 - 건조,맑음,단일로 - 기타,승용,남,63세,상해없음,보행자,여,10세,경상
2.01E+15,2014년 2월 21일 17시,금요일,서울특별시 동작구 상도동,126.944078,37.498711,중상사고,0,1,0,0,차대사람 - 횡단중,신호위반,포장 - 건조,맑음,단일로 - 횡단보도상,승합,남,27세,상해없음,보행자,여,5세,중상
2.01E+15,2014년 3월 15일 19시,토요일,서울특별시 노원구 하계동,127.072505,37.637648,중상사고,0,1,0,0,차대사람 - 횡단중,신호위반,포장 - 건조,맑음,교차로 - 교차로안,이륜,남,22세,상해없음,보행자,남,10세,중상
2.01E+15,2014년 3월 17일 16시,월요일,서울특별시 동대문구 제기동,127.037237,37.583781,중상사고,0,1,0,0,차대사람 - 횡단중,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승용,남,32세,상해없음,보행자,여,8세,중상
2.01E+15,2014년 3월 20일 13시,목요일,서울특별시 은평구 갈현동,126.913571,37.621551,경상사고,0,0,1,0,차대사람 - 차도통행중,미분류,포장 - 건조,흐림,교차로 - 교차로부근,승용,남,30세,상해없음,보행자,남,7세,경상
2.01E+15,2014년 3월 21일 15시,금요일,서울특별시 강서구 화곡동,126.84727,37.540704,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,단일로 - 횡단보도상,승용,남,55세,상해없음,보행자,남,8세,중상
2.01E+15,2014년 3월 25일 15시,화요일,서울특별시 노원구 공릉동,127.091015,37.630503,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,교차로 - 교차로안,승용,여,44세,상해없음,보행자,여,7세,경상
2.01E+15,2014년 3월 25일 16시,화요일,서울특별시 서대문구 홍제동,126.948945,37.587083,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,43세,상해없음,보행자,남,9세,중상
2.01E+15,2014년 4월 1일 14시,화요일,서울특별시 영등포구 당산동5가,126.901191,37.532091,중상사고,0,1,0,0,차대사람 - 횡단중,신호위반,포장 - 건조,맑음,단일로 - 횡단보도상,승합,남,21세,상해없음,보행자,여,11세,중상
2.01E+15,2014년 4월 4일 10시,금요일,서울특별시 성북구 돈암동,127.018315,37.59779,중상사고,0,1,0,0,차대사람 - 횡단중,신호위반,포장 - 건조,맑음,교차로 - 교차로부근,승용,여,56세,상해없음,보행자,남,5세,중상
2.01E+15,2014년 4월 4일 17시,금요일,서울특별시 도봉구 창동,127.044061,37.647747,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,교차로 - 교차로안,승합,남,69세,상해없음,보행자,남,5세,경상
2.01E+15,2014년 4월 6일 16시,일요일,서울특별시 광진구 광장동,127.104706,37.547838,중상사고,0,1,1,0,차대사람 - 기타,보행자보호의무위반,포장 - 건조,맑음,단일로 - 기타,이륜,남,26세,상해없음,보행자,여,5세,중상
2.01E+15,2014년 4월 20일 17시,일요일,서울특별시 관악구 신림동,126.935806,37.463207,부상신고사고,0,0,0,1,차대차 - 기타,미분류,포장 - 건조,맑음,교차로 - 교차로안,승용,남,46세,상해없음,자전거,남,8세,부상신고
2.01E+15,2014년 4월 22일 16시,화요일,서울특별시 동대문구 전농동,127.055698,37.579705,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,기타 - 기타,승용,여,33세,상해없음,보행자,여,6세,경상
2.01E+15,2014년 4월 24일 15시,목요일,서울특별시 도봉구 창동,127.044061,37.647747,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,단일로 - 기타,승용,남,67세,상해없음,보행자,남,6세,경상
2.01E+15,2014년 5월 1일 09시,목요일,서울특별시 마포구 성산동,126.904694,37.56566,중상사고,0,1,0,0,차대사람 - 기타,신호위반,포장 - 건조,맑음,단일로 - 기타,승용,남,41세,상해없음,보행자,남,3세,중상
2.01E+15,2014년 5월 1일 14시,목요일,서울특별시 강서구 화곡동,126.84727,37.540704,부상신고사고,0,0,0,1,차대사람 - 기타,보행자보호의무위반,포장 - 건조,맑음,단일로 - 기타,화물,남,57세,상해없음,보행자,남,10세,부상신고
2.01E+15,2014년 5월 2일 14시,금요일,서울특별시 양천구 목동,126.87452,37.536047,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,단일로 - 기타,승용,남,53세,상해없음,보행자,남,10세,경상
2.01E+15,2014년 5월 8일 20시,목요일,서울특별시 영등포구 신길동,126.913607,37.506066,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,29세,상해없음,보행자,남,6세,중상
2.01E+15,2014년 5월 12일 18시,월요일,서울특별시 양천구 목동,126.87452,37.536047,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,43세,상해없음,보행자,여,4세,경상
2.01E+15,2014년 5월 14일 17시,수요일,서울특별시 서대문구 영천동,126.957705,37.570302,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,46세,기타불명,보행자,남,8세,경상
2.01E+15,2014년 5월 16일 18시,금요일,서울특별시 동작구 본동,126.953658,37.512456,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,37세,상해없음,보행자,남,10세,경상
2.01E+15,2014년 5월 17일 16시,토요일,서울특별시 은평구 대조동,126.923152,37.612259,경상사고,0,0,1,0,차대차 - 측면직각충돌,교차로운행방법위반,포장 - 건조,맑음,교차로 - 교차로안,승용,남,44세,상해없음,자전거,남,8세,경상
2.01E+15,2014년 5월 18일 11시,일요일,서울특별시 은평구 대조동,126.923152,37.612259,부상신고사고,0,0,0,1,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,29세,상해없음,자전거,남,11세,부상신고
2.01E+15,2014년 5월 23일 08시,금요일,서울특별시 도봉구 방학동,127.031062,37.665292,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,단일로 - 기타,승용,남,45세,상해없음,보행자,남,4세,경상
2.01E+15,2014년 5월 23일 18시,금요일,서울특별시 구로구 구로동,126.884681,37.494236,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,61세,상해없음,보행자,여,9세,중상
2.01E+15,2014년 5월 23일 20시,금요일,서울특별시 광진구 군자동,127.073667,37.553041,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,교차로 - 교차로부근,원동기,남,16세,상해없음,보행자,남,2세,중상
2.01E+15,2014년 5월 29일 15시,목요일,서울특별시 강동구 암사동,127.13106,37.557811,경상사고,0,0,1,0,차대사람 - 횡단중,미분류,포장 - 건조,맑음,교차로 - 교차로안,화물,남,34세,상해없음,보행자,남,9세,경상
2.01E+15,2014년 6월 1일 11시,일요일,서울특별시 중랑구 망우동,127.106328,37.599588,경상사고,0,0,1,0,차대사람 - 기타,보행자보호의무위반,포장 - 건조,맑음,단일로 - 기타,승용,남,64세,상해없음,보행자,남,7세,경상
2.01E+15,2014년 6월 4일 13시,수요일,서울특별시 도봉구 창동,127.044061,37.647747,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,단일로 - 기타,승용,남,29세,상해없음,보행자,여,8세,중상
2.01E+15,2014년 6월 7일 18시,토요일,서울특별시 금천구 가산동,126.883778,37.476685,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,단일로 - 기타,이륜,남,33세,상해없음,보행자,남,5세,경상
2.01E+15,2014년 6월 11일 13시,수요일,서울특별시 노원구 상계동,127.07033,37.672997,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,단일로 - 횡단보도상,화물,남,37세,상해없음,보행자,남,8세,중상
2.01E+15,2014년 6월 13일 18시,금요일,서울특별시 도봉구 창동,127.044061,37.647747,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,43세,상해없음,보행자,남,6세,경상
2.01E+15,2014년 6월 17일 08시,화요일,서울특별시 송파구 장지동,127.131924,37.477372,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,단일로 - 횡단보도상,승용,기타불명,기타불명,기타불명,보행자,여,6세,경상
2.01E+15,2014년 6월 17일 20시,화요일,서울특별시 구로구 고척동,126.858875,37.503171,중상사고,0,2,0,0,차대차 - 측면직각충돌,기타,포장 - 건조,맑음,교차로 - 교차로안,자전거,남,13세,중상,승용,남,52세,상해없음
2.01E+15,2014년 6월 19일 19시,목요일,서울특별시 노원구 상계동,127.07033,37.672997,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,단일로 - 횡단보도상,승용,남,55세,상해없음,보행자,남,11세,중상
2.01E+15,2014년 6월 26일 14시,목요일,서울특별시 은평구 역촌동,126.914622,37.604586,경상사고,0,0,1,0,차대사람 - 길가장자리구역통행중,미분류,포장 - 건조,맑음,교차로 - 교차로안,승용,여,33세,상해없음,보행자,남,8세,경상
2.01E+15,2014년 6월 27일 18시,금요일,서울특별시 구로구 고척동,126.858875,37.503171,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,단일로 - 횡단보도상,승용,남,25세,상해없음,보행자,남,6세,경상
2.01E+15,2014년 7월 2일 14시,수요일,서울특별시 중랑구 신내동,127.100804,37.612611,경상사고,0,0,1,0,차대사람 - 기타,보행자보호의무위반,포장 - 건조,맑음,단일로 - 기타,승합,남,49세,상해없음,보행자,남,6세,경상
2.01E+15,2014년 7월 2일 18시,수요일,서울특별시 마포구 중동,126.906168,37.571638,중상사고,0,1,0,0,차대사람 - 보도통행중,보행자보호의무위반,포장 - 건조,맑음,단일로 - 횡단보도상,승용,남,39세,상해없음,보행자,여,8세,중상
2.01E+15,2014년 7월 7일 15시,월요일,서울특별시 은평구 구산동,126.907312,37.611078,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,단일로 - 기타,이륜,남,41세,기타불명,보행자,여,10세,경상
2.01E+15,2014년 7월 13일 09시,일요일,서울특별시 강동구 암사동,127.13106,37.557811,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승합,남,48세,상해없음,보행자,여,11세,중상
2.01E+15,2014년 7월 14일 15시,월요일,서울특별시 강동구 둔촌동,127.144719,37.528267,경상사고,0,0,2,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,남,53세,상해없음,보행자,남,12세,경상
2.01E+15,2014년 7월 30일 15시,수요일,서울특별시 동작구 대방동,126.928004,37.506883,부상신고사고,0,0,0,1,차대사람 - 횡단중,신호위반,포장 - 건조,맑음,교차로 - 교차로부근,이륜,남,16세,상해없음,보행자,여,12세,부상신고
2.01E+15,2014년 8월 5일 17시,화요일,서울특별시 동대문구 장안동,127.070025,37.570213,경상사고,0,0,1,0,차대사람 - 기타,미분류,포장 - 건조,맑음,단일로 - 횡단보도부근,화물,남,46세,상해없음,보행자,여,11세,경상
2.01E+15,2014년 8월 5일 17시,화요일,서울특별시 동작구 상도동,126.944078,37.498711,경상사고,0,0,1,0,차대사람 - 기타,신호위반,포장 - 건조,맑음,단일로 - 기타,승용,남,35세,상해없음,보행자,남,8세,경상
2.01E+15,2014년 8월 11일 14시,월요일,서울특별시 강북구 미아동,127.023876,37.62111,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,원동기,남,37세,상해없음,보행자,남,4세,경상
2.01E+15,2014년 8월 14일 18시,목요일,서울특별시 은평구 갈현동,126.913571,37.621551,중상사고,0,1,0,0,차대사람 - 길가장자리구역통행중,안전운전불이행,포장 - 건조,흐림,단일로 - 기타,화물,남,59세,상해없음,보행자,남,10세,중상
2.01E+15,2014년 8월 18일 15시,월요일,서울특별시 구로구 궁동,126.828517,37.500442,경상사고,0,0,2,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,교차로 - 교차로안,화물,남,28세,상해없음,보행자,여,43세,경상
2.01E+15,2014년 8월 23일 13시,토요일,서울특별시 성북구 장위동,127.049914,37.615222,중상사고,0,1,0,0,차대사람 - 길가장자리구역통행중,미분류,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,45세,상해없음,보행자,여,6세,중상
2.01E+15,2014년 8월 24일 17시,일요일,서울특별시 노원구 상계동,127.07033,37.672997,사망사고,1,3,2,1,차대사람 - 기타,기타,포장 - 건조,맑음,단일로 - 기타,화물,남,73세,상해없음,보행자,남,4세,사망
2.01E+15,2014년 9월 1일 15시,월요일,서울특별시 구로구 오류동,126.838594,37.491666,경상사고,0,0,1,0,차대사람 - 횡단중,미분류,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,36세,상해없음,보행자,여,10세,경상
2.01E+15,2014년 9월 2일 08시,화요일,서울특별시 송파구 풍납동,127.113989,37.533212,경상사고,0,0,1,0,차대사람 - 기타,미분류,포장 - 건조,맑음,단일로 - 기타,승용,남,36세,상해없음,보행자,남,11세,경상
2.01E+15,2014년 9월 2일 15시,화요일,서울특별시 강동구 길동,127.145925,37.53962,중상사고,0,1,0,0,차대사람 - 기타,보행자보호의무위반,포장 - 건조,맑음,단일로 - 기타,승용,여,54세,상해없음,보행자,여,8세,중상
2.01E+15,2014년 9월 5일 17시,금요일,서울특별시 은평구 대조동,126.923152,37.612259,경상사고,0,0,1,0,차대사람 - 차도통행중,보행자보호의무위반,포장 - 건조,맑음,교차로 - 교차로안,승용,남,35세,상해없음,보행자,남,6세,경상
2.01E+15,2014년 9월 18일 16시,목요일,서울특별시 광진구 구의동,127.092967,37.544415,부상신고사고,0,0,0,1,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,여,37세,상해없음,자전거,남,7세,부상신고
2.01E+15,2014년 9월 20일 12시,토요일,서울특별시 금천구 시흥동,126.909282,37.449531,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,단일로 - 횡단보도상,승용,여,46세,상해없음,보행자,여,6세,경상
2.01E+15,2014년 9월 22일 13시,월요일,서울특별시 양천구 신정동,126.855717,37.515197,중상사고,0,1,0,0,차대사람 - 기타,보행자보호의무위반,포장 - 건조,맑음,기타 - 기타,승합,남,27세,상해없음,보행자,여,8세,중상
2.01E+15,2014년 9월 25일 10시,목요일,서울특별시 구로구 개봉동,126.851943,37.494229,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,27세,상해없음,보행자,여,1세,중상
2.01E+15,2014년 9월 27일 18시,토요일,서울특별시 종로구 창신동,127.01245,37.575413,경상사고,0,0,1,0,차대사람 - 보도통행중,미분류,포장 - 건조,맑음,단일로 - 기타,이륜,남,43세,상해없음,보행자,여,7세,경상
2.01E+15,2014년 9월 30일 08시,화요일,서울특별시 영등포구 양평동4가,126.89615,37.536323,중상사고,0,1,0,0,차대사람 - 기타,보행자보호의무위반,포장 - 건조,맑음,교차로 - 교차로안,승용,남,59세,상해없음,보행자,남,4세,중상
2.01E+15,2014년 9월 30일 16시,화요일,서울특별시 강북구 수유동,127.007369,37.638335,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,60세,상해없음,보행자,남,12세,중상
2.01E+15,2014년 9월 30일 16시,화요일,서울특별시 강남구 일원동,127.082861,37.488012,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,단일로 - 기타,승용,남,35세,상해없음,보행자,여,6세,중상
2.01E+15,2014년 10월 4일 10시,토요일,서울특별시 송파구 방이동,127.125384,37.515681,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,남,46세,상해없음,자전거,남,12세,경상
2.01E+15,2014년 10월 6일 17시,월요일,서울특별시 성북구 길음동,127.022236,37.608752,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,단일로 - 횡단보도상,승용,여,44세,상해없음,보행자,여,12세,경상
2.01E+15,2014년 10월 12일 13시,일요일,서울특별시 은평구 응암동,126.923123,37.593842,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,62세,상해없음,보행자,여,7세,중상
2.01E+15,2014년 10월 13일 18시,월요일,서울특별시 강북구 미아동,127.023876,37.62111,중상사고,0,1,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,기타 - 기타,원동기,남,35세,상해없음,보행자,남,9세,중상
2.01E+15,2014년 10월 17일 16시,금요일,서울특별시 관악구 신림동,126.935806,37.463207,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,교차로 - 교차로안,승합,남,38세,상해없음,보행자,남,9세,중상
2.01E+15,2014년 10월 24일 19시,금요일,서울특별시 양천구 목동,126.87452,37.536047,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,흐림,단일로 - 기타,승용,남,41세,상해없음,보행자,여,9세,경상
2.01E+15,2014년 10월 25일 18시,토요일,서울특별시 강동구 길동,127.145925,37.53962,경상사고,0,0,1,0,차대차 - 추돌 - 진행중,보행자보호의무위반,포장 - 건조,맑음,교차로 - 교차로안,승용,남,36세,상해없음,자전거,여,10세,경상
2.01E+15,2014년 10월 28일 19시,화요일,서울특별시 은평구 구산동,126.907312,37.611078,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,64세,상해없음,보행자,여,5세,중상
2.01E+15,2014년 10월 31일 16시,금요일,서울특별시 마포구 아현동,126.956319,37.554477,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,단일로 - 기타,화물,남,52세,상해없음,보행자,여,7세,경상
2.01E+15,2014년 11월 1일 14시,토요일,서울특별시 동작구 상도동,126.944078,37.498711,경상사고,0,0,1,0,차대사람 - 기타,신호위반,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,68세,상해없음,보행자,남,10세,경상
2.01E+15,2014년 11월 3일 14시,월요일,서울특별시 구로구 구로동,126.884681,37.494236,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,단일로 - 횡단보도부근,자전거,남,46세,기타불명,보행자,여,11세,경상
2.01E+15,2014년 11월 5일 08시,수요일,서울특별시 도봉구 창동,127.044061,37.647747,경상사고,0,0,1,0,차대사람 - 횡단중,신호위반,포장 - 건조,맑음,단일로 - 횡단보도상,승용,남,63세,상해없음,보행자,남,7세,경상
2.01E+15,2014년 11월 5일 17시,수요일,서울특별시 영등포구 신길동,126.913607,37.506066,경상사고,0,0,1,0,차대사람 - 기타,미분류,포장 - 건조,맑음,단일로 - 기타,승용,남,27세,상해없음,보행자,남,5세,경상
2.01E+15,2014년 11월 6일 18시,목요일,서울특별시 중랑구 망우동,127.106328,37.599588,부상신고사고,0,0,0,1,차대차 - 기타,신호위반,포장 - 건조,맑음,교차로 - 교차로안,자전거,남,9세,부상신고,승용,남,53세,상해없음
2.01E+15,2014년 11월 13일 15시,목요일,서울특별시 성북구 장위동,127.049914,37.615222,경상사고,0,0,1,0,차대사람 - 기타,보행자보호의무위반,포장 - 건조,맑음,단일로 - 기타,승용,남,51세,상해없음,보행자,남,9세,경상
2.01E+15,2014년 11월 18일 14시,화요일,서울특별시 은평구 녹번동,126.934578,37.605317,경상사고,0,0,1,0,차대사람 - 기타,미분류,포장 - 건조,맑음,교차로 - 교차로안,승용,여,48세,상해없음,보행자,남,8세,경상
2.01E+15,2014년 11월 20일 08시,목요일,서울특별시 종로구 구기동,126.959275,37.619386,부상신고사고,0,0,0,1,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,단일로 - 기타,승합,남,53세,상해없음,보행자,남,11세,부상신고
2.01E+15,2014년 11월 23일 16시,일요일,서울특별시 동대문구 제기동,127.037237,37.583781,중상사고,0,1,0,0,차대차 - 측면직각충돌,중앙선침범,포장 - 건조,맑음,단일로 - 기타,자전거,남,11세,중상,승합,남,48세,상해없음
2.01E+15,2014년 11월 24일 08시,월요일,서울특별시 구로구 궁동,126.828517,37.500442,중상사고,0,1,0,0,차대사람 - 횡단중,신호위반,포장 - 건조,맑음,단일로 - 횡단보도상,승용,남,37세,상해없음,보행자,여,12세,중상
2.01E+15,2014년 11월 27일 18시,목요일,서울특별시 동대문구 장안동,127.070025,37.570213,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,단일로 - 횡단보도상,원동기,남,20세,상해없음,보행자,남,9세,중상
2.01E+15,2014년 11월 28일 08시,금요일,서울특별시 동대문구 제기동,127.037237,37.583781,경상사고,0,0,1,0,차대사람 - 횡단중,신호위반,포장 - 습기,비,단일로 - 횡단보도상,이륜,남,22세,상해없음,보행자,남,11세,경상
2.01E+15,2014년 11월 28일 08시,금요일,서울특별시 영등포구 대림동,126.900122,37.495435,부상신고사고,0,0,0,1,차대사람 - 기타,안전운전불이행,포장 - 건조,흐림,단일로 - 기타,승용,기타불명,기타불명,기타불명,보행자,여,11세,부상신고
2.01E+15,2014년 11월 28일 14시,금요일,서울특별시 구로구 고척동,126.858875,37.503171,경상사고,0,0,1,0,차대사람 - 기타,미분류,포장 - 습기,비,단일로 - 기타,승용,여,55세,상해없음,보행자,남,11세,경상
2.01E+15,2014년 12월 1일 14시,월요일,서울특별시 광진구 구의동,127.092967,37.544415,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,54세,상해없음,보행자,남,11세,경상
2.01E+15,2014년 12월 4일 15시,목요일,서울특별시 동작구 대방동,126.928004,37.506883,경상사고,0,0,1,0,차대사람 - 횡단중,신호위반,포장 - 건조,맑음,교차로 - 교차로부근,이륜,남,22세,상해없음,보행자,남,12세,경상
2.01E+15,2014년 12월 6일 13시,토요일,서울특별시 성북구 장위동,127.049914,37.615222,중상사고,0,1,0,0,차대사람 - 기타,미분류,포장 - 건조,맑음,단일로 - 기타,승용,남,28세,상해없음,보행자,남,11세,중상
2.01E+15,2014년 12월 11일 08시,목요일,서울특별시 서초구 잠원동,127.009094,37.515105,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,단일로 - 횡단보도상,승용,남,76세,상해없음,보행자,여,9세,중상
2.01E+15,2014년 12월 13일 13시,토요일,서울특별시 은평구 갈현동,126.913571,37.621551,부상신고사고,0,0,0,1,차대사람 - 길가장자리구역통행중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,기타불명,기타불명,기타불명,보행자,남,8세,부상신고
2.01E+15,2014년 12월 17일 13시,수요일,서울특별시 광진구 광장동,127.104706,37.547838,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,단일로 - 횡단보도상,승용,남,32세,상해없음,보행자,남,9세,중상
2.02E+15,2015년 1월 14일 09시,수요일,서울특별시 관악구 신림동,126.935806,37.463207,경상사고,0,0,1,0,차대사람 - 기타,보행자보호의무위반,포장 - 건조,맑음,교차로 - 교차로안,승용,남,70세,상해없음,보행자,남,10세,경상
2.02E+15,2015년 1월 14일 13시,수요일,서울특별시 중랑구 면목동,127.089212,37.582365,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,29세,상해없음,보행자,남,10세,경상
2.02E+15,2015년 2월 4일 20시,수요일,서울특별시 성북구 장위동,127.049914,37.615222,경상사고,0,0,1,0,차대사람 - 차도통행중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,60세,상해없음,보행자,남,9세,경상
